voice_id,description,face_id_2,change_time_2,change_time_3,use_type,change_time,all_comments_flag,change_face_2,change_face,target_unit_id,face_id,unit_id,change_face_3,face_id_3,id
6,诶~你过生日啊~\n啊，我碰巧有个蛋糕\n要不要一起吃？\n是碰巧啊！真的啦！,0,0.0,0.0,2,8.9,0,0,5,0,1,106001,0,0,1060011
6,拿着，这是生日礼物\n要好好感激我哦！\n因为送你这种东西，\n要是被发现就麻烦了……,0,0.0,0.0,2,0.0,0,0,1,0,1,106031,0,0,1060012
1,我的魔力与你的力量\n合二为一了！\n好，放马过来吧！\n今天的我可不容小觑哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,106061,0,0,1060013
2,这就是你与我\n真正的力量啊！\n和你在一起，\n我就感觉不会输！,0,0.0,0.0,1,0.0,0,0,1,0,1,106061,0,0,1060014
3,哼哼哼……怎么样啊，这股力量！\n可以再多夸夸我……呜呀！\n别、别突然摸我的头！\n宰、宰了你哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,106061,0,0,1060015
4,和那家伙的情谊化作了力量……\n这样也不错嘛。\n什么！原来你听到了吗！？\n赶、赶紧给我忘掉！,0,0.0,0.0,1,0.0,0,0,1,0,1,106061,0,0,1060016
5,我会用这股全新的力量\n来保护你……那个……\n千、千万不要\n从我身边离开哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,106061,0,0,1060017
1,嗯？啊，是你啊！\n找我有什么事？\n遇上了麻烦的话要跟我说哦？,0,0.0,0.0,1,2.2,0,0,2,0,6,106101,0,0,1061001
2,你失忆了啊……\n希望你能早点恢复记忆！\n我去帮你找找有效的药！,0,0.0,0.0,1,5.8,0,0,2,0,1,106101,0,0,1061002
3,也把你的公主骑士之力\n用在我身上嘛！\n原先还是你敌人的时候，\n我每次看到都很兴奋！,0,0.0,0.0,1,0.0,0,0,2,0,2,106101,0,0,1061003
4,虽然在不久前还为各种事情不安，\n但是现在已经没事了！\n因为能和你还有大家互帮互助呀！,0,0.0,0.0,1,2.9,0,0,2,0,1,106101,0,0,1061004
5,没想到曾经互为仇敌的你和我\n现在竟成了同伴……\n所以，尾狗刀也一定……,0,0.0,0.0,1,5.1,0,0,3,0,1,106101,0,0,1061005
1,你们全都给我让开！\n敢挡路的家伙，\n我统统斩了！,0,0.0,0.0,1,0.0,0,0,1,0,1,106131,0,0,1061006
2,新的天楼霸断剑吗……\n不管是什么样的对手，\n有了它我就是无敌的！上啊！,0,0.0,0.0,1,0.0,0,0,1,0,1,106131,0,0,1061007
3,我不会再逃避躲藏了！\n就算遍体鳞伤，\n我都会战斗到最后！我意已决！,0,0.0,0.0,1,0.0,0,0,1,0,1,106131,0,0,1061008
4,哈、哈、哈！\n闪开闪开！\n诺维姆大人驾到！,0,0.0,0.0,1,0.0,0,0,1,0,1,106131,0,0,1061009
5,终于和你成为同伴了啊。\n真希望能快点让尾狗刀清醒，\n和他一起战斗啊！,0,0.0,0.0,1,0.0,0,0,1,0,1,106131,0,0,1061010
6,生日快乐！\n我没怎么给人送过东西……\n你想要什么？,0,0.0,0.0,2,2.1,0,0,5,0,2,106101,0,0,1061011
6,Happy birthday！\n好嘞！去买蛋糕吧！\n今天我请客！\n大概明天会下雪哦！,0,0.0,0.0,2,0.0,0,0,1,0,1,106131,0,0,1061012
1,不管是国王还是神明，\n只要是害人的坏人，\n我和天楼霸断剑\n就会干脆利落地讨伐！,0,0.0,0.0,1,0.0,0,0,1,0,1,106161,0,0,1061013
2,无论何时，无论身处\n怎样的世界，\n我们都要救出大家！\n不要停！向前走！\n为了不再输！,0,0.0,0.0,1,0.0,0,0,1,0,1,106161,0,0,1061014
3,怎么样？很帅吧！\n再近一点仔细看吧！\n哟，危险！差点\n不小心把你切成两半！,0,0.0,0.0,1,0.0,0,0,1,0,1,106161,0,0,1061015
4,有互相帮助的伙伴\n果然很好啊！只要你和我一起面对，\n无论是谁都不是我们的对手！,0,0.0,0.0,1,0.0,0,0,1,0,1,106161,0,0,1061016
5,我和你一起\n跨越了许多难关呢！\n变得和天楼霸断剑\n一样可靠了！,0,0.0,0.0,1,0.0,0,0,1,0,1,106161,0,0,1061017
1,兰德索尔好厉害……\n什么都有，面积还很大……\n跟我的故乡完全不一样,0,0.0,0.0,1,5.8,0,0,1,0,6,106301,0,0,1063001
2,我的故乡也是个好地方\n虽然什么都没有，\n不过，我觉得你会喜欢的！,0,0.0,0.0,1,5.3,0,0,1,0,2,106301,0,0,1063002
3,你和萝沙丽亚\n好像有点像？\n比方说……\n在一起就会很安心,0,0.0,0.0,1,6.1,0,0,2,0,6,106301,0,0,1063003
4,和你在一起，\n我有时会心跳加速，有时会心里苦涩……\n可是，总觉得……好开心,0,0.0,0.0,1,5.7,0,0,2,0,5,106301,0,0,1063004
5,只要和你在一起……\n我就觉得既安心，又心跳不已,0,0.0,0.0,1,4.1,0,0,2,0,5,106301,0,0,1063005
1,总有一天，我会成为森林的守卫\n当然，是和萝沙丽亚一起！,0,0.0,0.0,1,0.0,0,0,1,0,1,106331,0,0,1063006
2,兰德索尔很广阔……\n不过，这里的风的气息和故乡的很像,0,0.0,0.0,1,0.0,0,0,1,0,1,106331,0,0,1063007
3,在我的故乡\n有很多妖精！\n真想让你也看看呀,0,0.0,0.0,1,0.0,0,0,1,0,1,106331,0,0,1063008
4,明明心跳得很快，却觉得很安心……\n明明觉得很安心，偶尔却会觉得苦涩……\n待在你身旁\n心情就会变得很奇妙,0,0.0,0.0,1,0.0,0,0,1,0,1,106331,0,0,1063009
5,比起在森林里的时候，\n我觉得现在更开心……\n一定是因为你吧？,0,0.0,0.0,1,0.0,0,0,1,0,1,106331,0,0,1063010
6,我做了这个！\n虽然不是很有信心……\n因为今天是特别的日子……\n要不我喂你吃吧？,0,0.0,0.0,2,4.9,0,0,2,0,5,106301,0,0,1063011
6,就这样继续成长的话\n你会变成什么样呢？\n总觉得好期待呀\n诶嘿嘿……生日快乐！,0,0.0,0.0,2,0.0,0,0,1,0,1,106331,0,0,1063012
1,力量，还有思念……我好像\n有点明白什么更重要了。\n我是不是稍微成长了一点呢？\n诶嘿嘿……多亏了你呢。,0,0.0,0.0,1,0.0,0,0,1,0,1,106361,0,0,1063013
2,我很庆幸来到兰德索尔，\n我在这里经历了很多事，\n还和很多人进行了交流……\n最重要的是遇见了你！,0,0.0,0.0,1,0.0,0,0,1,0,1,106361,0,0,1063014
3,守林人的考验还真辛苦啊……\n不过多亏如此，我能感觉到\n自己在一步一步地前进。\n这是不是说明我长大了呢？,0,0.0,0.0,1,0.0,0,0,1,0,1,106361,0,0,1063015
4,我不会和罗萨莉亚一样。\n我要以自己的方式去努力。\n以后我也要以自己的方式将这份心意……\n哇啊！？　你、你听到了吗！？,0,0.0,0.0,1,0.0,0,0,1,0,1,106361,0,0,1063016
5,从第一次见面开始\n你就一直非常温柔呢。\n你这种地方……\n我觉得非、非常……帅气！　嗯！,0,0.0,0.0,1,0.0,0,0,1,0,1,106361,0,0,1063017
1,虽然很在意自己失去的记忆……\n但我也很在意你忘掉的过去，\n希望我们两个人能够一起找回来,0,0.0,0.0,1,7.2,0,0,2,0,1,106401,0,0,1064001
2,冰淇淋为什么\n这么好吃呢……\n也许“以前的我”也很喜欢\n冰淇淋吧,0,0.0,0.0,1,6.6,0,0,2,0,6,106401,0,0,1064002
3,我看起来\n是这么认真的性格吗？\n虽然我确实不擅长开玩笑,0,0.0,0.0,1,4.7,0,0,1,0,6,106401,0,0,1064003
4,我突然回想起来了，\n向可可萝小姐撒娇的事情，\n还有凯露尾巴的味道……\n真是的，脸颊烫得都要着火了……,0,0.0,0.0,1,4.1,0,0,5,0,4,106401,0,0,1064004
5,在【美食殿堂】的生活\n每天都很充实，很开心\n为了这样的时间能够持续得更长一些，\n我会竭尽全力的,0,0.0,0.0,1,6.7,0,0,1,0,2,106401,0,0,1064005
1,我一定会守护好大家！\n因为，“现在的我”的归宿，\n就是大家的身旁！,0,0.0,0.0,1,0.0,0,0,1,0,1,106431,0,0,1064006
2,冰上滑行……\n身体已经记住了这个动作？\n不对，现在不是\n考虑这个的时候！,0,0.0,0.0,1,0.0,0,0,1,0,1,106431,0,0,1064007
3,啊嚏！\n看来就算会用冰之魔法，\n身体也不是那么耐寒呢\n很想待会儿喝上一碗温暖的汤,0,0.0,0.0,1,0.0,0,0,1,0,1,106431,0,0,1064008
4,迎接我的\n【美食殿堂】的大家，\n还有你……\n我一定要全部守护好！,0,0.0,0.0,1,0.0,0,0,1,0,1,106431,0,0,1064009
5,好奇妙……\n从你那里得到力量后，\n我的胸口就好热，\n感觉自己能够跳得很高……,0,0.0,0.0,1,0.0,0,0,1,0,1,106431,0,0,1064010
6,生日快乐\n我们一起吃蛋糕吧，\n不过……蛋糕里没有加\n魔物和昆虫之类的吧？,0,0.0,0.0,2,6.5,0,0,4,0,2,106401,0,0,1064011
6,我不知道自己的生日在什么时候，\n所以没有办法庆祝\n我可以连带自己的份\n来为你庆祝吗？,0,0.0,0.0,2,0.0,0,0,1,0,1,106431,0,0,1064012
1,我会以用祈愿换来的\n这份“力量”……\n保护好你和我的家人……\n我爱的人们。,0,0.0,0.0,1,0.0,0,0,1,0,1,106461,0,0,1064013
2,我是【美食殿堂】的雪菲……\n现在我可以昂首挺胸地这么说了，\n所以，我也不会再掩饰\n想留在你身边的心情了。,0,0.0,0.0,1,0.0,0,0,1,0,1,106461,0,0,1064014
3,没有记忆的时候，\n你笑着对我说没关系，\n还帮助了迷惘的我……\n现在轮到我来帮你了。,0,0.0,0.0,1,0.0,0,0,1,0,1,106461,0,0,1064015
4,和大家一起度过的时间，\n让我感到非常幸福。\n不过，和你独处的那些\n时光……我也不讨厌。,0,0.0,0.0,1,0.0,0,0,1,0,1,106461,0,0,1064016
5,得知自己的过去的时候，我很痛苦……\n但是，如果一直不知道的话，\n就什么都不会注意到，\n也不会注意到自己对你的感情……,0,0.0,0.0,1,0.0,0,0,1,0,1,106461,0,0,1064017
1,和你一起，\n就会遇到一些有趣的事情吧？\n所以我很期待你哦。\n来，一起去哪玩玩吧！,0,0.0,0.0,1,7.7,0,0,2,0,1,106501,0,0,1065001
2,我想知道这个世界\n究竟发生了什么……\n为此，我也要变得更强才行。,0,0.0,0.0,1,0.0,0,0,3,0,3,106501,0,0,1065002
3,我说，就没有工作委托吗？\n打架的那种。打手工作。\n要给我找来那种\n让人热血沸腾的委托啊。,0,0.0,0.0,1,8.9,0,0,1,0,6,106501,0,0,1065003
4,不要那么担心啦。\n我还没有弱到\n会被小喽啰干掉的地步。\n不信的话，要来试试看吗？,0,0.0,0.0,1,7.6,0,0,2,0,1,106501,0,0,1065004
5,居然能和龙族以外的家伙\n变得这么要好。\n真是从来没想过啊。\n你到底是什么人？,0,0.0,0.0,1,5.8,0,0,1,0,6,106501,0,0,1065005
1,让你看看打手的真本事吧！\n跟死党在一起，我可不能输！\n无论对手是谁，都得打倒，\n证明我才是最强的！,0,0.0,0.0,1,0.0,0,0,1,0,1,106531,0,0,1065006
2,好厉害啊，这股力量！\n从体内源源不断地涌出来了！\n不存在我们无法破坏的东西！,0,0.0,0.0,1,0.0,0,0,1,0,1,106531,0,0,1065007
3,这就是龙族的力量！\n我会把它运用纯熟的！\n死党还在旁边看着呢。\n不能让他看到我丢脸的样子啊！,0,0.0,0.0,1,0.0,0,0,1,0,1,106531,0,0,1065008
4,能和死党一起战斗，\n竟然会这么开心！\n这是在这个未知的世界里\n最让人热血沸腾的感情！,0,0.0,0.0,1,0.0,0,0,1,0,1,106531,0,0,1065009
5,好啊好啊，热血沸腾！\n和你在一起，\n我就感觉绝对不会输！\n就让我大闹一场吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,106531,0,0,1065010
6,哟！　恭喜啊！\n今天是你的生日吧？\n我们去吃个痛快吧。\n今天就由我来请客。,0,0.0,0.0,2,4.7,0,0,2,0,1,106501,0,0,1065011
6,生日快乐！\n今天对死党来说是个值得庆祝的日子，\n我也为你感到高兴。\n我还是第一次有这种感觉呢！,0,0.0,0.0,2,0.0,0,0,1,0,1,106531,0,0,1065012
1,哼哈哈哈！　好厉害！\n这就是真正的觉醒！\n太舒服了！\n力量源源不断地涌出来！,0,0.0,0.0,1,0.0,0,0,1,0,1,106561,0,0,1065013
2,别试图去压抑了，\n反正也控制不住……\n既然这样，就干脆释放欲望，\n将一切都烧成灰烬吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,106561,0,0,1065014
3,啊……可恶……怎么搞的！\n喉咙干得受不了！要是不快点\n把一切都毁掉，\n本姑奶奶就要发疯了！,0,0.0,0.0,1,0.0,0,0,1,0,1,106561,0,0,1065015
4,拜托你别碍事行吗？\n如果你敢的话，\n本姑奶奶会把你……\n不对……我……本姑娘……,0,0.0,0.0,1,0.0,0,0,1,0,1,106561,0,0,1065016
5,不要靠近我！　现在不行，\n火焰会伤到你的！\n住手！　喂！　等等！\n我知道了，不要抱住我！,0,0.0,0.0,1,0.0,0,0,1,0,1,106561,0,0,1065017
1,呀！　啊，原来是哥哥啊。\n你盯着我看干什么呀，色狼！\n流氓！　如果是可疑人物，\n我早就把他给揍扁了哦？,0,0.0,0.0,1,4.2,0,0,3,0,6,106601,0,0,1066001
2,我在这里偷懒的事情\n可要对老大保密哦？\n如果被那个老太婆发现了，\n也不知道她会对我做些什么……,0,0.0,0.0,1,5.4,0,0,4,0,1,106601,0,0,1066002
3,唉……除了我们之外，\n真的还有其他\n龙族存在吗？\n会不会在这附近就有啊？,0,0.0,0.0,1,6.9,0,0,1,0,6,106601,0,0,1066003
4,今天的工作就到这里为止吧！\n我在自己的地盘巡逻呢！\n才、才不是偷懒\n在这里闲逛哦？,0,0.0,0.0,1,5.0,0,0,6,0,2,106601,0,0,1066004
5,啊～有没有哪里会掉下\n一大笔钱啊？\n我想快点变得自由，\n让老大刮目相看……,0,0.0,0.0,1,6.5,0,0,3,0,4,106601,0,0,1066005
1,怎么样，哥哥！\n这就是我的……\n龙族的力量！,0,0.0,0.0,1,0.0,0,0,1,0,1,106631,0,0,1066006
2,呵呵呵……精神、技巧、体格\n都已经觉醒了，\n现在的我没有弱点……呀啊！\n啊，站着的地方塌了！,0,0.0,0.0,1,0.0,0,0,1,0,1,106631,0,0,1066007
3,力量涌现上来了！\n虽然我是理智派，\n但偶尔顺应本能行动，\n感觉也不坏呢！,0,0.0,0.0,1,0.0,0,0,1,0,1,106631,0,0,1066008
4,只要有这份力量……\n就算哥哥是多么\n笨拙的骑士，\n我都能帮助你！,0,0.0,0.0,1,0.0,0,0,1,0,1,106631,0,0,1066009
5,我已经不再是\n总是需要被别人保护的我了！\n我要用这份力量提升自己！,0,0.0,0.0,1,0.0,0,0,1,0,1,106631,0,0,1066010
6,啊？　什么？　今天是\n哥哥的生日吗？\n那我特别地送你一次\n请我吃饭的权利吧！,0,0.0,0.0,2,6.3,0,0,2,0,6,106601,0,0,1066011
6,生日快乐！\n能够让我送上祝福，\n这样的荣誉可是很难得的哦！\n你就请我吃饭作为感谢吧！,0,0.0,0.0,2,0.0,0,0,1,0,1,106631,0,0,1066012
1,力量充盈而出！\n这就是完全的觉醒……\n变成这样的我，\n谁也阻止不了！,0,0.0,0.0,1,0.0,0,0,1,0,1,106661,0,0,1066013
2,如何！　这才是\n我真正的力量！\n这副姿态，你好好地\n印在眼睛里吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,106661,0,0,1066014
3,如果只有我一个人的话，\n肯定无法得到这种力量……\n但如果是哥哥你，\n我会破例帮一把的！,0,0.0,0.0,1,0.0,0,0,1,0,1,106661,0,0,1066015
4,我需要哥哥\n才能觉醒。哼哼，\n就算你求我，\n我也不会离开的！,0,0.0,0.0,1,0.0,0,0,1,0,1,106661,0,0,1066016
5,怎么露出这种表情？\n觉醒后的我也还是我，\n哪里都不会去的，\n放心吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,106661,0,0,1066017
1,如果遇到纠纷，\n你可以报我的名字。\n那样事态会恶化？\n但是那样更有意思嘛♪,0,0.0,0.0,1,9.3,0,0,2,0,1,106701,0,0,1067001
2,这是作为黑帮成员的一个心得……\n我不打算让你加入家族哦～\n知道就可以了♪\n是为了以防万一。,0,0.0,0.0,1,6.6,0,0,1,0,6,106701,0,0,1067002
3,你今后还要和小嘉夜、小祈梨\n好好相处哦……\n我？　我和你从很～久以前\n就关系不一般了，没事啦♪,0,0.0,0.0,1,7.0,0,0,2,0,1,106701,0,0,1067003
4,如果你的努力能\n让世界变得更有趣的话，\n我很乐意协助你，\n不必客气，尽管来找我吧♪,0,0.0,0.0,1,6.5,0,0,2,0,1,106701,0,0,1067004
5,你会变成什么样的色彩呢？\n我会见证到最后的。\n其实我希望你使用我选的颜色，\n不过会不会太早了呢。,0,0.0,0.0,1,7.8,0,0,5,0,1,106701,0,0,1067005
1,呵呵……啊哈哈♪\n战斗真的很有趣啊……\n赌上性命、赌上灵魂的胜负，\n真是太激动人心了☆,0,0.0,0.0,1,0.0,0,0,1,0,1,106731,0,0,1067006
2,不能理解被我盯上\n意味着什么的对手，\n没有作为敌人存在的价值……\n必须马上消除♪,0,0.0,0.0,1,0.0,0,0,1,0,1,106731,0,0,1067007
3,我们的未来不该由别人决定……\n尽管是一条非～常艰辛的道路，\n但大家要一起夺回未来哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,106731,0,0,1067008
4,我问你……在你眼中，\n现在的我是什么样子？\n可怕？　还是帅气？\n我现在是……打从心底觉得开心哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,106731,0,0,1067009
5,不如把折磨你的东西，\n连同这个世界一起烧掉好了……\n其实我也是想让你深切地体会到\n风险就是有这么大哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,106731,0,0,1067010
6,生日快乐☆\n礼物是可以一整天对我为所欲为的\n生日券哦~　你想什么时候用呢？\n现在用也可以哦？,0,0.0,0.0,2,0.0,0,0,2,0,2,106701,0,0,1067011
6,生日快乐☆\n我做了能让你\n也成为龙族的道具☆\n你不想……变成龙族试试看吗？,0,0.0,0.0,2,0.0,0,0,1,0,1,106731,0,0,1067012
1,你好啊，少年。过得还好吗？\n偶尔也到店里来吧，\n我给你做美味的可丽饼。\n你说味道很一般？　是吗？,0,0.0,0.0,1,8.1,0,0,1,0,2,106801,0,0,1068001
2,哎呀，今天没有助人为乐吗？\n如果想要一个人悠闲度过的话，\n我给你制作一个迷宫吧。\n咦？　你为什么要逃跑？,0,0.0,0.0,1,8.5,0,0,6,0,2,106801,0,0,1068002
3,其实我有些困扰……\n我预约的新游戏\n在这个世界没办法玩！\n这可是很严重的问题啊！,0,0.0,0.0,1,8.5,0,0,6,0,4,106801,0,0,1068003
4,和少年在一起，\n感觉世界还有自己\n都能够朝着不错的方向前进。\n你要一直都保持这样哦。,0,0.0,0.0,1,7.7,0,0,2,0,1,106801,0,0,1068004
5,即使失去了记忆，你的本质\n却一点没变。知道这一点的时候，\n我真的很开心。\n今后也请多指教了，少年。,0,0.0,0.0,1,8.4,0,0,2,0,1,106801,0,0,1068005
1,只要迷宫女王和公主骑士\n联手，无论面对什么样的对手\n都能够赢。\n好了，少年，一起迎击吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,106831,0,0,1068006
2,啊……终于可以待在你的身边战斗了。\n我好开心啊，少年。我在此发誓，\n作为七冠，作为一名人类，\n我一定会守护好你的。,0,0.0,0.0,1,0.0,0,0,1,0,1,106831,0,0,1068007
3,来吧，可怜的挑战者们。\n你们究竟能否活着\n离开我的迷宫呢？\n让我看看你们的挣扎吧。,0,0.0,0.0,1,0.0,0,0,1,0,1,106831,0,0,1068008
4,最近，一旦感觉到少年在附近，\n我的力量就会不断地涌现出来。\n这难道就是……喜欢？\n不，是爱！　没错吧，少年！,0,0.0,0.0,1,0.0,0,0,1,0,1,106831,0,0,1068009
5,我最喜欢人类了，\n但我更喜欢少年。\n怎么样，有没有心跳加速？\n我是认真的哦？　不行吗？,0,0.0,0.0,1,0.0,0,0,1,0,1,106831,0,0,1068010
6,少年，生日快乐！\n今天就用蛋糕代替可丽饼，\n作为礼物送给你吧！\n不过可丽饼也会送你哦！,0,0.0,0.0,2,0.0,0,0,2,0,2,106801,0,0,1068011
6,少年，生日快乐。\n为你在这个世界上\n诞生的日子隆重地庆祝吧。我们现在一起去\n挑选礼物吧！,0,0.0,0.0,2,0.0,0,0,1,0,1,106831,0,0,1068012
1,你很奇怪地选择了\n以后和我一同战斗呢。\n后悔也已经晚了哦？,0,0.0,0.0,1,7.0,0,0,1,0,6,106901,0,0,1069001
2,我陪你练剑。\n快一点成长，\n把它刺向我吧。,0,0.0,0.0,1,0.0,0,0,1,0,1,106901,0,0,1069002
3,想让我教你学习？\n还以为你要说什么呢……说到底，\n你能正确理解我的话吗？,0,0.0,0.0,1,5.9,0,0,4,0,6,106901,0,0,1069003
4,你拿食物来了？\n什么啊……这不是魔物吗。\n我讨厌卖相不好的食物。,0,0.0,0.0,1,3.1,0,0,3,0,6,106901,0,0,1069004
5,今天好像也度过了\n无聊的一天呢……\n你为什么会感到满足呢？,0,0.0,0.0,1,4.5,0,0,6,0,4,106901,0,0,1069005
1,我不需要否定我的存在的世界。\n我要改变一切。\n所以，我会亲手毁灭掉。,0,0.0,0.0,1,0.0,0,0,1,0,1,106931,0,0,1069006
2,被我夺走了一切的你，\n也有资格夺走我的一切。\n赌上彼此的全部去战斗吧。,0,0.0,0.0,1,0.0,0,0,1,0,1,106931,0,0,1069007
3,不依靠同伴就什么都做不了……\n我可不能输给这样的你。\n我会证明我的强大。,0,0.0,0.0,1,0.0,0,0,1,0,1,106931,0,0,1069008
4,为什么要为了不值得\n守护的未来这么拼命呢。\n我真的是……无法理解你。,0,0.0,0.0,1,0.0,0,0,1,0,1,106931,0,0,1069009
5,即使打倒了我，前方也有\n更甚于现在的苦难……\n尽管你很清楚这一点，还是选择继续前进呢。,0,0.0,0.0,1,0.0,0,0,1,0,1,106931,0,0,1069010
6,生日？无关紧要啦。\n重要的不是你什么时候来到\n这个世界，而是你成就了什么。,0,0.0,0.0,2,3.9,0,0,1,0,3,106901,0,0,1069011
6,今天好像是你的生日，\n不知道能庆祝到什么时候呢？\n如果你能活到明年的话，\n到时候我会祝福你的。,0,0.0,0.0,2,0.0,0,0,1,0,1,106931,0,0,1069012
1,敌人的敌人就是朋友……\n这次就帮帮你吧。\n请多指教。,0,0.0,0.0,1,5.8,0,0,2,0,1,107001,0,0,1070001
2,这不是因为你是公主骑士，\n我是在赌你所拥有的，\n独一无二的可能性。,0,0.0,0.0,1,5.6,0,0,1,0,6,107001,0,0,1070002
3,现在的我？对，是我本人哦。\n在如今的你面前，\n伪装没有任何意义。,0,0.0,0.0,1,2.0,0,0,2,0,6,107001,0,0,1070003
4,跟你在一起，\n感觉像多养了一只狗狗呢。\n养狗？我没养过哦。,0,0.0,0.0,1,5.3,0,0,6,0,1,107001,0,0,1070004
5,你喜欢什么类型？\n告诉我吧。我会伪装出来的。\n是妹妹系？大姐姐系？还是小青梅？,0,0.0,0.0,1,5.3,0,0,2,0,1,107001,0,0,1070005
1,你以为自己眼中的我\n就是真正的我了吗？\n我可是变貌大妃，\n有千万种面孔的女人。,0,0.0,0.0,1,0.0,0,0,1,0,1,107031,0,0,1070006
2,我的“名头”可不是徒有虚名。\n我来让你深刻地体会这件事吧。\n不过，被我模仿过的所有敌人\n最后可都消失了哦。,0,0.0,0.0,1,0.0,0,0,1,0,1,107031,0,0,1070007
3,魔镜啊魔镜……告诉我\n这世上最聪明强大的人是谁吧？\n嗯……没错。当然是我。,0,0.0,0.0,1,0.0,0,0,1,0,1,107031,0,0,1070008
4,你想当我的仆人了吗？\n只要我提取了情报，\n就不再需要本人了……\n除了他以外。,0,0.0,0.0,1,0.0,0,0,1,0,1,107031,0,0,1070009
5,我不再躲躲藏藏了。\n接下来要正面进攻了。\n我很看好……\n你和你的同伴们的战斗力哦。,0,0.0,0.0,1,0.0,0,0,1,0,1,107031,0,0,1070010
6,今天是你的生日吧，\n生日快乐……\n除了祝福还有其他需要做的事吗？,0,0.0,0.0,2,5.8,0,0,6,0,1,107001,0,0,1070011
6,生日快乐。\n送什么礼物给你好呢……\n数学问题集怎么样？,0,0.0,0.0,2,0.0,0,0,1,0,1,107031,0,0,1070012
1,谈来谈去的太麻烦了！\n万事从简解决\n没错，用你死我活的\n动真格的决斗来解决☆,0,0.0,0.0,1,5.8,0,0,2,0,1,107101,0,0,1071001
2,难道你不觉得\n在这憋屈的世界里\n遵从自己的欲望为所欲为的人，\n才是赢家吗？,0,0.0,0.0,1,2.5,0,0,1,0,4,107101,0,0,1071002
3,实力太强也不是件好事\n到处都是没劲的家伙\n碰不到能够赌上\n双方性命的愉快战斗,0,0.0,0.0,1,3.1,0,0,4,0,1,107101,0,0,1071003
4,在我面前消失的\n男人们，应该会从心底憎恨\n能触碰到我内心的你吧\n放心，他们全都被埋在地下了☆,0,0.0,0.0,1,8.5,0,0,2,0,1,107101,0,0,1071004
5,为了能让你过上幸福的\n婚姻生活，我也在毫不松懈地\n付出努力哦\n我也意外地有可爱的一面，对吧？,0,0.0,0.0,1,6.8,0,0,5,0,1,107101,0,0,1071005
1,我没有发狂\n人类的生命虚幻而又脆弱……\n即使只是转瞬的光阴，\n我也要尽情享受☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107131,0,0,1071006
2,让我们一起欢乐地\n在遍布战场的\n血泊上踏起舞步吧\n来，把手给我☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107131,0,0,1071007
3,我并不是……碍于誓约才这么做的哦？\n至少我是认可的\n你是能触碰到我的男人\n我认同你作为婚姻伴侣☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107131,0,0,1071008
4,有没有什么能让我兴致昂扬的\n愉悦之事？\n要是没有的话\n就由我来点燃火种吧☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107131,0,0,1071009
5,你说还想多看些\n我幼年时期的照片？难道\n你有只会对青春期\n之前的小孩子才会兴奋的癖好吗？,0,0.0,0.0,1,0.0,0,0,1,0,1,107131,0,0,1071010
6,今天好像是你的生日哦？\n来，给长大了一岁的\n可怜小羊羔的礼物\n今年也要逗我开心哦？,0,0.0,0.0,2,9.1,0,0,2,0,1,107101,0,0,1071011
6,生日快乐♪\n能够见证你值得纪念的一天\n我很开心哦！\n纪念的誓约……是不是还有点早？,0,0.0,0.0,2,0.0,0,0,1,0,1,107131,0,0,1071012
1,当心，小子。\n“结婚”这座伏魔殿之中……\n处处都有陷阱。\n它比任何城寨都要棘手！,0,0.0,0.0,1,0.0,0,0,1,0,1,107161,0,0,1071013
2,比起一个人单挑千军万马，\n两个人普通地活着\n竟然更难……\n呵呵，结婚……实在有趣！,0,0.0,0.0,1,0.0,0,0,1,0,1,107161,0,0,1071014
3,我竟然会和别人合作……\n不过，似乎存在着只有在携手共进之后\n才能看得到的风景。\n小子……去见识一下吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,107161,0,0,1071015
4,和我一起生活比想象中还要辛苦吧？\n但是，事情远远没有这么简单哦。\n小子，你可别死了☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107161,0,0,1071016
5,一会儿上坡路，一会儿下坡路……\n呵呵，结婚也是一种战场啊。\n无论发生什么都不要撒手哦？\n不管是生病还是健康☆,0,0.0,0.0,1,0.0,0,0,1,0,1,107161,0,0,1071017
1,我买了泳衣！\n怎么样怎么样？\n适合我吗？,0,0.0,0.0,1,2.2,0,0,2,0,1,107501,0,0,1075001
2,这件泳衣还挺方便行动的\n感觉可以直接潜到海里\n捕捉海鲜呢！,0,0.0,0.0,1,0.0,0,0,1,0,1,107501,0,0,1075002
