voice_id,face_id,time,beloved_step,description,unit_id,trigger,insert_word_type,id
1,1,0,1,军人的本分在于\n每日钻研。\n今天也去锻炼吧？,105301,2,0,1908
2,1,0,1,我每天都喝牛奶\n但还是怎么也\n长不高……,105301,2,0,1909
3,1,0,1,也分给阁下一些糖吧？\n很甜的！\n很好吃的！,105301,2,0,1910
4,1,0,1,和我一起展翅高飞吧！,105301,2,0,1911
101,1,0,4,阁下确实是个\n可靠的男人……不，我只是\n不经意间想到的而已,105301,2,0,1912
102,1,0,8,和阁下在一起\n我很开心。\n今后也要请多指教了,105301,2,0,1913
1,1,1,1,唔，不错的早晨。\n让我想起了\n祖国的黎明！,105301,2,0,1914
2,1,2,1,差不多该吃午饭了\n毕竟饿着肚子没法打仗,105301,2,0,1915
3,1,3,1,呼啊啊……我虽然不是\n小孩子，该困时\n还是会困……,105301,2,0,1916
1,1,0,1,仪容打扮会映射出\n人的内心，所以必须\n多多注意,105301,3,0,1917
2,1,0,1,呼……身为军人\n平日里也不可松懈……\n不过，真安稳啊……,105301,3,0,1918
3,1,0,1,唔呣……这份可爱……\n真想带回祖国……,105301,3,0,1919
4,1,0,1,这道灯火，能治愈\n在战场上疲于奔命的\n我们的心灵……,105301,3,0,1920
5,1,0,1,哈～好暖和……\n不、不行！\n不可松懈大意！,105301,3,0,1921
6,1,0,1,呜噢噢噢噢！\n锻炼、锻炼\n锻炼！！,105301,3,0,1922
7,1,0,1,为了随时\n可以参加战斗\n吃饭要吃八分饱！,105301,3,0,1923
8,1,0,1,读了这个\n编写出新的战术吧！,105301,3,0,1924
1,1,0,1,偶尔打扫一下吧\n把房间变干净\n是值得高兴的事,105302,1,0,1926
2,1,0,1,只可惜，无法\n在房间内挥剑…………,105302,1,0,1927
3,1,0,1,常备点心的房间。\n这实在是我的最爱……,105302,1,0,1928
4,1,0,1,我每天都喝牛奶\n但还是怎么也\n长不高……,105302,1,0,1929
5,1,0,1,保护不了家庭的人\n也不可能保护好国家。\n这个房间由我来守护！,105302,1,0,1930
101,1,0,8,他现在在做什么呢……\n呵呵,105302,1,0,1931
102,1,0,8,没想到，我会如此\n期盼和他见面……,105302,1,0,1932
1,1,0,1,军人的本分在于\n每日钻研。\n今天也去锻炼吧？,105302,2,0,1933
2,1,0,1,哦哦，今天也到锻炼的\n时间了！抱歉\n马上走吧！,105302,2,0,1934
3,1,0,1,我不是小孩子！\n不过……偶尔也会想\n回归童心……,105302,2,0,1935
4,1,0,1,也分给阁下一些糖吧？\n很甜的！\n很好吃的！,105302,2,0,1936
101,1,0,8,想和我一起走？\n这样啊。那我们\n一起去散步吧,105302,2,0,1937
102,1,0,8,和你在一起\n我很开心。\n今后，也要请你多指教了,105302,2,0,1938
1,1,1,1,唔姆，不错的早晨。\n让我想起了\n祖国的黎明！,105302,2,0,1939
2,1,2,1,差不多到中午了\n锻炼先放一放\n先吃午饭吧,105302,2,0,1940
3,1,3,1,睡前……\n要稍微锻炼下………,105302,2,0,1941
1,1,0,1,作为纯白之翼的一员\n不能给公会抹黑\n必须时常注意仪容,105302,3,0,1942
2,1,0,1,呼……身为军人\n平日里也不可松懈……\n不过，真安稳啊……,105302,3,0,1943
3,1,0,1,唔呣……这份可爱\n真想带回祖国……,105302,3,0,1944
4,1,0,1,这道灯火，能治愈\n在战场上疲于奔命的\n我们的心灵……,105302,3,0,1945
5,1,0,1,哈～好暖和……\n不、不行！\n不可松懈大意！,105302,3,0,1946
6,1,0,1,唔噢噢噢噢噢！\n锻炼、锻炼\n锻炼！！,105302,3,0,1947
7,1,0,1,为了随时\n可以参加战斗\n吃饭要吃八分饱！,105302,3,0,1948
8,1,0,1,唔……脑细胞\n活跃起来了\n读书可是很重要的,105302,3,0,1949
1,1,0,1,我们的骑空艇\n设计成什么造型\n比较好呢？,105701,1,0,1951
2,1,0,1,来制作招募团员的\n海报吧♪,105701,1,0,1952
3,1,0,1,父亲……\n他现在身处何地\n在做什么呢？,105701,1,0,1953
4,1,0,1,好想乘着骑空艇\n去寻找没人去过的地方啊,105701,1,0,1954
5,1,0,1,我要成为比父亲\n更厉害的世界第一的\n骑空士！,105701,1,0,1955
101,1,0,4,和同伴一起进行\n天空之旅……\n每次想象起来都会激动万分,105701,1,0,1956
102,1,0,8,父亲……\n我也有了重要的同伴了,105701,1,0,1957
1,1,0,1,工作委托？\n我马上去收拾一下！,105701,2,0,1958
2,1,0,1,我说啊！\n一起来制作\n招募团员的海报吧！,105701,2,0,1959
3,1,0,1,什么？\n怎么了？\n刚才你叫我了吧？,105701,2,0,1960
4,1,0,1,我正在休息哦？\n所以，你也\n放松一下吧,105701,2,0,1961
101,1,0,4,对我来说，你是\n很让我信赖和感到自豪\n的团员哦！,105701,2,0,1962
102,1,0,8,等见到父亲\n我会把你作为重要的\n同伴介绍给他！,105701,2,0,1963
1,1,1,1,早上好！\n身体状况如何？\n今天能努力工作吗？,105701,2,0,1964
2,1,2,1,我说啊\n我们去吃午饭吧！\n我肚子饿了,105701,2,0,1965
3,1,3,1,咦？\n才聊了一会儿\n已经这个时间了？,105701,2,0,1966
1,1,0,1,我更希望你叫我\n时髦的骑空士,105701,3,0,1967
2,1,0,1,呼，好累……\n稍微休息一下,105701,3,0,1968
3,1,0,1,好！从现在开始\n你就是代理团长了！\n说笑的♪,105701,3,0,1969
4,1,0,1,好香♪\n闻着好放松～,105701,3,0,1970
5,1,0,1,这个可以\n放在骑空艇上吗？,105701,3,0,1971
6,1,0,1,必须锻炼出\n可以完成任何工作\n的体力！,105701,3,0,1972
7,1,0,1,啊唔……嗯！\n好吃！\n下次做做看吧♪,105701,3,0,1973
8,1,0,1,要想在空中冒险\n需要知道\n很多知识……,105701,3,0,1974
1,1,0,1,回不去了\n该怎么做才能恢复原状？,105702,1,0,1976
2,1,0,1,好闲啊……\n哪里有强者在啊？,105702,1,0,1977
3,1,0,1,我要换工作！\n就算大喊大叫\n我也不会回去的,105702,1,0,1978
4,1,0,1,趁现在去做\n讨伐魔物的工作吧！,105702,1,0,1979
5,1,0,1,哈~\n嗯，气流没有问题！,105702,1,0,1980
101,1,0,8,我的力量源泉\n是和同伴的联系！,105702,1,0,1981
102,1,0,8,总有一天，我要让这拳头\n穿过天空，直达星海,105702,1,0,1982
1,1,0,1,功夫不过关的人\n该怎么办？\n当然是修行了！,105702,2,0,1983
2,1,0,1,我觉得自己的说话方式\n和往常一样哦？,105702,2,0,1984
3,1,0,1,怎么了？\n莫非你想和我比赛？,105702,2,0,1985
4,1,0,1,作为骑空士\n作为拳法家\n我的目标都是世界第一！,105702,2,0,1986
101,1,0,8,我的背后就交给你了！\n请多指教！,105702,2,0,1987
102,1,0,8,只要和你在一起\n我一定能变得\n比现在更强！,105702,2,0,1988
1,1,1,1,你醒着吗？\n犯迷糊可是不行的哦？,105702,2,0,1989
2,1,2,1,肚子好饿……\n去吃点什么吧！,105702,2,0,1990
3,1,3,1,修行过头也不好哦？\n要多加小心哦,105702,2,0,1991
1,1,0,1,只有美丽的身体才能\n施展美丽的技巧！,105702,3,0,1992
2,1,0,1,嘿哟……\n接下来稍微\n休息一下吧,105702,3,0,1993
3,1,0,1,被拿来用作练习\n也太可怜了,105702,3,0,1994
4,1,0,1,这个……\n我想试着在冥想时使用,105702,3,0,1995
5,1,0,1,可以的话\n我希望更热烈些，\n这样我会更开心的,105702,3,0,1996
6,1,0,1,在这里也可以修行\n真是太棒了！,105702,3,0,1997
7,1,0,1,精力的源头是体力！\n体力的源头是\n健康和吃饭！,105702,3,0,1998
8,1,0,1,唔……\n复杂的事情我不懂啊！,105702,3,0,1999
1,1,0,1,欢迎来到我们的\n公会之家！,105801,1,0,2001
2,1,0,1,咕噜噜噜……\n啊，肚子咕咕叫了……,105801,1,0,2002
3,1,0,1,嗯？\n食物的香味？,105801,1,0,2003
4,1,0,1,想和大家和睦地\n围坐在餐桌边～,105801,1,0,2004
5,1,0,1,这个房间是我的归宿♪,105801,1,0,2005
101,1,0,4,看到那个人，我的内心\n就会感到充实～\n虽然肚子还是很饿！,105801,1,0,2006
102,1,0,8,那个人会讨厌\n饭量大的女生吗？,105801,1,0,2007
1,1,0,1,要给我吃的吗？\n耶！我都快爱上你了♪,105801,2,0,2008
2,1,0,1,我、我才没有偷吃呢！\n只是尝尝味道！,105801,2,0,2009
3,1,0,1,零食吃得下\n饭吃得下\n魔物也吃得下～,105801,2,0,2010
4,1,0,1,和喜欢的人们一起\n吃喜欢的东西！\n这真是最奢侈的事情了☆,105801,2,0,2011
101,1,0,4,你是米饭王子呢～,105801,2,0,2012
102,1,0,8,好喜欢你～\n我爱你～\n哎嘿嘿♪,105801,2,0,2013
1,1,1,1,早饭也吃完了\n快点开始吃午饭吧？,105801,2,0,2014
2,1,2,1,午饭很美味呢～那么\n差不多该吃点心了吧☆,105801,2,0,2015
3,1,3,1,傍晚的饭和晚上的饭\n都吃过了……现在！\n该吃夜宵了☆,105801,2,0,2016
1,1,0,1,仪容、\n仪表……\n要好好整理♪,105801,3,0,2017
2,1,0,1,呼～\n正在消化中～,105801,3,0,2018
3,1,0,1,看起来真好吃……\n不、不对，真可爱～,105801,3,0,2019
4,1,0,1,好香啊～\n连空气都很美味～\n呲溜♪,105801,3,0,2020
5,1,0,1,可以用来做\n热乎乎的\n整只魔物烧烤呢♪,105801,3,0,2021
6,1,0,1,跑步、吃饭！\n跑步、再吃饭！\n这是无限循环！,105801,3,0,2022
7,1,0,1,不管有多少\n我也吃得下！\n好幸福☆,105801,3,0,2023
8,1,0,1,光是看到这些饭菜的图片，\n口、口水就～,105801,3,0,2024
1,1,0,1,这个房间是我的归宿♪,105802,1,0,2026
2,1,0,1,公会之家\n变得越来越棒了♪,105802,1,0,2027
3,1,0,1,“不妙”，\n“好呀”……\n这些平民的用语好难啊,105802,1,0,2028
4,1,0,1,好想住在\n糖果之家啊～,105802,1,0,2029
5,1,0,1,啊，我点的外卖\n送到了吗？,105802,1,0,2030
101,1,0,8,有重视的人\n有重视的地方\n这真的好幸福♪,105802,1,0,2031
102,1,0,8,那个人会讨厌\n饭量大的女生吗？,105802,1,0,2032
1,1,0,1,去吃饭吗？\n还是自己做？\n点餐让店里送来也不错呢~,105802,2,0,2033
2,1,0,1,咀嚼咀嚼……\n我才不给你啦～,105802,2,0,2034
3,1,0,1,零食吃得下\n饭吃得下\n魔物也吃得下～,105802,2,0,2035
4,1,0,1,和喜欢的人们一起吃\n喜欢的东西！\n这真是最奢侈的事情了☆,105802,2,0,2036
101,1,0,8,好喜欢你～\n我爱你～\n嘿嘿♪,105802,2,0,2037
102,1,0,8,我吃再多也不会胖的♪\n你看你看～\n可以摸摸看哦～,105802,2,0,2038
1,1,1,1,早饭也吃完了\n快点开始吃早午饭吧？,105802,2,0,2039
2,1,2,1,午饭很美味呢～那么\n差不多该吃点心了吧☆,105802,2,0,2040
3,1,3,1,傍晚的饭和晚上的饭\n都吃过了……现在！\n该吃夜宵了☆,105802,2,0,2041
1,1,0,1,我必须变得\n像公主一样美丽……,105802,3,0,2042
2,1,0,1,即使什么事也不做\n肚子也会饿呢～,105802,3,0,2043
3,1,0,1,看起来真好吃……\n不、不对，真可爱～,105802,3,0,2044
4,1,0,1,苹果味、草莓味\n柑橘味……\n香气也有各种各样的呢～,105802,3,0,2045
5,1,0,1,在这里烤鱼\n是最棒的了♪,105802,3,0,2046
6,1,0,1,身体也必须锻炼好！\n虽然肚子会饿……,105802,3,0,2047
7,1,0,1,吧唧吧唧吧唧吧唧吧唧\n吧唧吧唧吧唧吧唧吧唧\n吧唧吧唧吧唧吧唧……,105802,3,0,2048
8,1,0,1,流行语公布了……\n是要这样说话啊！\n真是绝妙耶,105802,3,0,2049
1,1,0,1,能吃到各种各样\n美味的东西……\n我搞不好蛮幸福的,106001,1,0,2051
2,1,0,1,唔，我为什么加入了\n这个公会来着？,106001,1,0,2052
3,1,0,1,如果那家伙来了\n必须要跟踪他♪,106001,1,0,2053
4,1,0,1,搞不好，那家伙的\n秘密，就藏在这房间\n的某处？,106001,1,0,2054
5,1,0,1,不、不妙……\n公会的活动\n还蛮开心的♪,106001,1,0,2055
101,1,0,4,监视他的时候……\n感觉心情变得好奇怪,106001,1,0,2056
102,1,0,8,主人……\n没、没有人听见吧！？,106001,1,0,2057
1,1,0,1,反复无常也是\n一种魅力哦,106001,2,0,2058
2,1,0,1,呀啊！？\n为、为什么你总是\n吓唬我呀！,106001,2,0,2059
3,1,0,1,哇！\n别拿虫子靠近我！,106001,2,0,2060
4,1,0,1,这个房间\n可以捡野猫\n回来养吗？,106001,2,0,2061
101,1,0,4,去玩吧！\n你按照我说的做就好♪,106001,2,0,2062
102,1,0,8,你要不要\n试试被我操纵？,106001,2,0,2063
1,1,1,1,我们公会可是美食殿堂\n早餐也必须要有所讲究～,106001,2,0,2064
2,1,2,1,这可是公会活动！\n来吃美味午餐吧♪,106001,2,0,2065
3,1,3,1,去吃晚餐吧！\n我们公会的目标\n可是尝遍各种美食♪,106001,2,0,2066
1,1,0,1,今天尾巴的感觉\n也不错♪,106001,3,0,2067
2,1,0,1,在这种地方\n就会很想蜷成一团\n呜喵～,106001,3,0,2068
3,1,0,1,这个可以用我的\n能力操纵吗？,106001,3,0,2069
4,1,0,1,呜喵♪\n喵、喵喵～呜♪,106001,3,0,2070
5,1,0,1,哎～\n真想在这里打滚,106001,3,0,2071
6,1,0,1,特训特训！\n我去做的话也能做好！,106001,3,0,2072
7,1,0,1,可以吃到好多美食……\n公会活动真开心啊♪,106001,3,0,2073
8,1,0,1,使用魔法也是\n需要知识的,106001,3,0,2074
1,1,0,1,不、不妙……\n公会的活动\n还蛮开心的♪,106002,1,0,2076
2,1,0,1,能吃到各种各样\n美味的东西……\n我搞不好蛮幸福的,106002,1,0,2077
3,1,0,1,主人……\n没、没有人听见吧！？,106002,1,0,2078
4,1,0,1,监视监视……\n嗯！我可没有偷懒哦,106002,1,0,2079
5,1,0,1,不、不可以被陛下\n发现……,106002,1,0,2080
101,1,0,8,如果那家伙来了\n必须要跟踪他♪,106002,1,0,2081
102,1,0,8,与他相遇之后\n总会扰乱我的节奏……\n不过也很开心,106002,1,0,2082
1,1,0,1,偏见总是会存在呢\n不管对食物还是人……,106002,2,0,2083
2,1,0,1,呀啊！？\n为、为什么你总是\n吓唬我呀！,106002,2,0,2084
3,1,0,1,我陪你说话吧……毕竟\n也有可能套出情报,106002,2,0,2085
4,1,0,1,这个房间\n可以捡野猫\n回来养吗？,106002,2,0,2086
101,1,0,8,去玩吧！\n你按照我说的做就好♪,106002,2,0,2087
102,1,0,8,你要不要\n试试被我操纵？,106002,2,0,2088
1,1,1,1,我们公会可是美食殿堂\n早餐也必须要有所讲究～,106002,2,0,2089
2,1,2,1,这可是公会活动！\n来吃美味午餐吧♪,106002,2,0,2090
3,1,3,1,去吃晚餐吧！\n我们公会的目标\n可是尝遍各种美食♪,106002,2,0,2091
1,1,0,1,今天尾巴的感觉\n也不错♪,106002,3,0,2092
2,1,0,1,喵～\n越来越困了～,106002,3,0,2093
3,1,0,1,这个可以用我的\n能力操纵吗？,106002,3,0,2094
4,1,0,1,我身上，染上了\n和大家、和他\n相同的气味……,106002,3,0,2095
5,1,0,1,唔，好想偷懒……\n明明必须要训练～,106002,3,0,2096
6,1,0,1,特训特训！\n我去做的话也能做好！,106002,3,0,2097
7,1,0,1,可以吃到好多美食……\n公会活动真开心啊♪,106002,3,0,2098
8,1,0,1,使用魔法也是\n需要知识的,106002,3,0,2099
1,1,0,1,这片空间里有\n主人的气味\n呵呵呵♪,105901,1,0,2101
2,1,0,1,做饭、洗衣、打扫、\n买东西。这些事\n必须完成,105901,1,0,2102
3,1,0,1,有没有能向爱梅斯大人祈祷\n的地方呢……,105901,1,0,2103
4,1,0,1,不愧是城市……\n有好多美食呢,105901,1,0,2104
5,1,0,1,必须好好收拾房间\n让主人可以方便地使用……,105901,1,0,2105
101,1,0,4,可以的话……希望有\n和主人二人独享的房间……,105901,1,0,2106
102,1,0,8,主人的身旁有我……\n我的身旁有主人……\n好幸福,105901,1,0,2107
1,1,0,1,我有长高一些吗？\n是吗,105901,2,0,2108
2,1,0,1,累了的话\n我帮您揉揉肩吧？,105901,2,0,2109
3,1,0,1,主人，有什么\n想要我做的事情吗？\n或者需要什么东西吗？,105901,2,0,2110
4,1,0,1,这是今天的零花钱\n请您买点好吃的东西吧,105901,2,0,2111
101,1,0,4,主人的手好温暖♪,105901,2,0,2112
102,1,0,8,能待在主人的身边\n我好开心……,105901,2,0,2113
1,1,1,1,早上好。\n该去洗衣服了……,105901,2,0,2114
2,1,2,1,快要到中午了。\n吃点好吃的吧,105901,2,0,2115
3,1,3,1,想要就寝的时候\n请和我说一声\n我会陪在您身边的,105901,2,0,2116
1,1,0,1,希望自己……\n再长大一点,105901,3,0,2117
2,1,0,1,这种柔软的感觉\n就像主人一样,105901,3,0,2118
3,1,0,1,好可爱♪\n和主人一模一样♪,105901,3,0,2119
4,1,0,1,虽然和故乡的气息不同\n但这里也令人心旷神怡……,105901,3,0,2120
5,1,0,1,在这里能晾干\n洗过的衣物吗,105901,3,0,2121
6,1,0,1,城市里的人都是\n那样运动的吗！？,105901,3,0,2122
7,1,0,1,这个……好想也给主人吃啊\n啊～唔♪,105901,3,0,2123
8,1,0,1,为了能帮上主人的忙\n我必须努力学习,105901,3,0,2124
1,1,0,1,为了主人可以\n随时归来，要保持\n房间整洁,105902,1,0,2126
2,1,0,1,为了节约经费\n建一个家庭菜园\n怎么样……,105902,1,0,2127
3,1,0,1,有没有能向爱梅斯大人祈祷\n的地方呢……,105902,1,0,2128
4,1,0,1,冥想能让心灵放松……,105902,1,0,2129
5,1,0,1,学习一下城里人的\n穿衣风格比较好吗？,105902,1,0,2130
101,1,0,8,我的归宿就是\n主人的身旁\n永远、永远都是♪,105902,1,0,2131
102,1,0,8,主人的身旁有我……\n我的身旁有主人……\n好幸福,105902,1,0,2132
1,1,0,1,主人，有什么\n想要我做的事情吗？\n或者需要什么东西吗？,105902,2,0,2133
2,1,0,1,我有长高一些吗？\n是吗,105902,2,0,2134
3,1,0,1,要出门吗？\n那我随您一起去,105902,2,0,2135
4,1,0,1,呀！\n主人……\n欺负人,105902,2,0,2136
101,1,0,8,主人，您有什么需要吗？\n我希望能帮上\n主人的忙,105902,2,0,2137
102,1,0,8,主人的温柔一直都\n让我感到治愈,105902,2,0,2138
1,1,1,1,早上好♪\n主人的可爱睡脸，\n让我十分满足,105902,2,0,2139
2,1,2,1,到了可以悠闲休息的时间……\n呼啊……\n不、不好意思,105902,2,0,2140
3,1,3,1,唔，即使在晚上\n城市也如此热闹啊,105902,2,0,2141
1,1,0,1,必须在见到主人之前\n整理好仪容,105902,3,0,2142
2,1,0,1,这种柔软的感觉\n就像主人一样,105902,3,0,2143
3,1,0,1,好可爱♪\n和主人一模一样♪,105902,3,0,2144
4,1,0,1,如此地舒适……\n就像主人一样♪,105902,3,0,2145
5,1,0,1,在这里能晾干\n洗过的衣物吗,105902,3,0,2146
6,1,0,1,呼、呼、呼……\n这一切都是\n为了主人……,105902,3,0,2147
7,1,0,1,大城市的味道……\n好好吃\n咀嚼咀嚼,105902,3,0,2148
8,1,0,1,必须多学习大城市的事\n唔姆唔姆……,105902,3,0,2149
1,1,0,1,呼啊……啊\n被看到了吗？,190801,2,0,2151
2,1,0,1,公会之家的\n使用感觉如何？,190801,2,0,2152
3,1,0,1,有事的话\n请尽管跟我说哦♪,190801,2,0,2153
4,1,0,1,我希望，偶尔能和\n大家一起去做任务,190801,2,0,2154
1,1,1,1,早上好！\n那我开始打扫卫生了哦,190801,2,0,2155
2,1,2,1,各位，午饭要是有\n什么想吃的\n我会来准备哦♪,190801,2,0,2156
3,1,3,1,这里即便是到了晚上\n也很热闹呢,190801,2,0,2157
1,1,0,1,有点犯困了,104701,1,0,2158
2,1,0,1,在室内就脱下头盔吧\n不\n，还是算了,104701,1,0,2159
3,1,0,1,在房间里时\n头盔就像蒸笼一样\n但我必须忍耐……,104701,1,0,2160
4,1,0,1,因为我是守门人的缘故吗\n就算在房间里\n也会一动不动的……,104701,1,0,2161
5,1,0,1,想起和少年聊天的情景\n便会不由自主地开心起来,104701,1,0,2162
101,1,0,4,想起少年的事\n便会不由得露出笑容,104701,1,0,2163
102,1,0,8,不知少年\n现在过得平安吗……,104701,1,0,2164
1,1,0,1,嗯？不好意思\n我不能脱下头盔,104701,2,0,2165
2,1,0,1,想和我一起玩？\n话虽如此\n该做什么好呢……,104701,2,0,2166
3,1,0,1,你问我盔甲重不重？\n没关系的。因为我一直都在锻炼,104701,2,0,2167
4,1,0,1,少年，你冷不冷？\n哎呀，因为我自己是这样\n所以总觉得别人穿得少,104701,2,0,2168
101,1,0,4,和你在一起，我感觉\n头盔内比平时还要热,104701,2,0,2169
102,1,0,8,想和我说话？\n你真是好奇心旺盛啊\n但我很开心哦,104701,2,0,2170
1,1,1,1,好早啊，少年\n哎？是为了配合\n我的工作？,104701,2,0,2171
2,1,2,1,邀请我吃饭？\n我很高兴\n但我不能在人前吃东西,104701,2,0,2172
3,1,3,1,该写王宫骑士团的\n每日报告了……\n写上“无事发生”……,104701,2,0,2173
2,1,0,1,因为我穿着盔甲\n所以不明白摸起来什么感觉\n真遗憾……,104701,3,0,2175
3,1,0,1,好、好可爱……\n虽然和我不相称\n抱一下吧……,104701,3,0,2176
4,1,0,1,好香……\n平时总是会\n散发出铁锈味的,104701,3,0,2177
5,1,0,1,虽然早就知道了，\n但穿着铠甲坐在暖炉边\n真的很热……,104701,3,0,2178
7,1,0,1,不脱下头盔\n吃东西\n嗯，渐渐掌握诀窍了……,104701,3,0,2180
8,1,0,1,出人意料的是\n即使戴着头盔\n也可以毫无障碍地读书呢,104701,3,0,2181
1,1,0,1,舒服地滚来滚去～\n和平时一样呢,102601,1,0,2183
2,1,0,1,这附近有没有橡树？,102601,1,0,2184
3,1,0,1,如果有舒适的床铺\n那就太幸福了,102601,1,0,2185
4,1,0,1,好像有人愿意\n和我一起犯懒呢,102601,1,0,2186
5,1,0,1,在这里的话，收到\n货物的速度\n似乎会比牧场快～,102601,1,0,2187
101,1,0,4,豆沙面包买回来了\n也分给那个人一些吧,102601,1,0,2188
102,1,0,8,最幸福的事莫过于\n和那个人一起发懒,102601,1,0,2189
1,1,0,1,边吃橡果\n边打游戏吧,102601,2,0,2190
2,1,0,1,我想躺着\n你给我当枕头吧～\n因为你很暖和呀,102601,2,0,2191
3,1,0,1,我给你橡子\n你帮我买豆沙面包哦～,102601,2,0,2192
4,1,0,1,唔～\n好累～\n你背我走吧～,102601,2,0,2193
101,1,0,4,和你在一起的时候\n我觉得自己\n好像变成了现充呢,102601,2,0,2194
102,1,0,8,如果有你照顾我一辈子\n人生便安泰无忧了,102601,2,0,2195
1,1,1,1,呼啊……\n早上好……我还想睡,102601,2,0,2196
2,1,2,1,我觉得差不多可以\n睡个午觉了,102601,2,0,2197
3,1,3,1,我要通宵打游戏\n你也来吗？\n我可是很强的哦,102601,2,0,2198
2,1,0,1,啊……不行了。\n舒服得要睡着了……,102601,3,0,2200
3,1,0,1,睡觉时被可爱的东西包围着\n好像也蛮不错的……,102601,3,0,2201
4,1,0,1,看来可以在\n身心都很放松的状态下\n无所事事呢,102601,3,0,2202
5,1,0,1,呼……\n真是极乐天堂啊……\n好暖和,102601,3,0,2203
7,1,0,1,据说吃完立刻睡觉\n会变成牛？\n是真的吗？,102601,3,0,2205
8,1,0,1,哦！这本书的话\n我可以不犯困地读下去呢,102601,3,0,2206
1,1,0,1,兰德索尔……\n是一座大城市呢……,106301,1,0,2208
2,1,0,1,萝沙丽亚……\n她一定在这里吧？,106301,1,0,2209
3,1,0,1,最近我在弓术练习上\n有点偷懒了……,106301,1,0,2210
4,1,0,1,今天我不是森林卫士\n是会馆卫士！,106301,1,0,2211
5,1,0,1,我好像\n开始有点习惯了？,106301,1,0,2212
101,1,0,4,希望有朝一日\n可以和那个人一起……,106301,1,0,2213
102,1,0,8,总觉得\n我最近总在想着那个人……,106301,1,0,2214
1,1,0,1,方便的话\n要不要去城里？,106301,2,0,2215
2,1,0,1,这个房间\n说不定妖精也会\n很喜欢！,106301,2,0,2216
3,1,0,1,今天要做什么呢？,106301,2,0,2217
4,1,0,1,今天要去哪里？,106301,2,0,2218
101,1,0,4,偶尔两个人一起……\n说、说笑的！,106301,2,0,2219
102,1,0,8,最近我一直很开心！\n多亏有你在,106301,2,0,2220
1,1,1,1,早上好！\n今天也一起努力吧！,106301,2,0,2221
2,1,2,1,中午吃什么？\n带我去你推荐的店吧,106301,2,0,2222
3,1,3,1,兰德索尔\n在晚上也很热闹呢！,106301,2,0,2223
2,1,0,1,哇啊！\n超级毛绒绒的呢！,106301,3,0,2225
3,1,0,1,好可爱！\n我好想紧紧抱住它！,106301,3,0,2226
4,1,0,1,嗅嗅……\n好像有很香的气味？,106301,3,0,2227
5,1,0,1,好厉害\n很暖和呢！,106301,3,0,2228
7,1,0,1,哇，好好吃！\n我还想再吃一点！,106301,3,0,2230
8,1,0,1,我、我不擅长认字……\n但是，必须要努力呢！,106301,3,0,2231
1,1,0,1,有什么办法可以\n不用吃胡萝卜和青椒吗……,103601,1,0,2233
2,1,0,1,好想吃纸杯蛋糕……,103601,1,0,2234
3,1,0,1,预习完了！\n接下来该复习了……,103601,1,0,2235
4,1,0,1,我跑到了他的房间里……\n难道说，我变成了可疑人士？,103601,1,0,2236
5,1,0,1,我听说男人都是变态……,103601,1,0,2237
101,1,0,4,虽、虽然想和\n那个人一起玩……\n但、但要怎么说呢？,103601,1,0,2238
102,1,0,8,好想快点长大\n长到和他一样大,103601,1,0,2239
1,1,0,1,我、我要按响\n防狼魔石了哦！？,103601,2,0,2240
2,1,0,1,变态！？\n是、是你啊～\n你果然是变态！,103601,2,0,2241
3,1,0,1,这是作业\n请你记得按时完成,103601,2,0,2242
4,1,0,1,啊，你迟到了哦\n我可是在等你呢,103601,2,0,2243
101,1,0,4,玩扮鬼脸游戏吗？\n在、在你面前扮鬼脸\n我有点介意啦……,103601,2,0,2244
102,1,0,8,那个……你认为到几岁为止\n还算是小孩子？,103601,2,0,2245
1,1,1,1,洗脸，换衣服\n再吃早饭，刷牙……,103601,2,0,2246
2,1,2,1,练、练习玩单杠！？\n还、还是做点其他的吧？,103601,2,0,2247
3,1,3,1,我、我不困\n我又不是小孩子\n呼哇,103601,2,0,2248
2,1,0,1,稍微休息一下\n嗯\n休息结束♪,103601,3,0,2250
3,1,0,1,我、我抵抗不了\n这种圆溜溜的眼睛,103601,3,0,2251
4,1,0,1,很适合放松呢\n注意力也更容易集中了,103601,3,0,2252
5,1,0,1,身处温暖的地方\n就很容易睡着……\n明明必须学习的,103601,3,0,2253
7,1,0,1,如果青椒也\n有这么好吃就好了……,103601,3,0,2255
8,1,0,1,这本书好难懂\n我必须要更加\n努力学习,103601,3,0,2256
1,1,0,1,今天要给大家\n读什么书呢,101501,1,0,2258
2,1,0,1,用与孩子们相同的\n视角来思考，\n这点很重要呢,101501,1,0,2259
3,1,0,1,天气好的时候\n真想和大家\n一起去散步呢～,101501,1,0,2260
4,1,0,1,捉鬼游戏，捉迷藏\n不知道\n大家喜欢哪个呢,101501,1,0,2261
5,1,0,1,考虑才艺表演会上的\n角色分配\n真不容易啊～,101501,1,0,2262
101,1,0,4,他很温柔，\n一定能成为好爸爸的,101501,1,0,2263
102,1,0,8,他没有我在就不行\n我这么说\n是不是有点保护过度了？,101501,1,0,2264
1,1,0,1,我在思考\n托儿所的活动……\n你有没有什么好建议？,101501,2,0,2265
2,1,0,1,下次我会和孩子们一起\n做点心，\n要记得来品尝哦,101501,2,0,2266
3,1,0,1,如果可以的话，\n要不要一起制作绘本？,101501,2,0,2267
