close_time,series_event_id,end_time,backgroud_pos_y,event_id,backgroud_size_y,backgroud_size_x,count_start_time,teaser_dialog_type,original_event_id,que_id,backgroud_pos_x,banner_unit_id,sheet_id,teaser_time,background,start_time
2025/09/02 14:59:59,0,2025/08/28 23:59:59,50,10132,1060,1768,2025/08/25 19:00:00,0,0,bgm_MC091,60,127901,bgm_MC091,2025/08/11 15:00:00,500881,2025/08/14 11:00:00
2025/08/24 14:59:59,0,2025/08/21 23:59:59,50,10133,1060,1768,2025/08/18 19:00:00,0,10106,bgm_M638,60,124001,bgm_M638,2025/08/11 15:00:00,501463,2025/08/14 11:00:00
2025/09/17 14:59:59,0,2025/09/12 23:59:59,50,10134,1060,1768,2025/09/09 19:00:00,0,0,bgm_MC099,60,128301,bgm_MC099,2025/08/25 15:00:00,500183,2025/08/29 11:00:00
2025/09/08 14:59:59,0,2025/09/05 23:59:59,50,10135,1060,1768,2025/09/02 19:00:00,0,10108,bgm_M647,60,124701,bgm_M647,2025/08/25 15:00:00,501884,2025/08/29 11:00:00
2025/10/16 14:59:59,0,2025/10/11 23:59:59,50,10136,1060,1768,2025/10/08 19:00:00,0,0,bgm_MC110,60,130601,bgm_MC110,2025/09/11 15:00:00,500016,2025/09/15 11:00:00
2025/10/16 14:59:59,10136,2025/10/11 23:59:59,50,10137,1060,1768,2025/10/08 19:00:00,0,0,bgm_MC111,60,130601,bgm_MC111,2025/09/11 15:00:00,500175,2025/09/22 12:00:00
2025/10/10 14:59:59,0,2025/10/07 23:59:59,50,10138,1060,1768,2025/10/04 19:00:00,0,10110,bgm_M659,60,125901,bgm_M659,2025/09/20 15:00:00,500013,2025/09/24 12:00:00
2025/10/10 14:59:59,10138,2025/10/07 23:59:59,50,10139,1060,1768,2025/10/04 19:00:00,0,10111,bgm_M660,60,125901,bgm_M660,2025/09/20 15:00:00,501931,2025/09/29 09:00:00
2025/11/01 14:59:59,0,2025/10/27 23:59:59,50,10140,1060,1768,2025/10/24 19:00:00,0,0,bgm_MC124,60,129401,bgm_MC124,2025/10/09 15:00:00,500751,2025/10/13 11:00:00
2025/10/23 14:59:59,0,2025/10/20 23:59:59,50,10141,1060,1768,2025/10/17 19:00:00,0,10114,bgm_M668,60,125201,bgm_M668,2025/10/09 15:00:00,501463,2025/10/13 11:00:00
2025/11/18 14:59:59,0,2025/11/13 23:59:59,50,10142,1060,1768,2025/11/10 19:00:00,0,0,bgm_MC136,60,129901,bgm_MC136,2025/10/26 15:00:00,500096,2025/10/30 11:00:00
2025/11/09 14:59:59,0,2025/11/06 23:59:59,50,10143,1060,1768,2025/11/03 19:00:00,0,10116,bgm_MC017,60,125401,bgm_MC017,2025/10/26 15:00:00,501683,2025/10/30 11:00:00
2025/12/03 14:59:59,0,2025/11/28 23:59:59,50,10144,1060,1768,2025/11/25 19:00:00,0,0,bgm_MC143,60,130801,bgm_MC143,2025/11/10 15:00:00,502263,2025/11/14 11:00:00
2025/11/24 14:59:59,0,2025/11/21 23:59:59,50,10145,1060,1768,2025/11/18 19:00:00,0,10118,bgm_MC026,60,127401,bgm_MC026,2025/11/10 15:00:00,500013,2025/11/14 11:00:00
2025/12/18 14:59:59,0,2025/12/13 23:59:59,50,10146,1060,1768,2025/12/10 19:00:00,0,0,bgm_MC147,60,130901,bgm_MC147,2025/11/25 15:00:00,502273,2025/11/29 11:00:00
2025/12/09 14:59:59,0,2025/12/06 23:59:59,50,10147,1060,1768,2025/12/03 19:00:00,0,10120,bgm_MC036,60,126201,bgm_MC036,2025/11/25 15:00:00,501983,2025/11/29 11:00:00
2026/01/03 14:59:59,0,2025/12/29 23:59:59,50,10148,1060,1768,2025/12/26 19:00:00,0,0,bgm_MC156,60,131201,bgm_MC156,2025/12/11 15:00:00,500164,2025/12/15 11:00:00
2025/12/25 14:59:59,0,2025/12/22 23:59:59,50,10149,1060,1768,2025/12/19 19:00:00,0,10122,bgm_MC046,60,126701,bgm_MC046,2025/12/11 15:00:00,500016,2025/12/15 11:00:00
2026/01/18 14:59:59,0,2026/01/13 23:59:59,50,10150,1060,1768,2026/01/10 19:00:00,0,0,bgm_MC162,60,131701,bgm_MC162,2025/12/26 15:00:00,502332,2025/12/30 11:00:00
2026/01/26 14:59:59,0,2026/01/23 23:59:59,50,10151,1060,1768,2026/01/20 19:00:00,0,10124,bgm_MC056,60,127001,bgm_MC056,2026/01/14 11:00:00,501613,2026/01/16 12:00:00
2026/05/18 14:59:59,0,2026/05/14 23:59:59,50,10152,1060,1768,2026/05/11 19:00:00,0,0,bgm_MC172,60,131901,bgm_MC172,2026/04/26 15:00:00,501031,2026/04/30 11:00:00
2026/05/12 14:59:59,0,2026/05/09 23:59:59,50,10153,1060,1768,2026/05/06 19:00:00,0,10017,bgm_M228,60,109701,bgm_M228,2026/04/26 15:00:00,500175,2026/04/30 11:00:00
2026/02/17 14:59:59,0,2026/02/12 23:59:59,50,10154,1060,1768,2026/02/09 19:00:00,0,0,bgm_MC186,60,132201,bgm_MC186,2026/01/25 15:00:00,502364,2026/01/29 09:00:00
2026/02/08 14:59:59,0,2026/02/05 23:59:59,50,10155,1060,1768,2026/02/02 19:00:00,0,10126,bgm_MC063,60,127201,bgm_MC063,2026/01/25 15:00:00,502032,2026/01/29 09:00:00
2026/03/04 14:59:59,0,2026/02/27 23:59:59,50,10156,1060,1768,2026/02/24 19:00:00,0,0,bgm_MC194,60,134101,bgm_MC194,2026/02/09 15:00:00,500016,2026/02/13 11:00:00
2026/02/23 14:59:59,0,2026/02/20 23:59:59,50,10157,1060,1768,2026/02/17 19:00:00,0,10128,bgm_MC075,60,127501,bgm_MC075,2026/02/09 15:00:00,500016,2026/02/13 11:00:00
2026/03/19 14:59:59,0,2026/03/14 23:59:59,50,10158,1060,1768,2026/03/11 19:00:00,0,0,bgm_MC213,60,134201,bgm_MC213,2026/02/24 15:00:00,500881,2026/02/28 11:00:00
2026/03/10 14:59:59,0,2026/03/07 23:59:59,50,10159,1060,1768,2026/03/04 19:00:00,0,10130,bgm_MC082,60,128601,bgm_MC082,2026/02/24 15:00:00,500118,2026/02/28 11:00:00
2026/04/04 14:59:59,0,2026/03/30 23:59:59,50,10160,1060,1768,2026/03/27 19:00:00,0,0,bgm_MC215B,60,133201,bgm_MC215B,2026/03/12 15:00:00,502116,2026/03/16 11:00:00
2026/03/26 14:59:59,0,2026/03/23 23:59:59,50,10161,1060,1768,2026/03/20 19:00:00,0,10132,bgm_MC091,60,127901,bgm_MC091,2026/03/12 15:00:00,500881,2026/03/16 11:00:00
2026/04/26 14:59:59,0,2026/04/23 23:59:59,50,10163,1060,1768,2026/04/20 19:00:00,0,10134,bgm_MC099,60,128301,bgm_MC099,2026/04/12 15:00:00,500183,2026/04/16 12:00:00
2026/05/30 14:59:59,0,2026/05/28 23:59:59,50,10164,1060,1768,2026/05/25 19:00:00,0,10136,bgm_MC110,60,130601,bgm_MC110,2026/05/11 15:00:00,500016,2026/05/15 11:00:00
2026/05/30 14:59:59,10164,2026/05/28 23:59:59,50,10165,1060,1768,2026/05/25 19:00:00,0,10137,bgm_MC111,60,130601,bgm_MC111,2026/05/11 15:00:00,500175,2026/05/20 12:00:00
2026/06/10 14:59:59,0,2026/06/08 23:59:59,50,10166,1060,1768,2026/06/05 19:00:00,0,10140,bgm_MC124,60,129401,bgm_MC124,2026/05/29 15:00:00,500751,2026/06/01 11:00:00
2026/06/25 14:59:59,0,2026/06/23 23:59:59,50,10167,1060,1768,2026/06/20 19:00:00,0,10142,bgm_MC136,60,129901,bgm_MC136,2026/06/12 15:00:00,500096,2026/06/16 11:00:00
2026/07/10 14:59:59,0,2026/07/08 23:59:59,50,10168,1060,1768,2026/07/05 19:00:00,0,10144,bgm_MC143,60,130801,bgm_MC143,2026/06/27 15:00:00,502263,2026/07/01 11:00:00
