main_skill_lv_2,rarity,dodge,name,energy_recovery_rate,energy_reduce_rate,break_durability,main_skill_lv_4,physical_critical,main_skill_lv_10,main_skill_lv_1,life_steal,resist_status_id,ex_skill_lv_2,main_skill_lv_8,main_skill_lv_9,ex_skill_lv_5,magic_str,wave_energy_recovery,unit_id,atk,magic_critical,def,unique_equipment_flag_1,accuracy,union_burst_level,ex_skill_lv_4,main_skill_lv_6,wave_hp_recovery,main_skill_lv_3,enemy_id,main_skill_lv_7,level,ex_skill_lv_3,virtual_hp,physical_penetrate,magic_def,hp_recovery_rate,hp,promotion_level,main_skill_lv_5,magic_penetrate,ex_skill_lv_1,resist_variation_id
333,6,113,宫子的暗影,28,4,0,333,335,0,333,0,200000001,0,0,0,0,0,0,600701,68264,0,4314,1,41,333,0,0,0,333,810106804,0,333,0,0,0,2653,44,15420087,35,333,0,0,0
333,6,29,望的暗影,47,4,0,333,659,0,333,0,200000001,0,0,0,0,0,0,602901,66123,0,4102,1,45,333,0,0,0,333,810106805,0,333,0,0,0,2898,49,15457822,35,333,0,0,0
3340,0,0,丛林守护者,0,0,0,3340,0,0,3340,0,200000001,0,0,0,0,0,0,251300,22967,0,1005,0,41,3340,0,0,0,3340,810106901,0,334,0,0,0,2513,0,18714871,1,3340,0,0,0
3340,0,0,火蜥蜴,0,0,0,3340,0,0,3340,0,200000001,0,0,0,0,0,0,252500,66168,0,1005,0,41,3340,0,0,0,3340,810106902,0,334,0,0,0,1508,0,17241492,1,3340,0,0,0
334,5,40,可可萝（公主）的暗影,28,4,0,334,274,0,334,0,200000001,0,0,0,0,0,0,680501,97118,0,2644,1,41,334,0,0,0,334,810106903,0,334,0,0,0,2390,1590,13326432,35,334,0,0,0
3340,0,0,槌子蛇,0,0,0,3340,0,0,3340,0,200000001,0,0,0,0,0,0,255000,25741,0,838,0,41,3340,0,0,0,3340,810106904,0,334,0,0,0,1257,0,16950849,1,3340,0,0,0
334,6,15,亚里莎的暗影,45,0,0,334,2406,0,334,0,200000001,0,0,0,0,0,0,606301,133842,0,721,1,75,334,0,0,0,334,810106905,0,334,0,0,0,1014,60,12223166,35,334,0,0,0
0,1,0,毒液沙罗曼蛇,70,0,0,7000,0,0,0,0,300000008,0,0,0,0,0,0,306601,68000,0,1300,0,60,0,0,0,0,50000,810107001,0,344,0,0,0,1800,0,310000000,1,7000,0,0,0
500,1,0,爆发敌人,0,0,0,0,0,0,100,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,0,0,9000,0,500,810107002,150,344,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,810107003,0,344,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,0,0,0,0,0,300000008,0,0,0,0,0,0,217302,0,0,0,0,100,0,0,0,0,0,810107004,6000,344,0,0,0,0,0,1000000000,1,0,0,0,0
336,5,72,纺希（万圣节）的暗影,27,4,0,336,1297,0,336,0,200000001,0,0,0,0,0,0,613901,68585,0,4650,1,48,336,0,0,0,336,810107101,0,336,0,0,0,3331,44,38859466,35,336,0,0,0
3360,0,0,火蜥蜴,0,0,0,3360,0,0,3360,0,200000001,0,0,0,0,0,0,252500,111639,0,2528,0,41,3360,0,0,0,3360,810107102,0,336,0,0,0,2528,0,39661576,1,3360,0,0,0
336,5,3,优衣（礼服）的暗影,29,21,0,336,0,0,336,0,200000001,0,0,0,0,109168,0,615601,0,712,2129,1,41,336,0,0,0,336,810107103,0,336,0,0,0,3398,2960,34926656,35,336,0,0,0
3360,0,0,熔岩魔鱼,0,0,0,3360,0,0,3360,0,200000001,0,0,0,0,0,0,255300,131840,0,2107,0,41,3360,0,0,0,3360,810107104,0,336,0,0,0,2107,0,38927914,1,3360,0,0,0
3360,0,0,钻地鼠,0,0,0,3360,0,0,3360,0,200000001,0,0,0,0,0,0,257000,73963,0,1264,0,41,3360,0,0,0,3360,810107105,0,336,0,0,0,1264,0,39897044,1,3360,0,0,0
500,1,1,爆发敌人,0,0,0,0,0,0,0,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,0,0,5000,0,500,810107106,150,450,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,1,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,10,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,810107107,0,450,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,1,爆发敌人,0,0,0,0,0,0,0,0,300000008,0,0,5000,0,0,0,217302,0,0,0,0,100,0,0,0,0,0,810107108,0,450,0,5000,0,0,0,1000000000,1,0,0,0,0
3380,0,0,暴君巨龟,0,0,0,3380,0,0,3380,0,200000001,0,0,0,0,0,0,251100,30971,0,4238,0,41,3380,0,0,0,3380,810107201,0,338,0,0,0,4238,0,41166506,1,3380,0,0,0
3380,0,0,上位兽人,0,0,0,3380,0,0,3380,0,200000001,0,0,0,0,0,0,252900,33034,0,2543,0,41,3380,0,0,0,3380,810107202,0,338,0,0,0,4238,0,42774520,1,3380,0,0,0
338,6,26,纯的暗影,40,5,0,338,705,0,338,0,200000001,0,0,0,0,0,0,604701,66636,0,4232,1,41,338,0,0,0,338,810107203,0,338,0,0,0,4654,69,40504072,35,338,0,0,0
338,5,0,凯露（公主）的暗影,36,17,0,338,0,0,338,0,200000001,0,0,0,0,150054,0,680601,0,2879,557,1,41,338,0,0,0,338,810107204,0,338,0,0,0,747,123,30990235,35,338,0,0,0
3380,0,0,淘气恶魔,0,0,0,3380,0,0,3380,0,200000001,0,0,0,0,159141,0,256300,0,0,1272,0,41,3380,0,0,0,3380,810107205,0,338,0,0,0,1272,0,40476272,1,3380,0,0,0
3410,0,0,兽人,0,0,0,3410,0,0,3410,0,200000001,0,0,0,0,0,0,252800,44994,0,4275,0,41,3410,0,0,0,3410,810107301,0,341,0,0,0,2565,0,49472976,1,3410,0,0,0
3410,0,200,小型哥布林,0,0,0,3410,0,0,3410,0,200000001,0,0,0,0,0,0,250300,52359,0,855,0,41,3410,0,0,0,3410,810107302,0,341,0,0,0,2565,0,55233940,1,3410,0,0,0
341,6,52,珠希的暗影,31,0,0,341,2681,0,341,0,200000001,0,0,0,0,0,0,604601,197961,0,931,1,74,341,0,0,0,341,810107303,0,341,0,0,0,1160,30,38628288,36,341,0,0,0
341,5,13,美冬（工作服）的暗影,39,0,0,341,1661,0,341,0,200000001,0,0,0,0,0,0,616901,173075,0,1661,1,41,341,0,0,0,341,810107304,0,341,0,0,0,1340,35,38188130,36,341,0,0,0
341,5,3,伊绪（黑暗）的暗影,28,28,0,341,0,0,341,0,200000001,0,0,0,0,167940,0,619001,0,1221,1919,1,41,341,0,0,0,341,810107305,0,341,0,0,0,2264,158,39645891,36,341,0,0,0
3430,0,0,上位兽人,0,0,0,3430,0,0,3430,0,200000001,0,0,0,0,0,0,252900,35994,0,2580,0,41,3430,0,0,0,3430,810107401,0,343,0,0,0,4300,0,43246675,1,3430,0,0,0
343,5,0,凯露（新年）的暗影,34,17,0,343,0,0,343,0,200000001,0,0,0,0,155950,0,612001,0,2764,558,1,41,343,0,0,0,343,810107402,0,343,0,0,0,640,45,30593748,36,343,0,0,0
3430,0,0,垂耳翼兔,0,0,0,3430,0,0,3430,0,200000001,0,0,0,0,171952,0,256000,0,0,1290,0,41,3430,0,0,0,3430,810107403,0,343,0,0,0,1290,0,41157095,1,3430,0,0,0
3430,0,0,潜水水母,0,0,0,3430,0,0,3430,0,200000001,0,0,0,0,7572,0,257400,0,0,2580,0,41,3430,0,0,0,3430,810107404,0,343,0,0,0,2580,1029,40985906,1,3430,0,0,0
343,5,0,镜华（夏日）的暗影,34,17,0,343,0,0,343,0,200000001,0,0,0,0,155403,0,622702,0,2983,544,1,41,343,0,0,0,343,810107405,0,343,0,0,0,700,60,30737255,36,343,0,0,0
3450,0,0,暴君巨龟,0,0,0,3450,0,0,3450,0,200000001,0,0,0,0,0,0,251100,33716,0,4325,0,41,3450,0,0,0,3450,810107501,0,345,0,0,0,4325,0,41859381,1,3450,0,0,0
3450,0,0,沙铠野猪,0,0,0,3450,0,0,3450,0,200000001,0,0,0,0,0,0,253200,38670,0,3460,0,41,3450,0,0,0,3450,810107502,0,345,0,0,0,3460,0,43017771,1,3450,0,0,0
3450,0,200,小型哥布林,0,0,0,3450,0,0,3450,0,200000001,0,0,0,0,0,0,250300,41382,0,865,0,41,3450,0,0,0,3450,810107503,0,345,0,0,0,2595,0,48557548,1,3450,0,0,0
345,5,3,克莉丝提娜（圣诞节）的暗影,49,1,0,345,2791,0,345,0,200000001,0,0,0,0,0,0,611502,185812,0,781,2,44,345,0,0,0,345,810107504,0,345,0,0,0,649,30,34235220,36,345,0,0,0
345,5,5,璃乃（仙境）的暗影,44,0,0,345,2555,0,345,0,200000001,0,0,0,0,0,0,612901,154695,0,715,1,65,345,0,0,0,345,810107505,0,345,0,0,0,972,30,31012923,36,345,0,0,0
3480,0,0,魔界守门人,0,0,0,3480,0,0,3480,0,200000001,0,0,0,0,122800,0,251500,0,0,4363,0,41,3480,0,0,0,3480,810107601,0,348,0,0,0,4363,0,29652405,1,3480,0,0,0
3480,0,200,小型哥布林,0,0,0,3480,0,0,3480,0,200000001,0,0,0,0,0,0,250300,52216,0,873,0,41,3480,0,0,0,3480,810107602,0,348,0,0,0,2618,0,36599927,1,3480,0,0,0
348,5,0,七七香（夏日）的暗影,30,29,0,348,0,0,348,0,200000001,0,0,0,0,202434,0,613301,0,1474,859,1,41,348,0,0,0,348,810107603,0,348,0,0,0,1238,146,25336022,36,348,0,0,0
348,5,0,美空的暗影,24,17,0,348,0,0,348,0,200000001,0,0,0,0,193547,0,618201,0,2879,590,1,41,348,0,0,0,348,810107604,0,348,0,0,0,800,45,23414582,36,348,0,0,0
348,5,0,凯露（公主）的暗影,36,17,0,348,0,0,348,0,200000001,0,0,0,0,198699,0,680601,0,2928,575,1,41,348,0,0,0,348,810107605,0,348,0,0,0,764,123,23647472,36,348,0,0,0
0,1,0,爆发敌人,0,0,0,1,0,0,0,0,300000008,0,0,0,0,0,0,217305,0,0,0,0,100,0,0,0,0,0,810107606,0,450,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,0,0,0,15000,0,300000008,0,0,5000,0,0,0,217302,0,0,0,0,100,0,0,0,0,0,810107607,0,450,0,5000,0,0,0,1000000000,1,0,0,0,0
3500,0,0,暴君巨龟,0,0,0,3500,0,0,3500,0,200000001,0,0,0,0,0,0,251100,34651,0,4388,0,41,3500,0,0,0,3500,810107701,0,350,0,0,0,4388,0,42305057,1,3500,0,0,0
3500,0,0,会动的战士雕像,0,0,0,3500,0,0,3500,0,200000001,0,0,0,0,0,0,250900,43139,0,5265,0,41,3500,0,0,0,3500,810107702,0,350,0,0,0,3510,0,42252605,1,3500,0,0,0
3500,0,0,岩魂,0,0,0,3500,0,0,3500,0,200000001,0,0,0,0,93421,0,254600,0,0,2633,0,41,3500,0,0,0,3500,810107703,0,350,0,0,0,2633,0,40716552,1,3500,0,0,0
350,5,28,望（圣诞节）的暗影,30,4,0,350,940,0,350,0,200000001,0,0,0,0,0,0,611602,88301,0,4988,2,41,350,0,0,0,350,810107704,0,350,0,0,0,3427,123,38413035,37,350,0,0,0
350,5,0,莱拉耶尔的暗影,34,17,0,350,0,0,350,0,200000001,0,0,0,0,164915,0,626501,0,2858,730,0,41,350,0,0,0,350,810107705,0,350,0,0,0,772,45,31793191,37,350,0,0,0
3520,0,0,上位兽人,0,0,0,3520,0,0,3520,0,200000001,0,0,0,0,0,0,252900,37001,0,2648,0,41,3520,0,0,0,3520,810107801,0,352,0,0,0,4413,0,33137116,1,3520,0,0,0
3520,0,0,野性角鹿,0,0,0,3520,0,0,3520,0,200000001,0,0,0,0,0,0,251600,37470,0,3530,0,41,3520,0,0,0,3520,810107802,0,352,0,0,0,3530,0,32841918,1,3520,0,0,0
3520,0,0,丛林守护者,0,0,0,3520,0,0,3520,0,200000001,0,0,0,0,0,0,251300,42175,0,2648,0,41,3520,0,0,0,3520,810107803,0,352,0,0,0,4413,0,33001267,1,3520,0,0,0
352,6,21,佩可莉姆的暗影,36,5,0,352,656,0,352,0,200000001,0,0,0,0,0,0,605802,85613,0,4865,2,41,352,0,0,0,352,810107804,0,352,0,0,0,4333,152,31796113,37,352,0,0,0
352,6,12,栞的暗影,48,0,0,352,2459,0,352,0,200000001,0,0,0,0,0,0,603801,167920,0,934,1,65,352,0,0,0,352,810107805,0,352,0,0,0,1179,35,24694543,37,352,0,0,0
3550,0,0,丛林守护者,0,0,0,3550,0,0,3550,0,200000001,0,0,0,0,0,0,251300,42126,0,2670,0,41,3550,0,0,0,3550,810107901,0,355,0,0,0,4450,0,44219243,1,3550,0,0,0
3550,0,0,淘气豆狸,0,0,0,3550,0,0,3550,0,200000001,0,0,0,0,23703,0,250600,0,0,1780,0,41,3550,0,0,0,3550,810107902,0,355,0,0,0,1780,0,47891732,1,3550,0,0,0
355,6,42,流夏的暗影,63,4,0,355,1284,0,355,0,200000001,0,0,0,0,0,0,605601,75077,0,4242,1,41,355,0,0,0,355,810107903,0,355,0,0,0,5130,61,41716717,37,355,0,0,0
355,6,28,美美的暗影,39,0,0,355,2474,0,355,0,200000001,0,0,0,0,0,0,602001,155610,0,1319,1,72,355,0,0,0,355,810107904,0,355,0,0,0,1211,50,35962720,37,355,0,0,0
3550,0,0,流浪乌鸦,0,0,0,3550,0,0,3550,0,200000001,0,0,0,0,0,0,256100,163734,0,1335,0,41,3550,0,0,0,3550,810107905,0,355,0,0,0,1335,0,42223912,1,3550,0,0,0
0,1,0,巨型蜥蜴,180,0,0,50000,0,0,0,0,300000008,0,0,0,0,0,0,303405,50000,0,2000,0,60,0,0,0,0,50000,810108001,0,367,0,0,0,2000,0,310000000,1,50000,0,0,0
500,1,0,爆发敌人,0,0,0,0,0,0,100,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,0,0,9000,0,500,810108002,150,367,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,10,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,810108003,0,367,0,50,0,0,0,1000000000,1,0,0,0,0
0,1,1,爆发敌人,0,0,0,0,0,0,0,0,300000008,0,0,5000,0,0,0,217302,0,0,0,0,100,0,0,0,0,0,810108004,0,450,0,5000,0,0,0,1000000000,1,0,0,0,0
3010,0,0,会动的剑士,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,251000,375,0,845,0,42,3010,0,0,0,3010,820100101,0,301,0,0,0,1902,0,1693693,1,3010,0,0,0
301,5,3,千歌（夏日）的暗影,20,21,0,301,0,0,301,0,200000001,0,0,0,0,5599,0,617301,0,522,926,1,42,301,0,0,0,301,820100102,0,301,0,0,0,1141,1470,708143,32,301,0,0,0
3010,0,0,垂耳翼兔,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,4211,0,256000,0,0,317,0,42,3010,0,0,0,3010,820100103,0,301,0,0,0,476,0,1598848,1,3010,0,0,0
301,5,0,香澄（夏日）的暗影,18,30,0,301,0,0,301,0,200000001,0,0,0,0,7113,0,615701,0,1430,376,1,42,301,0,0,0,301,820100104,0,301,0,0,0,529,146,463716,32,301,0,0,0
3010,0,0,淘气恶魔,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,4274,0,256300,0,0,317,0,42,3010,0,0,0,3010,820100105,0,301,0,0,0,476,0,1556566,1,3010,0,0,0
3010,0,0,上位兽人,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,252900,4956,0,906,0,42,3010,0,0,0,3010,820100201,0,301,0,0,0,2265,0,7557183,1,3010,0,0,0
3010,0,0,雪原山羊,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,251700,5092,0,1208,0,42,3010,0,0,0,3010,820100202,0,301,0,0,0,1812,0,7285183,1,3010,0,0,0
301,5,12,空花（大江户）的暗影,19,20,0,301,0,0,301,0,200000001,0,0,0,0,13901,0,609501,0,120,2191,1,42,301,0,0,0,301,820100203,0,301,0,0,0,3031,207,5287114,32,301,0,0,0
301,6,3,铃奈的暗影,45,0,0,301,1918,0,301,0,200000001,0,0,0,0,0,0,601601,36724,0,597,1,68,301,0,0,0,301,820100204,0,301,0,0,0,743,30,3813236,32,301,0,0,0
3010,0,0,狗头人暗杀者,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,255900,11521,0,453,0,42,3010,0,0,0,3010,820100205,0,301,0,0,0,680,0,6751357,1,3010,0,0,0
3010,0,0,蓝色魔像,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,250800,7141,0,604,0,42,3010,0,0,0,3010,820100301,0,301,0,0,0,3624,0,9335824,1,3010,0,0,0
3010,0,0,丛林守护者,0,0,0,3010,0,0,3010,0,200000001,0,0,0,0,0,0,251300,8321,0,906,0,42,3010,0,0,0,3010,820100302,0,301,0,0,0,2265,0,8734904,1,3010,0,0,0
301,6,22,空花的暗影,23,6,0,301,876,0,301,0,200000001,0,0,0,0,0,0,604503,18814,60,2162,1,42,301,0,0,0,301,820100303,0,301,0,0,0,3105,255,6806834,32,301,0,0,0
301,6,26,纯的暗影,30,5,0,301,536,0,301,0,200000001,0,0,0,0,0,0,604701,19023,0,2554,1,42,301,0,0,0,301,820100304,0,301,0,0,0,2929,69,7006689,32,301,0,0,0
301,6,15,亚里莎的暗影,35,0,0,301,1982,0,301,0,200000001,0,0,0,0,0,0,606301,45309,0,547,1,75,301,0,0,0,301,820100305,0,301,0,0,0,771,40,4763761,32,301,0,0,0
302,6,30,静流的暗影,30,5,0,302,539,0,302,0,200000001,0,0,0,0,0,0,604903,26215,0,3034,1,42,302,0,0,0,302,820100401,0,302,0,0,0,2084,165,8595152,32,302,0,0,0
3020,0,0,啫喱怪,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,29198,0,252600,0,0,909,0,42,3020,0,0,0,3020,820100402,0,302,0,0,0,1364,0,9460778,1,3020,0,0,0
302,6,3,美里的暗影,29,21,0,302,0,0,302,0,200000001,0,0,0,0,43597,0,601501,0,572,1427,1,42,302,0,0,0,302,820100403,0,302,0,0,0,1693,2060,7259890,32,302,0,0,0
3020,0,0,蕾虫,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,25397,0,258500,0,0,303,0,42,3020,0,0,0,3020,820100404,0,302,0,0,0,455,0,9470224,1,3020,0,0,0
3020,0,0,魔杖智螺,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,20770,0,259600,0,0,303,0,42,3020,0,0,0,3020,820100405,0,302,0,0,0,455,0,8327404,1,3020,0,0,0
3020,0,0,覆叶野猪,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,0,0,253100,10259,0,1212,0,42,3020,0,0,0,3020,820100501,0,302,0,0,0,1818,0,11232372,1,3020,0,0,0
3020,0,0,持盾哥布林,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,0,0,251200,10827,0,1515,0,42,3020,0,0,0,3020,820100502,0,302,0,0,0,1364,0,11232330,1,3020,0,0,0
302,5,13,美冬（工作服）的暗影,29,0,0,302,1287,0,302,0,200000001,0,0,0,0,0,0,616901,47892,0,1112,1,42,302,0,0,0,302,820100503,0,302,0,0,0,916,35,7718643,32,302,0,0,0
3020,0,0,天使飞镖,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,0,0,253600,28855,0,909,0,42,3020,0,0,0,3020,820100504,0,302,0,0,0,1364,0,10191830,1,3020,0,0,0
302,6,3,铃奈的暗影,45,0,0,302,1918,0,302,0,200000001,0,0,0,0,0,0,601601,61243,0,598,1,68,302,0,0,0,302,820100505,0,302,0,0,0,744,30,7417567,32,302,0,0,0
302,6,22,空花的暗影,23,6,0,302,876,0,302,0,200000001,0,0,0,0,0,0,604503,23532,60,2163,1,42,302,0,0,0,302,820100601,0,302,0,0,0,3109,256,10178607,32,302,0,0,0
3020,0,0,啄啄鸟,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,0,0,253400,14775,0,758,0,42,3020,0,0,0,3020,820100602,0,302,0,0,0,1137,0,11239585,1,3020,0,0,0
302,6,0,伊莉亚的暗影,24,17,0,302,0,0,302,0,200000001,0,0,0,0,63607,0,604401,0,2228,469,1,42,302,0,0,0,302,820100603,0,302,0,0,0,641,60,8254065,32,302,0,0,0
302,6,3,茜里的暗影,29,21,0,302,0,0,302,0,200000001,0,0,0,0,48534,0,600601,0,598,1340,1,42,302,0,0,0,302,820100604,0,302,0,0,0,1615,153,9034869,32,302,0,0,0
3020,0,0,潜水水母,0,0,0,3020,0,0,3020,0,200000001,0,0,0,0,1278,0,257400,0,0,909,0,42,3020,0,0,0,3020,820100605,0,302,0,0,0,1364,906,11217245,1,3020,0,0,0
3030,0,0,树精,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,252000,10604,0,1216,0,42,3030,0,0,0,3030,820100701,0,303,0,0,0,1824,0,12283717,1,3030,0,0,0
3030,0,0,会动的剑士,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,251000,11285,0,1216,0,42,3030,0,0,0,3030,820100702,0,303,0,0,0,2736,0,11890154,1,3030,0,0,0
3030,0,0,啄啄鸟,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,253400,14780,0,760,0,42,3030,0,0,0,3030,820100703,0,303,0,0,0,1140,0,11605571,1,3030,0,0,0
303,5,0,真步（灰姑娘）的暗影,18,29,0,303,0,0,303,0,200000001,0,0,0,0,47299,0,616001,0,819,627,1,42,303,0,0,0,303,820100704,0,303,0,0,0,1556,146,8224843,32,303,0,0,0
303,5,5,璃乃（仙境）的暗影,34,0,0,303,2026,0,303,0,200000001,0,0,0,0,0,0,612901,52727,0,490,1,65,303,0,0,0,303,820100705,0,303,0,0,0,701,30,7794839,32,303,0,0,0
303,5,28,望（圣诞节）的暗影,20,4,0,303,652,0,303,0,200000001,0,0,0,0,0,0,611602,28184,0,2747,1,42,303,0,0,0,303,820100801,0,303,0,0,0,1883,114,9207685,32,303,0,0,0
3030,0,0,锤钳蟹,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,253000,30632,0,912,0,42,3030,0,0,0,3030,820100802,0,303,0,0,0,1368,0,11093921,1,3030,0,0,0
303,6,43,铃的暗影,28,4,0,303,190,0,303,0,200000001,0,0,0,0,0,0,602601,29238,0,2161,1,42,303,0,0,0,303,820100803,0,303,0,0,0,2855,2610,9809004,32,303,0,0,0
3030,0,0,毒食花,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,257200,29950,0,456,0,42,3030,0,0,0,3030,820100804,0,303,0,0,0,684,0,11208713,1,3030,0,0,0
3030,0,0,食冰精灵,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,258800,15729,0,304,0,42,3030,0,0,0,3030,820100805,0,303,0,0,0,456,0,10387701,1,3030,0,0,0
3030,0,0,兽人,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,252800,9580,0,1520,0,42,3030,0,0,0,3030,820100901,0,303,0,0,0,1368,0,12928300,1,3030,0,0,0
3030,0,0,树精,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,252000,10604,0,1216,0,42,3030,0,0,0,3030,820100902,0,303,0,0,0,1824,0,12835257,1,3030,0,0,0
3030,0,0,尖刺大螃蟹,0,0,0,3030,0,0,3030,0,200000001,0,0,0,0,0,0,250100,11026,0,1216,0,42,3030,0,0,0,3030,820100903,0,303,0,0,0,1824,0,12781538,1,3030,0,0,0
303,6,0,杏奈的暗影,34,17,0,303,0,0,303,0,200000001,0,0,0,0,63436,0,600901,0,2370,495,1,42,303,0,0,0,303,820100904,0,303,0,0,0,612,45,9178334,32,303,0,0,0
303,5,0,露娜的暗影,24,18,0,303,0,0,303,0,200000001,0,0,0,0,56625,0,611401,0,2078,366,1,42,303,0,0,0,303,820100905,0,303,0,0,0,500,60,8352777,32,303,0,0,0
0,1,0,陆生树懒,130,0,0,300,0,0,0,0,300000008,0,0,0,0,25000,0,309003,30000,0,1200,0,60,0,0,0,0,900,820101001,0,310,0,0,0,1200,0,112000000,1,5000,0,0,0
100,1,0,爆发敌人,0,0,0,0,0,0,100,0,300000008,0,0,0,0,0,0,217300,0,0,0,0,100,10000,0,5000,0,100,820101002,150,310,0,0,0,0,0,1000000000,1,0,0,0,0
0,1,0,爆发敌人,0,0,0,250,0,0,0,0,300000008,0,0,0,0,0,0,217301,0,0,0,0,100,0,0,0,0,0,820101003,0,310,0,0,0,0,0,1000000000,1,0,0,0,0
3040,0,0,树妖,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,251800,11542,0,1220,0,42,3040,0,0,0,3040,820101101,0,304,0,0,0,1830,0,12885158,1,3040,0,0,0
3040,0,0,丛林守护者,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,251300,11782,0,915,0,42,3040,0,0,0,3040,820101102,0,304,0,0,0,2288,0,13144019,1,3040,0,0,0
3040,0,0,会动的剑士,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,251000,12147,0,1220,0,42,3040,0,0,0,3040,820101103,0,304,0,0,0,2745,0,12497515,1,3040,0,0,0
304,6,26,纯的暗影,30,5,0,304,536,0,304,0,200000001,0,0,0,0,0,0,604701,27758,0,2606,1,42,304,0,0,0,304,820101104,0,304,0,0,0,3095,69,11277545,32,304,0,0,0
304,6,5,雪菲的暗影,31,0,0,304,2453,0,304,0,200000001,0,0,0,0,0,0,606401,71365,0,572,1,54,304,0,0,0,304,820101105,0,304,0,0,0,482,30,9668938,32,304,0,0,0
3040,0,0,会动的剑士,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,251000,12147,0,1220,0,42,3040,0,0,0,3040,820101201,0,304,0,0,0,2745,0,12748984,1,3040,0,0,0
304,6,2,惠理子的暗影,26,0,0,304,1928,0,304,0,200000001,0,0,0,0,0,0,602701,68597,0,580,1,42,304,0,0,0,304,820101202,0,304,0,0,0,505,30,9893954,32,304,0,0,0
304,6,47,可可萝（夏日）的暗影,28,4,0,304,351,0,304,0,200000001,0,0,0,0,0,0,607601,43527,0,2201,1,42,304,0,0,0,304,820101203,0,304,0,0,0,2821,1750,10320250,32,304,0,0,0
3040,0,0,小型狮鹫,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,256400,42770,0,458,0,42,3040,0,0,0,3040,820101204,0,304,0,0,0,687,0,12573926,1,3040,0,0,0
3040,0,0,食冰精灵,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,258800,16792,0,305,0,42,3040,0,0,0,3040,820101205,0,304,0,0,0,458,0,11546861,1,3040,0,0,0
3040,0,0,蓝色魔像,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,250800,10211,0,610,0,42,3040,0,0,0,3040,820101301,0,304,0,0,0,3660,0,14911301,1,3040,0,0,0
3040,0,0,野性角鹿,0,0,0,3040,0,0,3040,0,200000001,0,0,0,0,0,0,251600,10577,0,1220,0,42,3040,0,0,0,3040,820101302,0,304,0,0,0,1830,0,14088449,1,3040,0,0,0
304,6,21,佩可莉姆的暗影,26,5,0,304,493,0,304,0,200000001,0,0,0,0,0,0,605802,28152,0,2542,1,42,304,0,0,0,304,820101303,0,304,0,0,0,2357,140,12600553,32,304,0,0,0
304,5,0,茜里（天使）的暗影,26,17,0,304,0,0,304,0,200000001,0,0,0,0,72930,0,613701,0,2326,425,1,42,304,0,0,0,304,820101304,0,304,0,0,0,539,45,9585540,32,304,0,0,0
