child_enemy_parameter_4,child_enemy_parameter_5,child_enemy_parameter_3,enemy_id,child_enemy_parameter_1,name,child_enemy_parameter_2
0,0,401703605,401703602,401703603,壮汉幽灵 第2阶段 单人模式,401703604
0,0,401703705,401703702,401703703,壮汉幽灵 第3阶段 单人模式,401703704
0,0,401704104,401704101,401704102,冰霜魔狼 第1阶段,401704103
0,0,401704204,401704201,401704202,冰霜魔狼 第2阶段,401704203
0,0,401704304,401704301,401704302,冰霜魔狼 第3阶段,401704303
0,0,401704404,401704401,401704402,冰霜魔狼 第4阶段,401704403
0,0,401704504,401704501,401704502,冰霜魔狼 第1阶段 单人模式,401704503
0,0,401704604,401704601,401704602,冰霜魔狼 第2阶段 单人模式,401704603
0,0,401704704,401704701,401704702,冰霜魔狼 第3阶段 单人模式,401704703
0,0,0,401705102,401705103,骑兵哥布林 第1阶段,401705104
401705111,0,401705110,401705107,401705108,双子魔猪 第1阶段,401705109
0,0,0,401705202,401705203,骑兵哥布林 第2阶段,401705204
401705211,0,401705210,401705207,401705208,双子魔猪 第2阶段,401705209
0,0,0,401705302,401705303,骑兵哥布林 第3阶段,401705304
401705311,0,401705310,401705307,401705308,双子魔猪 第3阶段,401705309
0,0,0,401705402,401705403,骑兵哥布林 第4阶段,401705404
401705411,0,401705410,401705407,401705408,双子魔猪 第4阶段,401705409
0,0,0,401705502,401705503,骑兵哥布林 第1阶段 单人模式,401705504
401705511,0,401705510,401705507,401705508,双子魔猪 第1阶段 单人模式,401705509
0,0,0,401705602,401705603,骑兵哥布林 第2阶段 单人模式,401705604
401705611,0,401705610,401705607,401705608,双子魔猪 第2阶段 单人模式,401705609
0,0,0,401705702,401705703,骑兵哥布林 第3阶段 单人模式,401705704
401705711,0,401705710,401705707,401705708,双子魔猪 第3阶段 单人模式,401705709
0,0,401706107,401706104,401706105,泰坦陆龟 第1阶段,401706106
0,0,401706207,401706204,401706205,泰坦陆龟 第2阶段,401706206
0,0,401706307,401706304,401706305,泰坦陆龟 第3阶段,401706306
0,0,401706407,401706404,401706405,泰坦陆龟 第4阶段,401706406
0,0,401706507,401706504,401706505,泰坦陆龟 第1阶段 单人模式,401706506
0,0,401706607,401706604,401706605,泰坦陆龟 第2阶段 单人模式,401706606
0,0,401706707,401706704,401706705,泰坦陆龟 第3阶段 单人模式,401706706
0,0,401707108,401707105,401707106,炎吼狮王 第1阶段,401707107
0,0,401707208,401707205,401707206,炎吼狮王 第2阶段,401707207
0,0,401707308,401707305,401707306,炎吼狮王 第3阶段,401707307
0,0,401707408,401707405,401707406,炎吼狮王 第4阶段,401707407
0,0,401707508,401707505,401707506,炎吼狮王 第1阶段 单人模式,401707507
0,0,401707608,401707605,401707606,炎吼狮王 第2阶段 单人模式,401707607
0,0,401707708,401707705,401707706,炎吼狮王 第3阶段 单人模式,401707707
0,0,401708105,401708102,401708103,壮汉幽灵 第1阶段,401708104
0,0,401708205,401708202,401708203,壮汉幽灵 第2阶段,401708204
0,0,401708305,401708302,401708303,壮汉幽灵 第3阶段,401708304
0,0,401708405,401708402,401708403,壮汉幽灵 第4阶段,401708404
0,0,401708505,401708502,401708503,壮汉幽灵 第1阶段 单人模式,401708504
0,0,401708605,401708602,401708603,壮汉幽灵 第2阶段 单人模式,401708604
0,0,401708705,401708702,401708703,壮汉幽灵 第3阶段 单人模式,401708704
0,0,401709108,401709105,401709106,暴食魔兽 第1阶段,401709107
0,0,401709208,401709205,401709206,暴食魔兽 第2阶段,401709207
0,0,401709308,401709305,401709306,暴食魔兽 第3阶段,401709307
0,0,401709408,401709405,401709406,暴食魔兽 第4阶段,401709407
0,0,401709508,401709505,401709506,暴食魔兽 第1阶段 单人模式,401709507
0,0,401709608,401709605,401709606,暴食魔兽 第2阶段 单人模式,401709607
0,0,401709708,401709705,401709706,暴食魔兽 第3阶段 单人模式,401709707
0,0,0,401710102,401710103,骑兵哥布林 第1阶段,401710104
0,0,0,401710202,401710203,骑兵哥布林 第2阶段,401710204
0,0,0,401710302,401710303,骑兵哥布林 第3阶段,401710304
0,0,0,401710402,401710403,骑兵哥布林 第4阶段,401710404
0,0,0,401710502,401710503,骑兵哥布林 第1阶段 单人模式,401710504
0,0,0,401710602,401710603,骑兵哥布林 第2阶段 单人模式,401710604
0,0,0,401710702,401710703,骑兵哥布林 第3阶段 单人模式,401710704
0,0,401711104,401711101,401711102,冰霜魔狼 第1阶段,401711103
0,0,0,401711108,401711109,人马射手 第1阶段,401711110
0,0,401711204,401711201,401711202,冰霜魔狼 第2阶段,401711203
0,0,0,401711208,401711209,人马射手 第2阶段,401711210
0,0,401711304,401711301,401711302,冰霜魔狼 第3阶段,401711303
0,0,0,401711308,401711309,人马射手 第3阶段,401711310
0,0,401711404,401711401,401711402,冰霜魔狼 第4阶段,401711403
0,0,0,401711408,401711409,人马射手 第4阶段,401711410
0,0,401711504,401711501,401711502,冰霜魔狼 第1阶段 单人模式,401711503
0,0,0,401711508,401711509,人马射手 第1阶段 单人模式,401711510
0,0,401711604,401711601,401711602,冰霜魔狼 第2阶段 单人模式,401711603
0,0,0,401711608,401711609,人马射手 第2阶段 单人模式,401711610
0,0,401711704,401711701,401711702,冰霜魔狼 第3阶段 单人模式,401711703
0,0,0,401711708,401711709,人马射手 第3阶段 单人模式,401711710
0,0,401712107,401712104,401712105,黑曜双足飞龙 第1阶段,401712106
0,0,401712207,401712204,401712205,黑曜双足飞龙 第2阶段,401712206
0,0,401712307,401712304,401712305,黑曜双足飞龙 第3阶段,401712306
0,0,401712407,401712404,401712405,黑曜双足飞龙 第4阶段,401712406
0,0,401712507,401712504,401712505,黑曜双足飞龙 第1阶段 单人模式,401712506
0,0,401712607,401712604,401712605,黑曜双足飞龙 第2阶段 单人模式,401712606
0,0,401712707,401712704,401712705,黑曜双足飞龙 第3阶段 单人模式,401712706
0,0,401801105,401801102,401801103,壮汉幽灵 第1阶段,401801104
0,0,0,401801108,401801109,阿克艾利欧斯 第1阶段,401801110
0,0,401801205,401801202,401801203,壮汉幽灵 第2阶段,401801204
0,0,0,401801208,401801209,阿克艾利欧斯 第2阶段,401801210
0,0,401801305,401801302,401801303,壮汉幽灵 第3阶段,401801304
0,0,0,401801308,401801309,阿克艾利欧斯 第3阶段,401801310
0,0,401801405,401801402,401801403,壮汉幽灵 第4阶段,401801404
0,0,0,401801408,401801409,阿克艾利欧斯 第4阶段,401801410
0,0,401801505,401801502,401801503,壮汉幽灵 第1阶段 单人模式,401801504
0,0,0,401801508,401801509,阿克艾利欧斯 第1阶段 单人模式,401801510
0,0,401801605,401801602,401801603,壮汉幽灵 第2阶段 单人模式,401801604
0,0,0,401801608,401801609,阿克艾利欧斯 第2阶段 单人模式,401801610
0,0,401801705,401801702,401801703,壮汉幽灵 第3阶段 单人模式,401801704
0,0,0,401801708,401801709,阿克艾利欧斯 第3阶段 单人模式,401801710
0,0,401802107,401802104,401802105,赤剑毒蛇 第1阶段,401802106
0,0,401802207,401802204,401802205,赤剑毒蛇 第2阶段,401802206
0,0,401802307,401802304,401802305,赤剑毒蛇 第3阶段,401802306
0,0,401802407,401802404,401802405,赤剑毒蛇 第4阶段,401802406
0,0,401802507,401802504,401802505,赤剑毒蛇 第1阶段 单人模式,401802506
0,0,401802607,401802604,401802605,赤剑毒蛇 第2阶段 单人模式,401802606
0,0,401802707,401802704,401802705,赤剑毒蛇 第3阶段 单人模式,401802706
0,0,0,401803102,401803103,骑兵哥布林 第1阶段,401803104
0,0,401803108,401803105,401803106,雷电 第1阶段,401803107
0,0,0,401803202,401803203,骑兵哥布林 第2阶段,401803204
0,0,401803208,401803205,401803206,雷电 第2阶段,401803207
0,0,0,401803302,401803303,骑兵哥布林 第3阶段,401803304
0,0,401803308,401803305,401803306,雷电 第3阶段,401803307
0,0,0,401803402,401803403,骑兵哥布林 第4阶段,401803404
0,0,401803408,401803405,401803406,雷电 第4阶段,401803407
0,0,0,401803502,401803503,骑兵哥布林 第1阶段 单人模式,401803504
0,0,401803508,401803505,401803506,雷电 第1阶段 单人模式,401803507
0,0,0,401803602,401803603,骑兵哥布林 第2阶段 单人模式,401803604
0,0,401803608,401803605,401803606,雷电 第2阶段 单人模式,401803607
0,0,0,401803702,401803703,骑兵哥布林 第3阶段 单人模式,401803704
0,0,401803708,401803705,401803706,雷电 第3阶段 单人模式,401803707
0,0,401804107,401804104,401804105,海王蛞蝓 第1阶段,401804106
0,0,401804207,401804204,401804205,海王蛞蝓 第2阶段,401804206
0,0,401804307,401804304,401804305,海王蛞蝓 第3阶段,401804306
0,0,401804407,401804404,401804405,海王蛞蝓 第4阶段,401804406
0,0,401804507,401804504,401804505,海王蛞蝓 第1阶段 单人模式,401804506
0,0,401804607,401804604,401804605,海王蛞蝓 第2阶段 单人模式,401804606
0,0,401804707,401804704,401804705,海王蛞蝓 第3阶段 单人模式,401804706
0,0,401805104,401805101,401805102,冰霜魔狼 第1阶段,401805103
401805112,0,401805111,401805108,401805109,双子魔猪 第1阶段,401805110
0,0,401805204,401805201,401805202,冰霜魔狼 第2阶段,401805203
401805212,0,401805211,401805208,401805209,双子魔猪 第2阶段,401805210
0,0,401805304,401805301,401805302,冰霜魔狼 第3阶段,401805303
401805312,0,401805311,401805308,401805309,双子魔猪 第3阶段,401805310
0,0,401805404,401805401,401805402,冰霜魔狼 第4阶段,401805403
401805412,0,401805411,401805408,401805409,双子魔猪 第4阶段,401805410
0,0,401805504,401805501,401805502,冰霜魔狼 第1阶段 单人模式,401805503
401805512,0,401805511,401805508,401805509,双子魔猪 第1阶段 单人模式,401805510
0,0,401805604,401805601,401805602,冰霜魔狼 第2阶段 单人模式,401805603
401805612,0,401805611,401805608,401805609,双子魔猪 第2阶段 单人模式,401805610
0,0,401805704,401805701,401805702,冰霜魔狼 第3阶段 单人模式,401805703
401805712,0,401805711,401805708,401805709,双子魔猪 第3阶段 单人模式,401805710
0,0,0,401806102,401806103,骑兵哥布林 第1阶段,401806104
0,0,401806109,401806106,401806107,泰坦陆龟 第1阶段,401806108
0,0,0,401806202,401806203,骑兵哥布林 第2阶段,401806204
0,0,401806209,401806206,401806207,泰坦陆龟 第2阶段,401806208
0,0,0,401806302,401806303,骑兵哥布林 第3阶段,401806304
0,0,401806309,401806306,401806307,泰坦陆龟 第3阶段,401806308
0,0,0,401806402,401806403,骑兵哥布林 第4阶段,401806404
0,0,401806409,401806406,401806407,泰坦陆龟 第4阶段,401806408
0,0,0,401806502,401806503,骑兵哥布林 第1阶段 单人模式,401806504
0,0,401806509,401806506,401806507,泰坦陆龟 第1阶段 单人模式,401806508
0,0,0,401806602,401806603,骑兵哥布林 第2阶段 单人模式,401806604
0,0,401806609,401806606,401806607,泰坦陆龟 第2阶段 单人模式,401806608
0,0,0,401806702,401806703,骑兵哥布林 第3阶段 单人模式,401806704
0,0,401806709,401806706,401806707,泰坦陆龟 第3阶段 单人模式,401806708
0,0,401807108,401807105,401807106,炎吼狮王 第1阶段,401807107
0,0,401807208,401807205,401807206,炎吼狮王 第2阶段,401807207
0,0,401807308,401807305,401807306,炎吼狮王 第3阶段,401807307
0,0,401807408,401807405,401807406,炎吼狮王 第4阶段,401807407
0,0,401807508,401807505,401807506,炎吼狮王 第1阶段 单人模式,401807507
0,0,401807608,401807605,401807606,炎吼狮王 第2阶段 单人模式,401807607
0,0,401807708,401807705,401807706,炎吼狮王 第3阶段 单人模式,401807707
0,0,401808107,401808104,401808105,三战士图腾 第1阶段,401808106
0,0,401808207,401808204,401808205,三战士图腾 第2阶段,401808206
0,0,401808307,401808304,401808305,三战士图腾 第3阶段,401808306
0,0,401808407,401808404,401808405,三战士图腾 第4阶段,401808406
0,0,401808507,401808504,401808505,三战士图腾 第1阶段 单人模式,401808506
0,0,401808607,401808604,401808605,三战士图腾 第2阶段 单人模式,401808606
0,0,401808707,401808704,401808705,三战士图腾 第3阶段 单人模式,401808706
0,0,501010604,501010601,501010602,愤怒巨龙,501010603
0,0,501010704,501010701,501010702,黑月的守护石像,501010703
0,0,501010708,501010705,501010706,白阳的守护石像,501010707
501010805,501010806,501010804,501010801,501010802,领主哥布林,501010803
0,0,501010908,501010903,501010906,波塞冬·岚击之枪,501010907
0,0,502001117,502001114,502001115,黑月的守护石像,502001116
0,0,502001121,502001118,502001119,白阳的守护石像,502001120
0,0,502001217,502001214,502001215,黑月的守护石像,502001216
0,0,502001221,502001218,502001219,白阳的守护石像,502001220
0,0,502001317,502001314,502001315,黑月的守护石像,502001316
0,0,502001321,502001318,502001319,白阳的守护石像,502001320
0,0,502001417,502001414,502001415,黑月的守护石像,502001416
0,0,502001421,502001418,502001419,白阳的守护石像,502001420
0,0,502001517,502001514,502001515,黑月的守护石像,502001516
0,0,502001521,502001518,502001519,白阳的守护石像,502001520
0,0,502002117,502002114,502002115,黑月的守护石像,502002116
0,0,502002121,502002118,502002119,白阳的守护石像,502002120
0,0,502002217,502002214,502002215,黑月的守护石像,502002216
0,0,502002221,502002218,502002219,白阳的守护石像,502002220
0,0,502002317,502002314,502002315,黑月的守护石像,502002316
0,0,502002321,502002318,502002319,白阳的守护石像,502002320
0,0,502002417,502002414,502002415,黑月的守护石像,502002416
0,0,502002421,502002418,502002419,白阳的守护石像,502002420
0,0,502002517,502002514,502002515,黑月的守护石像,502002516
0,0,502002521,502002518,502002519,白阳的守护石像,502002520
0,0,502003117,502003114,502003115,黑月的守护石像,502003116
0,0,502003121,502003118,502003119,白阳的守护石像,502003120
0,0,502003217,502003214,502003215,黑月的守护石像,502003216
0,0,502003221,502003218,502003219,白阳的守护石像,502003220
0,0,502003317,502003314,502003315,黑月的守护石像,502003316
0,0,502003321,502003318,502003319,白阳的守护石像,502003320
0,0,502003417,502003414,502003415,黑月的守护石像,502003416
0,0,502003421,502003418,502003419,白阳的守护石像,502003420
0,0,502003517,502003514,502003515,黑月的守护石像,502003516
0,0,502003521,502003518,502003519,白阳的守护石像,502003520
0,0,502004116,502004113,502004114,愤怒巨龙,502004115
0,0,502004216,502004213,502004214,愤怒巨龙,502004215
0,0,502004316,502004313,502004314,愤怒巨龙,502004315
0,0,502004416,502004413,502004414,愤怒巨龙,502004415
0,0,502004516,502004513,502004514,愤怒巨龙,502004515
0,0,502005116,502005113,502005114,愤怒巨龙,502005115
0,0,502005216,502005213,502005214,愤怒巨龙,502005215
0,0,502005316,502005313,502005314,愤怒巨龙,502005315
0,0,502005416,502005413,502005414,愤怒巨龙,502005415
0,0,502005516,502005513,502005514,愤怒巨龙,502005515
0,0,502006116,502006113,502006114,愤怒巨龙,502006115
0,0,502006216,502006213,502006214,愤怒巨龙,502006215
0,0,502006316,502006313,502006314,愤怒巨龙,502006315
0,0,502006416,502006413,502006414,愤怒巨龙,502006415
0,0,502006516,502006513,502006514,愤怒巨龙,502006515
0,0,502007115,502007112,502007113,赤剑毒蛇 09階,502007114
0,0,502007215,502007212,502007213,赤剑毒蛇 19階,502007214
0,0,502007315,502007312,502007313,赤剑毒蛇 29階,502007314
0,0,502007415,502007412,502007413,赤剑毒蛇 39階,502007414
0,0,502007515,502007512,502007513,赤剑毒蛇 49階,502007514
0,0,0,502008111,502008112,骑兵哥布林 特别地下城第1阶段,502008113
0,0,502008117,502008114,502008115,雷电 特别地下城第1阶段,502008116
0,0,0,502008211,502008212,骑兵哥布林 特别地下城第2阶段,502008213
0,0,502008217,502008214,502008215,雷电 特别地下城第2阶段,502008216
0,0,0,502008311,502008312,骑兵哥布林 特别地下城第3阶段,502008313
0,0,502008317,502008314,502008315,雷电 特别地下城第3阶段,502008316
0,0,0,502008411,502008412,骑兵哥布林 特别地下城第4阶段,502008413
0,0,502008417,502008414,502008415,雷电 特别地下城第4阶段,502008416
0,0,0,502008511,502008512,骑兵哥布林 特别地下城第5阶段,502008513
0,0,502008517,502008514,502008515,雷电 特别地下城第5阶段,502008516
0,0,502009115,502009112,502009113,三战士图腾 第1阶段,502009114
0,0,502009215,502009212,502009213,三战士图腾 第2阶段,502009214
0,0,502009315,502009312,502009313,三战士图腾 第3阶段,502009314
0,0,502009415,502009412,502009413,三战士图腾 第4阶段,502009414
0,0,502009515,502009512,502009513,三战士图腾 第5阶段,502009514
0,0,502010114,502010111,502010112,特别地下城冰霜魔狼 第1阶段,502010113
0,0,502010214,502010211,502010212,特别地下城冰霜魔狼 第2阶段,502010213
0,0,502010314,502010311,502010312,特别地下城冰霜魔狼 第3阶段,502010313
0,0,502010414,502010411,502010412,特别地下城冰霜魔狼 第4阶段,502010413
0,0,502010514,502010511,502010512,特别地下城冰霜魔狼 第5阶段,502010513
0,0,502011116,502011113,502011114,特别泰坦陆龟 第1阶段,502011115
0,0,502011216,502011213,502011214,特别泰坦陆龟 第2阶段,502011215
0,0,502011316,502011313,502011314,特别泰坦陆龟 第3阶段,502011315
0,0,502011416,502011413,502011414,特别泰坦陆龟 第4阶段,502011415
0,0,502011516,502011513,502011514,特别泰坦陆龟 第5阶段,502011515
0,0,502012116,502012113,502012114,特别黑曜双足飞龙 第1阶段,502012115
0,0,502012216,502012213,502012214,特别黑曜双足飞龙 第2阶段,502012215
0,0,502012316,502012313,502012314,特别黑曜双足飞龙 第3阶段,502012315
0,0,502012416,502012413,502012414,特别黑曜双足飞龙 第4阶段,502012415
0,0,502012516,502012513,502012514,特别黑曜双足飞龙 第5阶段,502012515
0,0,502013114,502013111,502013112,特别壮汉幽灵 第1阶段,502013113
0,0,502013214,502013211,502013212,特别壮汉幽灵 第2阶段,502013213
0,0,502013314,502013311,502013312,特别壮汉幽灵 第3阶段,502013313
0,0,502013414,502013411,502013412,特别壮汉幽灵 第4阶段,502013413
0,0,502013514,502013511,502013512,特别壮汉幽灵 第5阶段,502013513
0,0,502014116,502014113,502014114,特别赤剑毒蛇 第1阶段,502014115
0,0,502014216,502014213,502014214,特别赤剑毒蛇 第2阶段,502014215
0,0,502014316,502014313,502014314,特别赤剑毒蛇 第3阶段,502014315
0,0,502014416,502014413,502014414,特别赤剑毒蛇 第4阶段,502014415
0,0,502014516,502014513,502014514,特别赤剑毒蛇 第5阶段,502014515
0,0,550103117,550103114,550103115,黑曜双足飞龙 第1阶段（次元断層）,550103116
0,0,550103219,550103216,550103217,黑曜双足飞龙 第2阶段（次元断層）,550103218
0,0,550103320,550103317,550103318,黑曜双足飞龙 第3阶段（次元断層）,550103319
0,0,550103420,550103417,550103418,黑曜双足飞龙 第4阶段（次元断層）,550103419
0,0,550103520,550103517,550103518,黑曜双足飞龙 第5阶段（次元断層）,550103519
0,0,550104116,550104113,550104114,海蛞蝓 危险度1,550104115
0,0,550104218,550104215,550104216,海蛞蝓 危险度2,550104217
0,0,550104319,550104316,550104317,海蛞蝓 危险度3,550104318
0,0,550104419,550104416,550104417,海蛞蝓 危险度4,550104418
0,0,550104519,550104516,550104517,海蛞蝓 危险度5,550104518
0,0,550105114,550105111,550105112,赤剑毒蛇 第1阶段,550105113
0,0,550105216,550105213,550105214,赤剑毒蛇 第2阶段,550105215
0,0,550105318,550105315,550105316,赤剑毒蛇 第3阶段,550105317
0,0,550105419,550105416,550105417,赤剑毒蛇 第4阶段,550105418
0,0,550105519,550105516,550105517,赤剑毒蛇 第5阶段,550105518
0,0,550106121,550106118,550106119,次元断层三战士图腾 危险度1,550106120
0,0,550106223,550106220,550106221,次元断层三战士图腾 危险度2,550106222
0,0,550106323,550106320,550106321,次元断层三战士图腾 危险度3,550106322
0,0,550106425,550106422,550106423,次元断层三战士图腾 危险度4,550106424
0,0,550106521,550106518,550106519,次元断层三战士图腾 危险度5,550106520
0,0,610017104,610017101,610017102,培提尔其乌斯 普通难度,610017103
0,0,610017204,610017201,610017202,培提尔其乌斯 困难难度,610017203
0,0,610017304,610017301,610017302,培提尔其乌斯 高难难度,610017303
0,0,610017413,610017401,610017411,培提尔其乌斯 SP1,610017412
0,0,610017423,610017402,610017421,培提尔其乌斯 SP2,610017422
0,0,610017433,610017403,610017431,培提尔其乌斯 SP3,610017432
0,0,610036104,610036101,610036102,盆栽宝宝 普通,610036103
0,0,610036204,610036201,610036202,盆栽宝宝 困难,610036203
0,0,610036304,610036301,610036302,盆栽宝宝 高难,610036303
0,0,610036413,610036401,610036411,盆栽宝宝 SP1,610036412
0,0,610036423,610036402,610036421,盆栽宝宝 SP2,610036422
0,0,610036433,610036403,610036431,盆栽宝宝 SP3,610036432
0,0,610053104,610053101,610053102,培提尔其乌斯 普通,610053103
0,0,610053204,610053201,610053202,培提尔其乌斯 困难,610053203
0,0,610053304,610053301,610053302,培提尔其乌斯 高难,610053303
0,0,610053413,610053401,610053411,培提尔其乌斯 SP1,610053412
0,0,610053423,610053402,610053421,培提尔其乌斯 SP2,610053422
0,0,610053433,610053403,610053431,培提尔其乌斯 SP3,610053432
0,0,0,610054101,610054102,至尊雪人 普通,610054103
0,0,0,610054201,610054202,至尊雪人 困难,610054203
0,0,0,610054301,610054302,至尊雪人 高难,610054303
0,0,0,610054401,610054412,至尊雪人 SP1,610054413
0,0,0,610054402,610054422,至尊雪人 SP2,610054423
0,0,0,610054403,610054432,至尊雪人 SP3,610054433
0,0,610063104,610063101,610063102,盆栽宝宝 普通,610063103
0,0,610063204,610063201,610063202,盆栽宝宝 困难,610063203
0,0,610063304,610063301,610063302,盆栽宝宝 高难,610063303
0,0,610063413,610063401,610063411,盆栽宝宝 SP1,610063412
0,0,610063423,610063402,610063421,盆栽宝宝 SP2,610063422
0,0,610063433,610063403,610063431,盆栽宝宝 SP3,610063432
610066105,0,610066104,610066101,610066102,爆裂·时间天秤 普通,610066103
610066205,0,610066204,610066201,610066202,爆裂·时间天秤 困难,610066203
610066305,0,610066304,610066301,610066302,爆裂·时间天秤 高难,610066303
610066414,0,610066413,610066401,610066411,爆裂·时间天秤 SP1,610066412
610066424,0,610066423,610066402,610066421,爆裂·时间天秤 SP2,610066422
610066434,0,610066433,610066403,610066431,爆裂·时间天秤 SP3,610066432
0,0,0,610081101,610081102,至尊雪人 普通,610081103
0,0,0,610081201,610081202,至尊雪人 困难,610081203
0,0,0,610081301,610081302,至尊雪人 高难,610081303
0,0,0,610081401,610081412,至尊雪人 SP1,610081413
0,0,0,610081402,610081422,至尊雪人 SP2,610081423
0,0,0,610081403,610081432,至尊雪人 SP3,610081433
0,0,0,610085101,610085102,超负荷之力,610085103
0,0,0,610085201,610085202,超负荷之力,610085203
0,0,0,610085301,610085302,超负荷之力,610085303
0,0,0,610085401,610085411,超负荷之力,610085412
0,0,0,610085402,610085421,超负荷之力,610085422
0,0,0,610085403,610085431,超负荷之力,610085432
610093105,0,610093104,610093101,610093102,爆裂·时间天秤 普通,610093103
610093205,0,610093204,610093201,610093202,爆裂·时间天秤 困难,610093203
610093305,0,610093304,610093301,610093302,爆裂·时间天秤 高难,610093303
610093414,0,610093413,610093401,610093411,爆裂·时间天秤 SP1,610093412
610093424,0,610093423,610093402,610093421,爆裂·时间天秤 SP2,610093422
610093434,0,610093433,610093403,610093431,爆裂·时间天秤 SP3,610093432
610110105,0,610110104,610110101,610110102,乐园的守护者 普通,610110103
610110205,0,610110204,610110201,610110202,乐园的守护者 困难,610110203
610110305,0,610110304,610110301,610110302,乐园的守护者 高难,610110303
610110414,0,610110413,610110401,610110411,乐园的守护者 SP1,610110412
610110424,0,610110423,610110402,610110421,乐园的守护者 SP2,610110422
610110434,0,610110433,610110403,610110431,乐园的守护者 SP3,610110432
0,0,0,610113101,610113102,超负荷之力,610113103
0,0,0,610113201,610113202,超负荷之力,610113203
0,0,0,610113301,610113302,超负荷之力,610113303
0,0,0,610113401,610113411,超负荷之力,610113412
0,0,0,610113402,610113421,超负荷之力,610113422
0,0,0,610113403,610113431,超负荷之力,610113432
0,0,0,610137101,610137102,显现的苦衷 艾拉＆诗夏 普通,610137103
0,0,0,610137201,610137202,显现的苦衷 艾拉＆诗夏 困难,610137203
0,0,0,610137301,610137302,显现的苦衷 艾拉＆诗夏 高难,610137303
0,0,0,610137401,610137411,显现的苦衷 艾拉＆诗夏 特别1,610137412
0,0,0,610137402,610137422,显现的苦衷 艾拉＆诗夏 特别2,610137421
0,0,0,610137403,610137431,显现的苦衷 艾拉＆诗夏 特别3,610137432
0,0,0,610137501,610137511,显现的苦衷 艾拉＆诗夏 超难+1,610137512
0,0,0,610137502,610137522,显现的苦衷 艾拉＆诗夏 超难+2,610137521
0,0,0,610137503,610137531,显现的苦衷 艾拉＆诗夏 超难+3,610137532
610138105,0,610138104,610138101,610138102,乐园的守护者 普通,610138103
610138205,0,610138204,610138201,610138202,乐园的守护者 困难,610138203
610138305,0,610138304,610138301,610138302,乐园的守护者 高难,610138303
610138414,0,610138413,610138401,610138411,乐园的守护者 特别1,610138412
610138424,0,610138423,610138402,610138421,乐园的守护者 特别2,610138422
610138434,0,610138433,610138403,610138431,乐园的守护者 特别3,610138432
610150105,0,610150104,610150101,610150102,混沌发电机 普通,610150103
610150205,0,610150204,610150201,610150202,混沌发电机 困难,610150203
610150305,0,610150304,610150301,610150302,混沌发电机 高难,610150303
610150414,0,610150413,610150401,610150411,混沌发电机 特别1,610150412
610150424,0,610150423,610150402,610150421,混沌发电机 特别2,610150422
610150434,0,610150433,610150403,610150431,混沌发电机 特别3,610150432
610150514,0,610150513,610150501,610150511,混沌发电机 超难+1,610150512
610150524,0,610150523,610150502,610150521,混沌发电机 超难+2,610150522
610150534,0,610150533,610150503,610150531,混沌发电机 超难+3,610150532
0,0,610153104,610153101,610153102,培提尔其乌斯 普通,610153103
0,0,610153204,610153201,610153202,培提尔其乌斯 困难,610153203
0,0,610153304,610153301,610153302,培提尔其乌斯 高难,610153303
0,0,610153413,610153401,610153411,培提尔其乌斯 特别1,610153412
0,0,610153423,610153402,610153421,培提尔其乌斯 特别2,610153422
0,0,610153433,610153403,610153431,培提尔其乌斯 特别3,610153432
0,0,610154104,610154101,610154102,剧毒海德拉 普通,610154103
0,0,610154204,610154201,610154202,剧毒海德拉 困难,610154203
0,0,610154304,610154301,610154302,剧毒海德拉 高难,610154303
0,0,610154413,610154401,610154411,剧毒海德拉 特别1,610154412
0,0,610154423,610154402,610154421,剧毒海德拉 特别2,610154422
0,0,610154433,610154403,610154431,剧毒海德拉 特别3,610154432
0,0,610154513,610154501,610154511,剧毒海德拉 表演赛+1,610154512
0,0,610154523,610154502,610154521,剧毒海德拉 表演赛+2,610154522
0,0,610154533,610154503,610154531,剧毒海德拉 表演赛+3,610154532
0,0,610158104,610158101,610158102,幽灵小子·贝洛利 普通,610158103
0,0,610158204,610158201,610158202,幽灵小子·贝洛利 困难,610158203
0,0,610158304,610158301,610158302,幽灵小子·贝洛利 高难,610158303
0,0,610158413,610158401,610158411,幽灵小子·贝洛利 特别1,610158412
0,0,610158423,610158402,610158421,幽灵小子·贝洛利 特别2,610158422
0,0,610158433,610158403,610158431,幽灵小子·贝洛利 特别3,610158432
0,0,610158513,610158501,610158511,幽灵小子·贝洛利 表演赛+1,610158512
0,0,610158523,610158502,610158521,幽灵小子·贝洛利 表演赛+2,610158522
0,0,610158533,610158503,610158531,幽灵小子·贝洛利 表演赛+3,610158532
0,0,0,660031101,660031102,至尊雪人 普通,660031103
0,0,0,660031201,660031202,至尊雪人 困难,660031203
0,0,0,660031301,660031302,至尊雪人 高难,660031303
660037105,0,660037104,660037101,660037102,爆裂·时间天秤 普通,660037103
660037205,0,660037204,660037201,660037202,爆裂·时间天秤 困难,660037203
660037305,0,660037304,660037301,660037302,爆裂·时间天秤 高难,660037303
0,0,0,660047101,660047102,超负荷之力,660047103
0,0,0,660047201,660047202,超负荷之力,660047203
0,0,0,660047301,660047302,超负荷之力,660047303
660059105,0,660059104,660059101,660059102,乐园的守护者 普通,660059103
660059205,0,660059204,660059201,660059202,乐园的守护者 困难,660059203
660059305,0,660059304,660059301,660059302,乐园的守护者 高难,660059303
