action_4,skill_cast_time,description,depend_action_1,name,action_6,action_1,depend_action_7,icon_type,depend_action_9,depend_action_6,action_8,skill_area_width,depend_action_4,depend_action_3,action_5,depend_action_10,depend_action_5,depend_action_8,action_2,action_7,boss_ub_cool_time,skill_type,action_9,depend_action_2,skill_id,action_3,action_10
111800304,0.795,对前方一名敌人造成物理伤害（中）。当自身剩余的生命值超过80%时，小幅降低其物理防御力。根据自身剩余的生命值，此技能造成的伤害提升。,0,旭日,0,111800301,0,2001,0,0,0,0,0,0,0,0,0,0,111800302,0,0.0,0,0,0,1118003,111800303,0
111801204,0.465,小幅提升自身的物理攻击力。当自身剩余的生命值超过80%时，中幅提升我方全体的物理攻击力。根据自身剩余的生命值，物理攻击力的上升量提升。当自身剩余的生命值超过90%时，再中幅提升自身的技能值。,0,大福时间+,111801206,111801201,0,2003,0,0,0,0,0,0,111801205,0,0,0,111801202,111801207,0.0,0,0,0,1118012,111801203,0
111821204,0.465,中幅提升自身的物理攻击力。当自身剩余的生命值超过80%时，再中幅提升我方全体的物理攻击力。自身剩余的生命值越多，物理攻击力的上升量越大。当自身剩余的生命值超过90%时，再中幅回复自身的技能值。,0,大福时间+,111821206,111821201,0,2003,0,0,0,0,0,0,111821205,0,0,0,111821202,111821207,0.0,0,0,0,1118212,111821203,0
0,0.0,战斗开始时，中幅提升自身的最大生命值。,0,新春美食力量,0,111850101,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1118501,0,0
0,0.0,战斗开始时，大幅提升自身的最大生命值。,0,新春美食力量+,0,111851101,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1118511,0,0
0,0.0,中幅回复自身的生命值，使我方全体持续回复生命值，并大幅提升物理攻击力。,0,新年光辉,0,111900101,0,1005,0,0,0,0,0,0,0,0,0,0,111900102,0,0.0,1,0,0,1119001,111900103,0
0,0.375,【挑衅】在自身展开吸收物理/魔法攻击的屏障，并挑衅敌方全体。,0,圣灵之墙,0,111900201,0,2013,0,0,0,0,0,0,0,0,0,0,111900202,0,0.0,0,0,0,1119002,0,0
0,0.715,中幅提升我方物理攻击力最高的角色的物理攻击力，大幅提升物理暴击，并在物理攻击暴击时中幅提升所造成的伤害。,0,圣灵的祝福,0,111900301,0,2003,0,0,0,0,0,0,0,0,0,0,111900302,0,0.0,1,0,0,1119003,111900303,0
0,0.375,【挑衅】对自身展开能够吸收物理/魔法伤害的屏障，大幅提升我方全体的物理攻击力，并对敌方全体进行挑衅。,0,圣灵之墙+,0,111901201,0,2013,0,0,0,0,0,0,0,0,0,0,111901202,0,0.0,0,0,0,1119012,111901203,0
0,0.375,【挑衅】在自身展开吸收物理/魔法伤害的屏障，小幅提升我方全体的物理攻击力，并挑衅敌方全体。,0,圣灵之墙,0,111920201,0,2013,0,0,0,0,0,0,0,0,0,0,111920202,0,0.0,0,0,0,1119202,111920203,0
0,0.375,【挑衅】对自身展开能够吸收物理/魔法伤害的屏障，大幅提升我方全体的物理攻击力，并对敌方全体进行挑衅。,0,圣灵之墙+,0,111921201,0,2013,0,0,0,0,0,0,0,0,0,0,111921202,0,0.0,0,0,0,1119212,111921203,0
0,0.0,战斗开始时，中幅提升自身的物理防御力。,0,祝福的新风,0,111950101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1119501,0,0
0,0.0,战斗开始时，大幅提升自身的物理防御力。,0,祝福的新风+,0,111951101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1119511,0,0
0,0.0,对前方一名敌人造成魔法伤害（特大），并中幅提高魔法攻击力。攻击力的提升量会根据此技能所造成的伤害量进行提升。,0,新年炸裂,0,112000101,0,1002,0,0,0,0,0,0,0,0,0,0,112000102,0,0.0,1,0,0,1120001,112000103,0
0,0.74,对前方一名敌人造成魔法伤害（中）。,0,暗影射击,0,112000201,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1120002,0,0
0,0.74,对我方全体展开一个中幅提升魔法攻击力并使物理攻击无效化的屏障。自身的魔法攻击力越高，屏障的无效化伤害量就越高。,0,祈愿领域,0,112000301,0,2013,0,0,0,0,0,0,0,0,0,0,112000302,0,0.0,1,0,0,1120003,112000303,0
0,0.74,以前方一名敌人为中心，对其范围内的所有敌人造成魔法伤害（大）。,0,暗影射击+,0,112001201,0,2002,0,0,0,0,0,0,0,0,0,0,112001202,0,0.0,0,0,112001201,1120012,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,祈愿铃声,0,112050101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1120501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,祈愿铃声+,0,112051101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1120511,0,0
0,0.0,中幅回复我方全体的生命值，并大幅提升行动速度。,0,祝福的巫女神乐,0,112100101,0,1005,0,0,0,0,0,0,0,0,0,0,112100102,0,0.0,1,0,0,1121001,0,0
0,1.27,对最远的一名敌人造成魔法伤害（小），并大幅击飞。,0,贺春旋风,0,112100201,0,2002,0,0,0,0,0,0,0,0,0,0,112100202,0,0.0,0,0,0,1121002,0,0
0,0.97,为我方全体展开魔法攻击无效化屏障。,0,加护的破魔箭,0,112100301,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1121003,0,0
112101204,1.27,以距离自身最远的一名敌人为中心，对范围内的所有敌人造成魔法伤害（小），并大幅度击飞敌人，使其眩晕。根据受到伤害的敌人数量，眩晕效果的时间增长。,0,贺春旋风+,0,112101201,0,2002,0,0,0,0,112101202,112101201,112101205,0,112101202,0,112101202,0,0.0,1,0,112101201,1121012,112101203,0
112101304,0.97,大幅提升我方全体的物理攻击力和魔法攻击力，展开使物理/魔法攻击无效化的屏障。,0,加护的破魔箭+,0,112101301,0,2013,0,0,0,0,0,0,0,0,0,0,112101302,0,0.0,1,0,0,1121013,112101303,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,新年的加护,0,112150101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1121501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,新年的加护+,0,112151101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1121511,0,0
0,0.0,对敌方全体造成魔法伤害（中），并小幅降低其技能值。,0,神秘棱镜,0,112200101,0,1002,0,0,0,0,0,0,0,0,0,0,112200102,0,0.0,1,0,0,1122001,0,0
0,1.27,中幅降低技能值最高一名敌人的技能值。但满技能值的敌人除外。,0,魔法光晕,0,112200201,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1122002,0,0
0,0.97,以距离最远的一名敌人为中心，对范围内的所有敌人造成魔法伤害（小），并使其陷入束缚状态。,0,神秘缠绕,0,112200301,0,2007,0,0,0,0,0,112200302,0,0,0,0,112200302,0,0.0,1,0,112200301,1122003,112200303,0
112201204,1.27,中幅降低技能值最高一名敌人的技能值。并短时间内大幅降低其物理·魔法攻击力和物理·魔法暴击，技能值达到上限的敌人除外。,0,魔法光晕+,0,112201201,0,2017,0,0,0,0,0,0,112201205,0,0,0,112201202,0,0.0,0,0,0,1122012,112201203,0
112201304,0.97,以最远的一名敌人为中心，小幅降低范围内所有敌人的物理防御力，造成魔法伤害（中）并束缚敌人。并以自身为中心，小幅回复范围内所有我方成员的技能值。根据伤害到的敌人数量，技能值回复量会有所提升，最多提升至5倍。,0,神秘缠绕+,112201306,112201301,0,2007,0,0,0,0,112201303,112201301,112201305,0,0,0,112201302,0,0.0,1,0,112201301,1122013,112201303,0
0,0.0,对敌方全体造成魔法伤害（中），并小幅降低技能值。,0,神秘棱镜,0,112220101,0,1002,0,0,0,0,0,0,0,0,0,0,112220102,0,0.0,1,0,0,1122201,0,0
0,1.27,中幅降低技能值最高一名敌人的技能值。并且短时间内小幅降低物理·魔法攻击力。但满技能值的敌人除外。,0,魔法光晕,0,112220201,0,2017,0,0,0,0,0,0,0,0,0,0,112220202,0,0.0,0,0,0,1122202,112220203,0
112221204,1.27,中幅降低技能值最高一名敌人的技能值。并且短时间内特大幅度降低物理·魔法攻击力，短时间内大幅降低物理·魔法暴击。但满技能值的敌人除外。,0,魔法光晕+,0,112221201,0,2017,0,0,0,0,0,0,112221205,0,0,0,112221202,0,0.0,0,0,0,1122212,112221203,0
0,0.0,战斗开始时，中幅提升自身的物理防御力。,0,魔法侦探,0,112250101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1122501,0,0
0,0.0,战斗开始时，大幅提升自身的物理防御力。,0,魔法侦探+,0,112251101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1122511,0,0
0,0.0,特大提升我方全体的物理攻击力。,0,纯真箭雨,0,112300101,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1123001,0,0
0,1.27,以自己为中心，中幅提升范围内我方角色的物理攻击力和物理暴击。,0,纯真瞄准,0,112300201,0,2003,0,0,0,0,0,0,0,0,0,0,112300202,0,0.0,0,0,0,1123002,0,0
0,0.77,以自己为中心，大幅提升范围内我方角色的物理攻击力，并对前方一名敌人造成物理伤害（特大）。,0,纯真狙击,0,112300301,0,2001,0,0,0,0,0,0,0,0,0,0,112300302,0,0.0,1,0,0,1123003,0,0
0,1.27,以自身为中心，大幅提升范围内我方角色的物理攻击力，中幅提升物理暴击，并小幅提升在物理暴击时造成的伤害。,0,纯真瞄准+,0,112301201,0,2003,0,0,0,0,0,0,0,0,0,0,112301202,0,0.0,0,0,0,1123012,112301203,0
112301304,0.77,以自身为中心，特大幅度提升范围内所有我方成员的物理攻击力，对自身展开使物理/魔法攻击无效化的屏障，对前方一名敌人造成物理伤害（特大），大幅降低其物理防御力。攻击时，若已对自身展开屏障，则特大幅度提升自身的物理攻击力，该技能的攻击将以前方所有敌人为目标，无视一定量的物理防御力，眩晕敌人。,0,纯真狙击+,112301306,112301301,0,2001,112301308,0,112301308,0,0,0,112301305,112301308,112301304,0,112301302,112301307,0.0,1,112301309,0,1123013,112301303,112301310
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,纯真勇气,0,112350101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1123501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,纯真勇气+,0,112351101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1123511,0,0
0,0.0,对前方范围内的所有敌人造成物理伤害（大），并中幅提升我方全体的物理攻击力和魔法攻击力。,0,微笑勇气,0,112400101,0,1001,0,0,0,0,0,0,0,0,0,0,112400102,0,0.0,1,0,0,1124001,112400103,0
0,1.27,小幅回复我方全体的技能值，并小幅提升技能值上升量。,0,革新微笑,0,112400201,0,2006,0,0,0,0,0,0,0,0,0,0,112400202,0,0.0,0,0,0,1124002,0,0
0,0.97,对自身周围内的所有敌人造成物理伤害（中）。,0,粉色活力,0,112400301,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1124003,0,0
112401204,1.27,小幅回复我方全体的技能值，小幅提升技能值上升量，并大幅提升物理攻击力和魔法攻击力。,0,革新微笑+,0,112401201,0,2006,0,0,0,0,0,0,0,0,0,0,112401202,0,0.0,0,0,0,1124012,112401203,0
112420204,1.27,小幅回复我方全体的技能值，并小幅提升技能值上升量，同时小幅提升物理攻击力和魔法攻击力。,0,革新微笑,0,112420201,0,2006,0,0,0,0,0,0,0,0,0,0,112420202,0,0.0,0,0,0,1124202,112420203,0
112421204,1.27,小幅回复我方全体的技能值，小幅提升技能值上升量，并大幅提升物理攻击力和魔法攻击力。,0,革新微笑+,0,112421201,0,2006,0,0,0,0,0,0,0,0,0,0,112421202,0,0.0,0,0,0,1124212,112421203,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,笑容的魔法,0,112450101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1124501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,笑容的魔法+,0,112451101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1124511,0,0
0,0.0,对前方一名敌人造成物理伤害（大），并为自身展开使物理/魔法攻击无效化的屏障。,0,堇青石之苍蓝,0,112500101,0,1013,0,0,0,0,0,0,0,0,0,0,112500102,0,0.0,1,0,0,1125001,0,0
112500204,0.59,对前方范围内的所有敌人造成物理伤害（小），小幅降低其物理防御力和魔法防御力，并挑衅敌方全体。,0,天青石之狮吼,0,112500201,0,2001,0,0,0,0,0,0,0,0,0,0,112500202,0,0.0,0,0,0,1125002,112500203,0
0,0.59,束缚前方范围内的所有敌人。,0,蓝方石之审判,0,112500301,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1125003,0,0
112501204,0.59,对前方范围内的所有敌人造成物理伤害（中）、小幅度降低其物理防御力和魔法防御力，并对敌方全体进行挑衅，同时中幅度提升自身的物理防御力和魔法防御力。,0,天青石之狮吼+,112501206,112501201,0,2001,0,0,0,0,0,0,112501205,0,0,0,112501202,0,0.0,0,0,0,1125012,112501203,0
112520204,0.59,对前方范围内的所有敌人造成物理伤害（中），小幅降低其物理防御力和魔法防御力，并挑衅敌方全体。,0,天青石之狮吼,0,112520201,0,2001,0,0,0,0,0,0,0,0,0,0,112520202,0,0.0,0,0,0,1125202,112520203,0
112521204,0.59,对前方范围内的所有敌人造成物理伤害（中）、小幅度降低其物理防御力和魔法防御力，并对敌方全体进行挑衅，同时中幅度提升自身的物理防御力和魔法防御力。,0,天青石之狮吼+,112521206,112521201,0,2001,0,0,0,0,0,0,112521205,0,0,0,112521202,0,0.0,0,0,0,1125212,112521203,0
0,0.0,战斗开始时，中幅提升自身的物理防御力。,0,苍穹之鼓动,0,112550101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1125501,0,0
0,0.0,战斗开始时，大幅提升自身的物理防御力。,0,苍穹之鼓动+,0,112551101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1125511,0,0
0,0.0,对前方一名敌人造成魔法伤害（特大），并大幅提高自身的魔法攻击力。,0,闪耀魔法,0,112600101,0,1002,0,0,0,0,0,0,0,0,0,0,112600102,0,0.0,1,0,0,1126001,0,0
0,1.27,对前方最多三名敌人造成魔法伤害（小），敌人位置越远，造成伤害越大。,0,三连星,0,112600201,0,2002,0,0,0,0,0,0,0,0,0,0,112600202,0,0.0,0,0,0,1126002,112600203,0
0,0.97,以生命值最低的一名我方角色为中心，小幅回复范围内所有我方角色的生命值。,0,前进☆助威声援,0,112600301,0,2005,0,0,0,0,0,0,0,0,0,0,112600302,0,0.0,1,0,112600301,1126003,0,0
112601204,1.27,对前方最多三名敌人造成魔法伤害（中），并小幅回复自身技能值，中幅回复魔法攻击力。敌人位置越远，造成伤害越大。,0,三连星+,0,112601201,0,2002,0,0,0,0,0,0,112601205,0,0,0,112601202,0,0.0,0,0,0,1126012,112601203,0
112621204,1.27,对前方最多三名敌人造成魔法伤害（中），小幅回复自身技能值，中幅提升魔法攻击力。敌人位置越远，造成伤害越大。 ,0,三连星+,0,112621201,0,2002,0,0,0,0,0,0,112621205,0,0,0,112621202,0,0.0,0,0,0,1126212,112621203,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,天生的魅力,0,112650101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1126501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,天生的魅力+,0,112651101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1126511,0,0
0,0.0,对前方范围内的敌人造成物理伤害（中），并小幅降低其物理防御力。,0,坚果处决,0,112700101,0,1001,0,0,0,0,0,0,0,0,0,0,112700102,0,0.0,0,0,0,1127001,0,0
0,0.0,对前方范围内的敌人造成物理伤害（中），并中幅降低其物理防御力，特大幅度降低自身的行动速度。,0,坚果破坏者,0,112700201,0,2001,0,0,0,0,0,0,0,0,0,0,112700202,0,0.0,0,0,0,1127002,112700203,0
0,0.62,对前方范围内的敌人造成物理伤害（小），并小幅降低其物理防御力。,0,坚果斩击,0,112700301,0,2001,0,0,0,0,0,0,0,0,0,0,112700302,0,0.0,0,0,0,1127003,0,0
0,0.0,对前方范围内的敌人造成物理伤害（特大），并大幅降低其物理防御力，特大幅度降低自身的行动速度。,0,坚果破坏者+,0,112701201,0,2001,0,0,0,0,0,0,0,0,0,0,112701202,0,0.0,0,0,0,1127012,112701203,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,坚果堆积,0,112750101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1127501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,坚果堆积+,0,112751101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1127511,0,0
0,0.0,对前方范围内的所有敌人造成物理伤害（中），并使其陷入混乱状态。,0,伊丽莎白狂欢节,0,112800101,0,1024,0,0,0,0,0,0,0,0,0,0,112800102,0,0.0,0,0,112800101,1128001,0,0
0,0.59,中幅提升自身的物理攻击力，并赋予持续回复技能值状态。,0,牛奶人生,0,112800201,0,2003,0,0,0,0,0,0,0,0,0,0,112800202,0,0.0,0,0,0,1128002,0,0
0,0.59,对前方范围内的所有敌人造成物理伤害（中）。随着范围内的敌人数量增多，造成的伤害增加，并大幅度击飞眼前的一名敌人。,0,牧场主冲击,0,112800301,0,2001,0,0,0,0,0,0,0,0,0,0,112800302,0,0.0,0,0,0,1128003,112800303,0
112801204,0.59,大幅提升自身的物理攻击力，中幅提升物理暴击，并赋予持续回复技能值状态。随着敌人的数量变多，攻击力和暴击的上升量增加。,0,牛奶人生+,0,112801201,0,2003,0,0,0,0,0,0,112801205,0,0,0,112801202,0,0.0,0,0,0,1128012,112801203,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,一切为了伊丽莎白,0,112850101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1128501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,一切为了伊丽莎白+,0,112851101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1128511,0,0
0,0.0,对前方一名敌人造成物理伤害（中）。随着我方角色数量的增加，该技能造成的伤害提升。本技能出现暴击时，造成的伤害值从2倍提升至3倍。,0,幻想齐唱,0,112900101,0,1001,0,0,0,0,0,0,0,0,0,0,112900102,0,0.0,0,0,0,1129001,0,0
0,1.27,对前方一名敌人造成物理伤害（小），中幅提升自身的物理暴击，并中幅回复技能值。,0,幻想仙境,0,112900201,0,2001,0,0,0,0,0,0,0,0,0,0,112900202,0,0.0,0,0,0,1129002,112900203,0
0,0.97,对前方一名敌人造成物理伤害（中）。本技能出现暴击时，再中幅降低其物理防御力。,0,仙境之箭,0,112900301,0,2001,0,0,0,0,0,0,0,0,0,0,112900302,0,0.0,0,0,0,1129003,112900303,0
112901204,1.27,对前方一名敌人造成物理伤害（中），中幅提升自身的物理暴击，并中幅回复技能值。该技能的效果随着我方人数的增多而增加。,0,幻想仙境+,112901206,112901201,0,2001,0,0,0,0,0,0,112901205,0,0,0,112901202,0,0.0,0,0,0,1129012,112901203,0
0,1.27,对前方一名敌人造成物理伤害（中），中幅提升自身的物理暴击，并中幅回复技能值。,0,幻想仙境,0,112920201,0,2001,0,0,0,0,0,0,0,0,0,0,112920202,0,0.0,0,0,0,1129202,112920203,0
112921204,1.27,对前方一名敌人造成物理伤害（中），中幅提升自身的物理暴击，并中幅回复技能值。该技能的效果随着我方人数的增多而增加。,0,幻想仙境+,112921206,112921201,0,2001,0,0,0,0,0,0,112921205,0,0,0,112921202,0,0.0,0,0,0,1129212,112921203,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,真诚的朋友,0,112950101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1129501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,真诚的朋友+,0,112951101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1129511,0,0
0,0.0,大幅提升我方全体的行动速度，并小幅提升物理防御力。,0,兔子时钟,0,113000101,0,1003,0,0,0,0,0,0,0,0,0,0,113000102,0,0.0,0,0,0,1130001,0,0
0,1.07,小幅降低敌方全体的行动速度，中幅降低其物理攻击力，小幅降低命中率。,0,时间缓行,0,113000201,0,2004,0,0,0,0,0,0,0,0,0,0,113000202,0,0.0,0,0,0,1130002,113000203,0
0,0.83,将物理攻击力最高的一名敌人的行动时间停止。,0,时光中止,0,113000301,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1130003,0,0
113001204,1.07,大幅降低敌方全体的行动速度，大幅降低其物理攻击力，并中幅降低其命中率，大幅降低其物理暴击。,0,时间缓行+,0,113001201,0,2004,0,0,0,0,0,0,0,0,0,0,113001202,0,0.0,0,0,0,1130012,113001203,0
0,0.0,战斗开始时，中幅提升自身的物理防御力。,0,兔魂,0,113050101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1130501,0,0
0,0.0,战斗开始时，大幅提升自身的物理防御力。,0,兔魂+,0,113051101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1130511,0,0
113100104,0.0,对前方范围内的所有敌人造成物理伤害（大）。战斗开始后，初次使用该技能时，每造成15次伤害，就中幅提升自身的物理攻击力。,0,终之太刀·切割熏风之白丝,0,113100101,0,1001,0,0,0,0,0,0,113100105,0,0,0,113100102,0,0.0,1,0,0,1131001,113100103,0
0,0.465,对前方范围内的所有敌人造成物理伤害（中），并中幅提升自身物理攻击力。,0,始之太刀·拂晓之水无月,0,113100201,0,2001,0,0,0,0,0,0,0,0,0,0,113100202,0,0.0,0,0,0,1131002,0,0
0,0.795,对前方范围内的所有敌人造成物理伤害（中）。,0,继之太刀·微风吹拂,0,113100301,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1131003,0,0
0,0.465,对前方范围内的所有敌人造成物理伤害（中），并大幅提升自身物理攻击力。,0,始之太刀·拂晓之水无月+,0,113101201,0,2001,0,0,0,0,0,0,0,0,0,0,113101202,0,0.0,0,0,0,1131012,0,0
113101304,0.795,对前方范围内所有敌人造成2次物理伤害（大），中幅降低物理防御力，小幅提升其受到暴击时的伤害。并且，在战斗开始后初次发动该技能后，每造成15次伤害，都会小幅提升自身物理攻击暴击时的伤害。,0,继之太刀·微风吹拂+,113101306,113101301,0,2001,0,0,113101308,0,113101302,113101302,113101305,0,0,0,113101302,113101307,0.0,1,0,0,1131013,113101303,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,初夏的法则,0,113150101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1131501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,初夏的法则+,0,113151101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1131511,0,0
113200104,0.0,对前方一名敌人造成魔法伤害（特大）。剩余1个攻击对象时，大幅提升自身的魔法攻击力。,0,冥海龙苍夏耀破,0,113200101,0,1002,0,0,0,0,0,0,0,0,0,0,113200102,0,0.0,1,0,0,1132001,113200103,0
0,0.795,对前方一名敌人造成魔法伤害（中），并中幅降低其魔法防御力。,0,罗刹涅槃·海狱泉,0,113200201,0,2004,0,0,0,0,0,0,0,0,0,0,113200202,0,0.0,0,0,113200201,1132002,0,0
0,1.125,特大幅度降低除自身之外的我方全体角色的魔法攻击力，特大幅度提升自身的魔法攻击力，大幅提升魔法暴击。,0,夏极·吸冥姬,0,113200301,0,2003,0,0,0,0,0,0,0,0,0,0,113200302,0,0.0,1,0,0,1132003,113200303,0
0,0.795,对前方一名敌人造成魔法伤害（大），并特大幅降低其魔法防御力。,0,罗刹涅槃·海狱泉+,0,113201201,0,2004,0,0,0,0,0,0,0,0,0,0,113201202,0,0.0,0,0,113201201,1132012,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,海极·冥缚连锁,0,113250101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1132501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,海极·冥缚连锁+,0,113251101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1132511,0,0
0,0.0,对前方范围内的所有敌人造成魔法伤害（大），并小幅降低其魔法防御力。,0,七七香·夏日·狂欢节,0,113300101,0,1002,0,0,0,0,0,0,0,0,0,0,113300102,0,0.0,1,0,113300101,1133001,0,0
0,1.27,以前方一名敌人为中心，对其范围内的所有敌人造成魔法伤害（中），并以自身为中心，大幅提升范围内我方所有角色的魔法攻击力。,0,海豚魔法,0,113300201,0,2002,0,0,0,0,0,0,0,0,0,0,113300202,0,0.0,0,0,113300201,1133002,113300203,0
0,0.97,小幅降低敌方全体的魔法防御力。根据敌人的数量，该技能的效果量将有所增加。,0,浪花飞溅,0,113300301,0,2004,0,0,0,0,0,0,0,0,0,0,113300302,0,0.0,1,0,0,1133003,0,0
113301204,1.27,以前方一名敌人为中心，对其范围内的所有敌人造成魔法伤害（中），并以自身为中心，特大幅度提升自身所在范围内我方所有角色的魔法攻击力。敌人越多，所造成的伤害和魔法攻击力的上升量越大。,0,海豚魔法+,0,113301201,0,2002,0,0,0,0,113301201,113301201,113301205,0,0,0,113301202,0,0.0,0,0,113301201,1133012,113301203,0
113301304,0.97,大幅降低敌方全体的物理攻击力和魔法攻击力，中幅降低魔法防御力，并根据该角色的最大生命值，造成最大200万的魔法比例伤害。根据敌人的数量，该技能的效果量将有所增加。,0,浪花飞溅+,113301306,113301301,0,2004,0,0,113301308,0,0,0,113301305,0,0,0,113301302,113301307,0.0,1,0,0,1133013,113301303,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,夏日假期,0,113350101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1133501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,夏日假期+,0,113351101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1133511,0,0
0,0.0,对敌方全体造成魔法伤害（大），并赋予自身睡眠状态。该技能赋予的睡眠状态，只有在受到攻击时才会被解除。,0,夏日啦啦队☆明星,0,113400101,0,1002,0,0,0,0,0,0,0,0,0,0,113400102,0,0.0,1,0,0,1134001,0,0
0,0.59,对敌方全体造成魔法伤害（小），并小幅回复自身技能值。技能值的回复量随着敌人数量的增多而增加。,0,彩球声援☆发射,0,113400201,0,2002,0,0,0,0,0,0,0,0,0,0,113400202,0,0.0,0,0,0,1134002,113400203,0
0,0.59,以自身为中心，中幅提升范围内我方所有角色的魔法攻击力和魔法暴击。,0,快乐☆幸福,0,113400301,0,2003,0,0,0,0,0,0,0,0,0,0,113400302,0,0.0,1,0,0,1134003,0,0
113401204,0.59,对敌方全体造成魔法伤害（中），并中幅回复自身技能值，造成的伤害及技能值的回复量随着敌人数量的增多而增加。,0,彩球声援☆发射+,0,113401201,0,2002,0,0,0,0,0,0,0,0,0,0,113401202,0,0.0,0,0,0,1134012,113401203,0
0,0.59,对敌方全体造成魔法伤害（中），并中幅回复自身技能值。技能值的回复量随着敌人数量的增多而增加。,0,彩球声援☆发射,0,113420201,0,2002,0,0,0,0,0,0,0,0,0,0,113420202,0,0.0,0,0,0,1134202,113420203,0
