class_id,action_value_1,action_type,action_detail_1,action_id,action_value_4,target_assignment,action_detail_2,action_detail_3,target_count,target_range,description,target_area,action_value_6,target_type,level_up_disp,action_value_5,target_number,action_value_3,action_value_2,action_value_7
1,1.0,10,10,124900303,12.0,2,1,0,1,-1,第一次使用时，自身的物理攻击力提升{0},2,0.0,7,第一次使用时，物理攻击力提升+{0},0.0,0,40.0,40.0,0.0
1,0.0,28,1231,124900304,0.0,2,124900305,124900306,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,200.0,16,1,124900305,0.0,2,0,0,1,-1,自身的技能值回复{0},2,0.0,7,,0.0,0,1.0,0.0,0.0
1,1000.0,16,1,124900306,0.0,2,0,0,1,-1,第一次使用时，自身的技能值回复{0},2,0.0,7,,0.0,0,1.0,0.0,0.0
1,1.0,45,3,124900307,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,30.0,1,1,124901201,0.0,1,0,0,99,450,对范围内敌人造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.4,30.0,0.0
1,0.0,28,1221,124901202,0.0,2,124901203,124901204,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,1.0,10,60,124901203,12.0,2,1,0,1,-1,自身的物理暴击提升{0},2,0.0,7,,0.0,0,0.0,100.0,0.0
1,1.0,10,60,124901204,12.0,2,1,0,1,-1,第一次使用时，自身的物理暴击提升{0},2,0.0,7,,0.0,0,0.0,250.0,0.0
1,0.0,28,1221,124901205,0.0,2,0,124901206,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,1000.0,16,1,124901206,0.0,2,0,0,1,-1,第一次使用时，自身的技能值回复{0},2,0.0,7,,0.0,0,1.0,0.0,0.0
1,1.0,45,2,124901207,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,1.0,90,2,124950101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,124951101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,15.0,14,1,125000101,0.0,2,12500102,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,0.0,14,3,125000102,0.0,2,12500101,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0,0.0
1,0.8,83,2,125000103,0.0,2,0,0,1,0,提升自身的行动速度,1,0.0,7,,0.0,0,15.0,0.0,0.0
1,1.0,35,0,125000104,1.0,2,0,0,1,0,,1,0.0,7,,0.0,0,15.0,130.0,0.0
1,93.75,1,1,125000105,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,7.5,93.75,0.0
1,1.0,10,110,125000106,15.0,2,1,0,1,0,自身造成的物理暴击伤害提升{0}%,1,0.0,7,,0.0,0,0.0,7.0,0.0
1,31.25,1,1,125000201,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.5,31.25,0.0
1,1.0,10,21,125000202,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.4,0.4,0.0
1,31.25,1,1,125000301,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.5,31.25,0.0
1,1.0,10,10,125000302,12.0,2,1,0,1,-1,自身的物理攻击力提升{0},2,0.0,7,物理攻击力提升+{0},0.0,0,25.0,25.0,0.0
1,1.0,10,60,125000303,12.0,2,1,0,1,-1,自身的物理暴击提升{0},2,0.0,7,,0.0,0,0.0,100.0,0.0
1,50.0,1,1,125001201,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,4.0,50.0,0.0
1,1.0,10,21,125001202,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.5,0.5,0.0
1,31.25,1,1,125010101,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.5,31.25,0.0
1,1.0,10,21,125010102,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.8,0.8,0.0
1,62.5,1,1,125010103,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,5.0,62.5,0.0
1,31.25,1,1,125010201,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.5,31.25,0.0
1,1.0,10,10,125010202,12.0,2,1,0,1,-1,自身的物理攻击力提升{0},2,0.0,7,物理攻击力提升+{0},0.0,0,50.0,50.0,0.0
1,1.0,10,60,125010203,12.0,2,1,0,1,-1,自身的物理暴击提升{0},2,0.0,7,,0.0,0,0.0,200.0,0.0
1,62.5,1,1,125010204,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,5.0,62.5,0.0
1,50.0,1,1,125011101,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,4.0,50.0,0.0
1,1.0,10,21,125011102,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.8,0.8,0.0
1,62.5,1,1,125011103,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,5.0,62.5,0.0
1,1.0,10,21,125011104,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.1,0.1,0.0
1,1.0,90,2,125050101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125051101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,4.0,26,125100102,125100101,0.0,2,3,0,99,150,,2,0.0,3,,0.0,0,0.0,0.48,0.0
1,30.0,1,1,125100102,0.0,1,0,0,99,2160,对敌方全体造成{0}物理伤害,3,0.0,3,物理伤害+{0},0.0,0,2.4,30.0,0.0
1,1.0,4,1,125100103,0.25,2,0,0,99,150,范围内的我方的生命值回复{0},2,0.0,3,生命值回复量+{0},0.0,0,2.5,2.5,0.0
1,4.0,26,125100105,125100104,0.0,2,2,0,99,150,,2,0.0,3,,0.0,0,3.0,3.0,0.0
1,1.0,10,10,125100105,18.0,2,1,0,1,-1,自身的物理攻击力提升{0},2,0.0,7,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,4.0,26,125100202,125100201,0.0,2,3,0,99,150,,2,0.0,3,,0.0,0,0.0,0.48,0.0
1,15.0,1,1,125100202,0.0,1,0,0,99,2160,对范围内敌人造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,1.2,15.0,0.0
1,75.0,16,1,125100203,0.0,2,0,0,99,150,范围内我方成员的技能值回复75,2,0.0,3,,0.0,0,1.0,0.0,0.0
1,4.0,26,125100205,125100204,0.0,2,1,0,99,150,,2,0.0,3,,0.0,0,0.0,10.0,0.0
1,100.0,16,1,125100205,0.0,2,0,0,1,-1,自身的技能值回复100,2,0.0,7,,0.0,0,1.0,0.0,0.0
1,5.0,2,3,125100301,0.0,2,0,0,1,2160,,3,0.0,43,,0.0,0,0.0,2200.0,0.0
1,1.0,28,701,125100302,0.0,2,125100303,125100305,99,0,,3,0.0,3,,0.0,0,0.0,2.0,0.0
1,21.0,38,10,125100303,0.0,2,1,3,1,0,展开能提升{0}物理攻击力的领域,3,0.0,7,物理攻击力提升+{0},150.0,0,12.0,21.0,0.0
1,0.5,37,3,125100304,0.0,2,0,0,1,0,展开可以每秒回复生命值{0}的领域,3,0.0,7,每秒的生命值回复量+{0},7.5,0,0.05,0.5,150.0
1,21.0,38,10,125100305,0.0,2,1,3,1,0,,3,0.0,43,,150.0,0,12.0,21.0,0.0
1,0.5,37,3,125100306,0.0,2,0,0,1,0,,3,0.0,43,,7.5,0,0.05,0.5,150.0
1,4.0,26,125101202,125101201,0.0,2,3,0,99,150,,2,0.0,3,,0.0,0,0.0,0.48,0.0
1,15.0,1,1,125101202,0.0,1,0,0,99,2160,对范围内敌人造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,1.2,15.0,0.0
1,75.0,16,1,125101203,0.0,2,0,0,99,150,范围内我方成员的技能值回复75,2,0.0,3,,0.0,0,1.0,0.0,0.0
1,4.0,26,125101205,125101204,0.0,2,1,0,99,150,,2,0.0,3,,0.0,0,0.0,10.0,0.0
1,100.0,16,1,125101205,0.0,2,0,0,1,-1,自身的技能值回复100,2,0.0,7,,0.0,0,1.0,0.0,0.0
1,4.0,26,125101207,125101206,0.0,2,2,0,99,150,,2,0.0,3,,0.0,0,2.5,2.5,0.0
1,1.0,10,10,125101207,12.0,2,1,0,99,150,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,12.5,12.5,0.0
1,1.0,90,2,125150101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125151101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,56.25,1,1,125200101,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,3,0.0,3,物理伤害+{0},0.0,0,4.5,56.25,0.0
1,1.0,10,21,125200102,18.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},3,0.0,3,物理防御力降低+{0},0.0,0,0.85,0.85,0.0
1,22.5,1,1,125200201,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,3,0.0,3,物理伤害+{0},0.0,0,1.8,22.5,0.0
1,1.0,10,21,125200202,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},3,0.0,3,物理防御力降低+{0},0.0,0,0.65,0.65,0.0
1,1.0,50,10,125200301,24.0,2,1,3,99,2160,撒糖果期间，我方全体的物理攻击力提升{0},2,0.0,3,物理攻击力提升+{0},0.0,0,150.0,150.0,0.0
1,1.0,10,20,125200302,24.0,2,1,0,99,2160,我方全体的物理防御力提升{0},2,0.0,3,物理防御力提升+{0},0.0,0,0.75,0.75,0.0
1,15.0,48,1,125200303,0.0,2,2,0,1,0,每秒回复技能值15,1,0.0,7,,24.5,0,0.0,0.0,0.0
1,30.0,1,1,125201201,0.0,1,0,0,1,-1,对敌方单体造成{0}物理伤害,3,0.0,3,物理伤害+{0},0.0,0,2.4,30.0,0.0
1,1.0,10,21,125201202,12.0,1,1,0,1,-1,敌方单体的物理防御力降低{0},3,0.0,3,物理防御力降低+{0},0.0,0,0.65,0.65,0.0
1,1.0,28,1211,125201203,0.0,2,0,125201204,1,0,,3,0.0,7,,0.0,0,0.0,2.0,0.0
1,1.0,10,21,125201204,30.0,1,1,0,1,-1,初次使用时，敌方单体的物理防御力降低{0},3,0.0,3,物理防御力降低+{0},0.0,0,1.2,1.2,0.0
1,1.0,45,1,125201205,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,1.0,90,2,125250101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125251101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,7.0,26,125300102,125300101,120.0,2,2,0,1,0,,3,0.0,7,,120.0,0,0.0,0.29,0.0
1,1.0,10,10,125300102,18.0,2,1,0,99,100,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,30.0,30.0,1.0
1,7.0,26,125300104,125300103,220.0,2,2,0,1,0,,3,0.0,7,,0.0,0,0.0,0.002,0.0
1,1.0,10,60,125300104,18.0,2,1,0,99,100,范围内的我方的物理暴击提升{0},2,0.0,3,,0.0,0,0.0,55.0,1.0
1,7.0,26,125300202,125300201,60.0,2,2,0,1,0,,3,0.0,7,,60.0,0,0.0,0.145,0.0
1,1.0,10,10,125300202,12.0,2,1,0,99,100,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,10,110,125300203,12.0,2,1,0,99,100,范围内我方成员造成的物理暴击伤害提升{0}%,2,0.0,3,,0.0,0,0.0,5.0,0.0
1,1.2,48,1,125300301,0.0,2,1,0,99,100,每秒回复生命值{0},2,0.0,3,回复量+{0},12.5,0,0.05,1.2,0.0
1,45.0,6,6,125300302,0.0,2,0,0,99,100,展开能够吸收{0}物理魔法伤害的屏障,2,0.0,3,吸收伤害量+{0},0.0,0,12.0,45.0,0.0
1,7.0,26,125301202,125301201,60.0,2,2,0,1,0,,3,0.0,7,,60.0,0,0.0,0.145,0.0
1,1.0,10,10,125301202,12.0,2,1,0,99,100,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,10,110,125301203,12.0,2,1,0,99,100,范围内我方成员物理攻击暴击时造成的伤害提升{0}%,2,0.0,3,,0.0,0,0.0,5.0,0.0
1,1.0,10,20,125301204,12.0,2,1,0,99,100,范围内我方成员的物理防御力提升{0},2,0.0,3,物理防御力提升+{0},0.0,0,0.4,0.4,0.0
1,1.0,10,40,125301205,12.0,2,1,0,99,100,范围内我方成员的魔法防御力提升{0},2,0.0,3,魔法防御力提升+{0},0.0,0,0.4,0.4,0.0
1,80.0,16,1,125301206,0.0,2,0,0,99,100,范围内我方成员的技能值回复{0},2,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,90,2,125350101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125351101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,75.0,1,1,125400101,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,6.0,75.0,0.0
1,1.0,10,21,125400102,18.0,1,1,0,1,2160,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.9,0.9,0.0
1,37.5,1,1,125400201,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,3.0,37.5,0.0
1,1.0,10,21,125400202,12.0,1,1,0,1,2160,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.5,0.5,0.0
1,150.0,16,1,125400203,0.0,2,0,0,1,0,自身的技能值回复{0},3,0.0,7,,0.0,0,1.0,0.0,0.0
1,1.0,10,10,125400301,180.0,2,1,1,1,0,自身的物理攻击力提升{0},3,0.0,7,物理攻击力提升+{0},0.0,0,27.0,27.0,0.0
1,1.0,10,110,125400302,180.0,2,1,1,1,0,自身造成的物理暴击伤害提升{0}%,3,0.0,7,,0.0,0,0.0,8.0,0.0
1,150.0,16,1,125400303,0.0,2,0,0,1,0,自身的技能值回复{0},3,0.0,7,,0.0,0,1.0,0.0,0.0
1,1.0,10,10,125401201,12.0,2,1,1,1,0,自身的物理攻击力提升{0},3,0.0,7,物理攻击力提升+{0},0.0,0,20.0,20.0,0.0
1,37.5,1,1,125401202,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,3.0,37.5,0.0
1,1.0,10,21,125401203,12.0,1,1,0,1,2160,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.5,0.5,0.0
1,150.0,16,1,125401204,0.0,2,0,0,1,0,自身的技能值回复{0},3,0.0,7,,0.0,0,1.0,0.0,0.0
1,1.0,90,2,125450101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125451101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,1.0,10,30,125500101,18.0,2,1,0,1,0,自身的魔法攻击力提升{0},3,0.0,7,魔法攻击力提升+{0},0.0,0,30.0,30.0,0.0
1,62.5,1,2,125500102,0.0,1,0,0,1,2160,对敌方单体造成{0}魔法伤害,3,0.0,3,魔法伤害+{0},0.0,0,5.0,62.5,0.0
1,1.0,35,0,125500103,1.0,2,0,0,1,2160,赋予自身万象印记,3,0.0,7,,0.0,0,18.0,133.0,0.0
1,0.0,7,3,125500201,0.0,1,0,0,1,2160,,1,0.0,3,,0.0,0,0.0,0.0,0.0
1,6.25,36,4,125500202,0.0,1,0,0,1,2160,展开每秒给予{0}魔法伤害的领域,1,0.0,3,每秒的有效伤害量+{0},12.5,0,0.5,6.25,400.0
1,9.0,38,31,125500203,0.0,1,1,0,1,2160,使领域内敌人的魔法攻击力降低{0},1,0.0,3,魔法攻击力降低+{0},400.0,0,12.0,9.0,0.0
1,0.9,38,41,125500204,0.0,1,1,0,1,2160,使领域内敌人的魔法防御力降低{0},1,0.0,3,魔法防御力降低+{0},400.0,0,12.0,0.9,0.0
1,2133.0,26,125500302,125500301,0.0,2,2,0,99,2160,,3,0.0,3,,0.0,0,15.0,15.0,0.0
1,1.0,10,30,125500302,12.0,2,1,0,99,2160,我方全体的魔法攻击力提升{0},3,0.0,3,魔法攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,2133.0,26,125500304,125500303,0.0,2,2,0,99,2160,,3,0.0,3,,0.0,0,0.0,75.0,0.0
1,1.0,10,70,125500304,12.0,2,1,0,99,2160,我方全体的魔法暴击提升{0},3,0.0,3,魔法暴击提升+{0},0.0,0,0.0,75.0,0.0
1,2133.0,26,125500306,125500305,0.0,2,2,0,99,2160,,3,0.0,3,,0.0,0,0.0,10.0,0.0
1,1.0,10,120,125500306,12.0,2,1,0,99,2160,我方全体造成的魔法暴击伤害提升{0}%,3,0.0,3,,0.0,0,0.0,10.0,0.0
1,75.0,16,1,125500307,0.0,2,0,0,99,2160,我方全体的技能值回复{0},3,0.0,3,,0.0,0,1.0,0.0,0.0
1,0.0,7,3,125501201,0.0,1,0,0,1,2160,,1,0.0,3,,0.0,0,0.0,0.0,0.0
1,6.25,36,4,125501202,0.0,1,0,0,1,2160,展开每秒给予{0}魔法伤害的领域,1,0.0,3,每秒的有效伤害量+{0},12.5,0,0.5,6.25,400.0
1,9.0,38,31,125501203,0.0,1,1,0,1,2160,使领域内敌人的魔法攻击力降低{0},1,0.0,3,魔法攻击力降低+{0},400.0,0,12.0,9.0,0.0
1,0.9,38,41,125501204,0.0,1,1,0,1,2160,使领域内敌人的魔法防御力降低{0},1,0.0,3,魔法防御力降低+{0},400.0,0,12.0,0.9,0.0
1,2133.0,26,125501202,125501205,0.0,2,3,0,99,2160,,3,0.0,3,,0.0,0,0.0,0.5,0.0
1,2133.0,26,125501203,125501206,0.0,2,1,0,99,2160,,3,0.0,3,,0.0,0,9.0,9.0,0.0
1,2133.0,26,125501204,125501207,0.0,2,1,0,99,2160,,3,0.0,3,,0.0,0,0.2,0.2,0.0
1,1.0,90,4,125550101,1.0,0,0,0,0,0,自身的魔法攻击力提升{0},0,0.0,0,魔法攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,4,125551101,1.0,0,0,0,0,0,自身的魔法攻击力提升{0},0,0.0,0,魔法攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,43.75,1,1,125600101,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,3,0.0,3,物理伤害+{0},0.0,0,3.5,43.75,0.0
1,4.0,21,1,125600102,0.0,2,0,0,1,2160,一定时间内变为无敌状态,3,0.0,7,,0.0,0,0.0,0.0,0.0
1,1.0,53,125600303,125600103,0.0,0,125600104,0,0,0,,0,0.0,0,,0.0,0,0.0,0.0,0.0
1,1.0,10,10,125600104,18.0,2,1,0,99,195,领域展开时，范围内我方成员的物理攻击力提升{0},2,0.0,3,物理攻击力提升+{0},0.0,0,40.0,40.0,0.0
1,200.0,2,1,125600105,0.0,1,0,0,1,-1,,1,0.0,3,,0.0,0,0.0,0.0,0.0
1,1.0,53,125600303,125600201,0.0,0,125600203,125600202,0,0,,0,0.0,0,,0.0,0,0.0,2.0,0.0
1,50.0,16,1,125600202,0.0,2,0,0,99,195,范围内我方成员的技能值回复{0},2,0.0,3,,0.0,0,1.0,0.0,0.0
1,100.0,16,1,125600203,0.0,2,0,0,99,195,领域展开时，范围内我方成员技能值回复{0},2,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,53,125600303,125600204,0.0,0,125600205,0,0,0,,0,0.0,0,,0.0,0,0.0,0.0,0.0
1,1.0,10,80,125600205,12.0,2,1,0,99,195,领域展开时，范围内我方成员的技能值上升量提升{0},2,0.0,3,,0.0,0,0.0,8.0,0.0
1,1.0,10,10,125600206,12.0,2,1,0,99,195,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,20.0,20.0,0.0
1,1.0,10,110,125600207,12.0,2,1,0,99,195,范围内我方成员造成的物理暴击伤害提升{0}%,2,0.0,3,,0.0,0,0.0,5.0,0.0
1,1.0,10,10,125600301,12.0,2,1,0,99,195,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,20.0,20.0,0.0
1,1.0,10,60,125600302,12.0,2,1,0,99,195,范围内的我方的物理暴击提升{0},2,0.0,3,,0.0,0,0.0,120.0,0.0
1,0.5,37,3,125600303,0.0,2,0,0,1,0,展开可以每秒回复生命值{0}的领域,3,0.0,7,每秒的生命值回复量+{0},12.5,0,0.025,0.5,305.0
1,1.0,53,125600303,125601201,0.0,0,125601203,125601202,0,0,,0,0.0,0,,0.0,0,0.0,2.0,0.0
1,60.0,16,1,125601202,0.0,2,0,0,99,195,范围内我方成员的技能值回复{0},2,0.0,3,,0.0,0,1.0,0.0,0.0
1,120.0,16,1,125601203,0.0,2,0,0,99,195,展开时，使范围内我方成员技能值回复{0},2,0.0,3,,0.0,0,1.0,0.0,0.0
1,1.0,53,125600303,125601204,0.0,0,125601205,0,0,0,,0,0.0,0,,0.0,0,0.0,0.0,0.0
1,1.0,10,80,125601205,12.0,2,1,0,99,195,展开时，使范围内我方成员的技能值上升量提升{0},2,0.0,3,,0.0,0,0.0,8.0,0.0
1,1.0,53,125600303,125601206,0.0,0,125601209,125601207,0,0,,0,0.0,0,,0.0,0,0.0,2.0,0.0
1,1.0,10,10,125601207,12.0,2,1,0,99,195,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,20.0,20.0,0.0
1,1.0,10,110,125601208,12.0,2,1,0,99,195,范围内我方成员物理暴击时造成的伤害提升{0}%,2,0.0,3,,0.0,0,0.0,5.0,0.0
1,1.0,10,10,125601209,12.0,2,1,0,99,195,展开时，使范围内我方成员的物理攻击力提升{0},2,0.0,3,物理攻击力提升+{0},0.0,0,60.0,60.0,0.0
1,1.0,10,110,125601210,12.0,2,1,0,99,195,展开时，使范围内我方成员物理暴击时造成的伤害提升{0}%,2,0.0,3,,0.0,0,0.0,15.0,0.0
1,1.0,90,2,125650101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,15.0,0.0
1,1.0,90,2,125651101,1.0,0,0,0,0,0,自身的物理攻击力提升{0},0,0.0,0,物理攻击力提升+{0},0.0,0,15.0,240.0,0.0
1,1.0,10,10,125700101,18.0,2,1,0,99,2160,提升范围内的我方的物理攻击力{0},1,0.0,3,物理攻击力提升+{0},0.0,0,40.0,40.0,0.0
1,1.0,10,30,125700102,18.0,2,1,0,99,2160,提升范围内我方角色的魔法攻击力{0},1,0.0,3,魔法攻击力提升+{0},0.0,0,40.0,40.0,0.0
1,1.6,48,2,125700103,0.0,2,1,0,99,2160,每秒回复生命值{0},1,0.0,3,回复量+{0},10.5,0,0.08,1.6,0.0
1,1.0,10,11,125700201,12.0,1,1,0,99,2160,范围内敌方的物理攻击力降低{0},1,0.0,3,物理攻击力降低+{0},0.0,0,21.0,21.0,0.0
1,1.0,10,31,125700202,12.0,1,1,0,99,2160,范围内敌方的魔法攻击力降低{0},1,0.0,3,魔法攻击力降低+{0},0.0,0,21.0,21.0,0.0
1,1.0,10,21,125700203,12.0,1,1,0,99,2160,使范围内敌人的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.5,0.5,0.0
1,1.0,10,41,125700204,12.0,1,1,0,99,2160,使范围内敌人的魔法防御力降低{0},1,0.0,3,魔法防御力降低+{0},0.0,0,0.5,0.5,0.0
1,1.0,4,2,125700301,0.4,2,0,0,99,2160,范围内的我方的生命值回复{0},1,0.0,3,生命值回复量+{0},0.0,0,8.0,8.0,0.0
1,1.0,10,20,125700302,12.0,2,1,0,99,2160,范围内我方成员的物理防御力提升{0},1,0.0,3,物理防御力提升+{0},0.0,0,0.75,0.75,0.0
1,1.0,10,40,125700303,12.0,2,1,0,99,2160,范围内我方成员的魔法防御力提升{0},1,0.0,3,魔法防御力提升+{0},0.0,0,0.75,0.75,0.0
1,1.0,10,11,125701201,12.0,1,1,0,99,2160,范围内敌方的物理攻击力降低{0},1,0.0,3,物理攻击力降低+{0},0.0,0,21.0,21.0,0.0
1,1.0,10,31,125701202,12.0,1,1,0,99,2160,范围内敌方的魔法攻击力降低{0},1,0.0,3,魔法攻击力降低+{0},0.0,0,21.0,21.0,0.0
1,1.0,10,21,125701203,12.0,1,1,0,99,2160,使范围内敌人的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.6,0.6,0.0
1,1.0,10,41,125701204,12.0,1,1,0,99,2160,使范围内敌人的魔法防御力降低{0},1,0.0,3,魔法防御力降低+{0},0.0,0,0.6,0.6,0.0
1,0.9,8,1,125701205,0.0,1,0,0,99,2160,在一定时间内降低范围内敌人的行动速度,1,0.0,3,降低行动速度的成功率等级+1,0.0,0,12.0,0.0,0.0
1,1.0,90,5,125750101,1.0,0,0,0,0,0,自身的魔法防御力提升{0},0,0.0,0,魔法防御力提升+{0},0.0,0,2.0,2.0,0.0
1,1.0,90,5,125751101,1.0,0,0,0,0,0,自身的魔法防御力提升{0},0,0.0,0,魔法防御力提升+{0},0.0,0,2.0,32.0,0.0
1,4.0,26,125800102,125800101,0.0,2,3,0,99,2160,,3,0.0,23,,0.0,0,0.0,3.6,0.0
1,45.0,1,1,125800102,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,3.6,45.0,0.0
1,0.0,15,3,125800103,0.0,2,425801,1,1,0,生成2只暗影,1,1.0,7,生成的暗影等级+{0},1.0,0,1.0,1.0,50.0
1,0.0,15,3,125800104,0.0,2,425802,1,1,0,,1,1.0,7,,1.0,0,1.0,1.0,100.0
1,1.0,10,10,125800201,12.0,2,1,0,99,150,提升范围内的我方的物理攻击力{0},2,0.0,3,物理攻击力提升+{0},0.0,0,30.0,30.0,0.0
1,30.0,1,1,125800301,0.0,1,0,0,1,2160,对敌方单体造成{0}物理伤害,1,0.0,3,物理伤害+{0},0.0,0,2.4,30.0,0.0
1,1.0,10,21,125800302,12.0,1,1,0,1,2160,敌方单体的物理防御力降低{0},1,0.0,3,物理防御力降低+{0},0.0,0,0.2,0.2,0.0
