physical_penetrate,consume_gold,unit_id,magic_penetrate,magic_str,magic_str_growth,magic_critical_growth,life_steal,consume_num,accuracy,hp_recovery_rate,energy_recovery_rate_growth,wave_energy_recovery,magic_critical,wave_energy_recovery_growth,def_growth,accuracy_growth,dodge_growth,energy_recovery_rate,energy_reduce_rate,physical_critical_growth,physical_penetrate_growth,atk,magic_def_growth,physical_critical,atk_growth,def,wave_hp_recovery_growth,unit_material_id,wave_hp_recovery,rarity,hp,life_steal_growth,dodge,hp_recovery_rate_growth,hp_growth,magic_penetrate_growth,energy_reduce_rate_growth,magic_def
0.0,20000,107001,0.0,64.93,9.02,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2.74,0.0,31070,0.0,2,388.6,0.0,0.0,0.0,53.96,0.0,0.0,2.59
0.0,30000,107001,0.0,75.75,12.02,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,3.19,0.0,31070,0.0,3,453.3,0.0,0.0,0.0,71.94,0.0,0.0,3.02
0.0,40000,107001,0.0,86.58,15.03,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.65,0.0,31070,0.0,4,518.1,0.0,0.0,0.0,89.93,0.0,0.0,3.46
0.0,50000,107001,0.0,97.4,18.03,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,4.1,0.0,31070,0.0,5,582.8,0.0,0.0,0.0,108.0,0.0,0.0,3.89
0.0,10000,107101,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,54.34,0.22,15.0,6.04,2.96,0.0,31071,0.0,1,344.7,0.0,0.0,0.0,38.29,0.0,0.0,1.94
0.0,20000,107101,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,65.2,0.33,15.0,9.06,3.55,0.0,31071,0.0,2,413.6,0.0,0.0,0.0,57.43,0.0,0.0,2.32
0.0,30000,107101,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,76.07,0.44,15.0,12.08,4.14,0.0,31071,0.0,3,482.5,0.0,0.0,0.0,76.58,0.0,0.0,2.71
0.0,40000,107101,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,86.94,0.55,15.0,15.1,4.73,0.0,31071,0.0,4,551.4,0.0,0.0,0.0,95.72,0.0,0.0,3.1
0.0,50000,107101,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,97.81,0.66,15.0,18.12,5.32,0.0,31071,0.0,5,620.4,0.0,0.0,0.0,114.9,0.0,0.0,3.49
0.0,10000,107501,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,56.39,0.23,20.0,6.27,2.96,0.0,31075,0.0,1,344.6,0.0,0.0,0.0,38.29,0.0,0.0,2.05
0.0,20000,107501,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,67.67,0.35,20.0,9.41,3.55,0.0,31075,0.0,2,413.5,0.0,0.0,0.0,57.44,0.0,0.0,2.46
0.0,30000,107501,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,78.95,0.46,20.0,12.54,4.14,0.0,31075,0.0,3,482.4,0.0,0.0,0.0,76.58,0.0,0.0,2.87
0.0,40000,107501,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,90.22,0.58,20.0,15.68,4.74,0.0,31075,0.0,4,551.4,0.0,0.0,0.0,95.73,0.0,0.0,3.28
0.0,50000,107501,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,101.5,0.69,20.0,18.81,5.33,0.0,31075,0.0,5,620.3,0.0,0.0,0.0,114.9,0.0,0.0,3.69
0.0,0,107501,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,10.0,0.0,0.0,0.0,2452.1,1.1,170.0,30.1,7.46,0.0,31075,0.0,6,723.7,0.0,0.0,0.0,183.8,0.0,0.0,5.17
0.0,10000,107601,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,46.94,0.29,10.0,5.22,2.16,0.0,31076,0.0,1,372.9,0.0,0.0,0.0,41.43,0.0,0.0,2.62
0.0,20000,107601,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,56.33,0.44,10.0,7.83,2.59,0.0,31076,0.0,2,447.5,0.0,0.0,0.0,62.15,0.0,0.0,3.14
0.0,30000,107601,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,65.72,0.58,10.0,10.44,3.02,0.0,31076,0.0,3,522.1,0.0,0.0,0.0,82.86,0.0,0.0,3.67
0.0,40000,107601,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,75.1,0.73,10.0,13.05,3.46,0.0,31076,0.0,4,596.6,0.0,0.0,0.0,103.6,0.0,0.0,4.19
0.0,50000,107601,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,84.49,0.87,10.0,15.66,3.89,0.0,31076,0.0,5,671.2,0.0,0.0,0.0,124.3,0.0,0.0,4.72
0.0,0,107601,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,10.0,0.0,0.0,0.0,1168.3,1.39,10.0,25.06,35.44,0.0,31076,0.0,6,783.1,0.0,0.0,0.0,198.9,0.0,0.0,36.6
0.0,10000,107701,0.0,39.42,4.38,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.05,0.0,31077,0.0,1,333.2,0.0,0.0,0.0,37.03,0.0,0.0,2.28
0.0,20000,107701,0.0,47.3,6.57,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,2.46,0.0,31077,0.0,2,399.8,0.0,0.0,0.0,55.55,0.0,0.0,2.74
0.0,30000,107701,0.0,55.19,8.76,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.87,0.0,31077,0.0,3,466.5,0.0,0.0,0.0,74.06,0.0,0.0,3.19
0.0,40000,107701,0.0,63.07,10.95,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,3.28,0.0,31077,0.0,4,533.1,0.0,0.0,0.0,92.58,0.0,0.0,3.65
0.0,50000,107701,0.0,70.96,13.14,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.69,0.0,31077,0.0,5,599.8,0.0,0.0,0.0,111.1,0.0,0.0,4.1
0.0,10000,107801,0.0,47.62,5.29,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.05,0.0,31078,0.0,1,282.0,0.0,0.0,0.0,31.33,0.0,0.0,1.82
0.0,20000,107801,0.0,57.14,7.94,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.46,0.0,31078,0.0,2,338.4,0.0,0.0,0.0,47.0,0.0,0.0,2.18
0.0,30000,107801,0.0,66.67,10.58,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.87,0.0,31078,0.0,3,394.8,0.0,0.0,0.0,62.66,0.0,0.0,2.55
0.0,40000,107801,0.0,76.19,13.23,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.28,0.0,31078,0.0,4,451.2,0.0,0.0,0.0,78.33,0.0,0.0,2.91
0.0,50000,107801,0.0,85.72,15.87,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.69,0.0,31078,0.0,5,507.6,0.0,0.0,0.0,93.99,0.0,0.0,3.28
0.0,0,107801,0.0,2430.0,25.39,0.0,0.0,0,0.0,0.0,0.0,0.0,75.0,0.0,1.1,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,5.17,0.0,31078,0.0,6,592.2,0.0,0.0,0.0,150.4,0.0,0.0,4.59
0.0,10000,107901,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,53.54,0.34,15.0,5.95,2.16,0.0,31079,0.0,1,360.3,0.0,0.0,0.0,40.04,0.0,0.0,3.08
0.0,20000,107901,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,64.25,0.51,15.0,8.93,2.59,0.0,31079,0.0,2,432.4,0.0,0.0,0.0,60.06,0.0,0.0,3.7
0.0,30000,107901,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,74.96,0.68,15.0,11.9,3.02,0.0,31079,0.0,3,504.4,0.0,0.0,0.0,80.08,0.0,0.0,4.31
0.0,40000,107901,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,85.66,0.85,15.0,14.88,3.46,0.0,31079,0.0,4,576.5,0.0,0.0,0.0,100.1,0.0,0.0,4.93
0.0,50000,107901,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,96.37,1.02,15.0,17.85,3.89,0.0,31079,0.0,5,648.5,0.0,0.0,0.0,120.2,0.0,0.0,5.54
0.0,10000,108001,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,51.38,0.27,10.0,5.71,2.73,0.0,31080,0.0,1,323.8,0.0,0.0,0.0,35.97,0.0,0.0,2.39
0.0,20000,108001,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,61.66,0.41,10.0,8.57,3.28,0.0,31080,0.0,2,388.6,0.0,0.0,0.0,53.96,0.0,0.0,2.87
0.0,30000,108001,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,71.93,0.54,10.0,11.42,3.82,0.0,31080,0.0,3,453.3,0.0,0.0,0.0,71.94,0.0,0.0,3.35
0.0,40000,108001,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,82.21,0.68,10.0,14.28,4.37,0.0,31080,0.0,4,518.1,0.0,0.0,0.0,89.93,0.0,0.0,3.82
0.0,50000,108001,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,92.48,0.81,10.0,17.13,4.91,0.0,31080,0.0,5,582.8,0.0,0.0,0.0,108.0,0.0,0.0,4.3
0.0,10000,108101,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,52.97,0.22,15.0,5.89,2.85,0.0,31081,0.0,1,323.8,0.0,0.0,0.0,35.97,0.0,0.0,1.94
0.0,20000,108101,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,63.56,0.33,15.0,8.84,3.42,0.0,31081,0.0,2,388.6,0.0,0.0,0.0,53.96,0.0,0.0,2.33
0.0,30000,108101,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,74.16,0.44,15.0,11.78,3.99,0.0,31081,0.0,3,453.3,0.0,0.0,0.0,71.94,0.0,0.0,2.72
0.0,40000,108101,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,84.75,0.55,15.0,14.73,4.56,0.0,31081,0.0,4,518.1,0.0,0.0,0.0,89.93,0.0,0.0,3.1
0.0,50000,108101,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,95.35,0.66,15.0,17.67,5.13,0.0,31081,0.0,5,582.8,0.0,0.0,0.0,108.0,0.0,0.0,3.49
0.0,10000,108201,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,51.95,0.25,20.0,5.77,2.51,0.0,31082,0.0,1,333.6,0.0,0.0,0.0,37.06,0.0,0.0,2.28
0.0,20000,108201,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,62.34,0.38,20.0,8.66,3.01,0.0,31082,0.0,2,400.3,0.0,0.0,0.0,55.59,0.0,0.0,2.74
0.0,30000,108201,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,72.73,0.5,20.0,11.54,3.51,0.0,31082,0.0,3,467.0,0.0,0.0,0.0,74.12,0.0,0.0,3.19
0.0,40000,108201,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,83.12,0.63,20.0,14.43,4.02,0.0,31082,0.0,4,533.8,0.0,0.0,0.0,92.65,0.0,0.0,3.65
0.0,50000,108201,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,93.51,0.75,20.0,17.31,4.52,0.0,31082,0.0,5,600.5,0.0,0.0,0.0,111.2,0.0,0.0,4.1
0.0,10000,108301,0.0,45.11,5.01,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,2.16,0.0,31083,0.0,1,304.7,0.0,0.0,0.0,33.85,0.0,0.0,2.05
0.0,20000,108301,0.0,54.13,7.51,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,2.59,0.0,31083,0.0,2,365.6,0.0,0.0,0.0,50.77,0.0,0.0,2.46
0.0,30000,108301,0.0,63.15,10.02,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,3.02,0.0,31083,0.0,3,426.5,0.0,0.0,0.0,67.7,0.0,0.0,2.87
0.0,40000,108301,0.0,72.17,12.52,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,3.45,0.0,31083,0.0,4,487.4,0.0,0.0,0.0,84.62,0.0,0.0,3.28
0.0,50000,108301,0.0,81.19,15.03,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,3.88,0.0,31083,0.0,5,548.4,0.0,0.0,0.0,101.6,0.0,0.0,3.69
0.0,10000,108401,0.0,40.44,4.49,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.51,0.0,31084,0.0,1,307.6,0.0,0.0,0.0,34.18,0.0,0.0,2.28
0.0,20000,108401,0.0,48.53,6.74,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.01,0.0,31084,0.0,2,369.1,0.0,0.0,0.0,51.27,0.0,0.0,2.74
0.0,30000,108401,0.0,56.62,8.98,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.51,0.0,31084,0.0,3,430.6,0.0,0.0,0.0,68.36,0.0,0.0,3.19
0.0,40000,108401,0.0,64.7,11.23,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,4.02,0.0,31084,0.0,4,492.2,0.0,0.0,0.0,85.45,0.0,0.0,3.65
0.0,50000,108401,0.0,72.79,13.47,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.52,0.0,31084,0.0,5,553.7,0.0,0.0,0.0,102.6,0.0,0.0,4.1
0.0,10000,108501,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,44.09,0.27,5.0,4.9,2.62,0.0,31085,0.0,1,454.3,0.0,0.0,0.0,50.48,0.0,0.0,2.39
0.0,20000,108501,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,52.91,0.41,5.0,7.35,3.14,0.0,31085,0.0,2,545.2,0.0,0.0,0.0,75.72,0.0,0.0,2.87
0.0,30000,108501,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,61.73,0.54,5.0,9.8,3.67,0.0,31085,0.0,3,636.0,0.0,0.0,0.0,101.0,0.0,0.0,3.35
0.0,40000,108501,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,70.54,0.68,5.0,12.25,4.19,0.0,31085,0.0,4,726.9,0.0,0.0,0.0,126.2,0.0,0.0,3.82
0.0,50000,108501,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,79.36,0.81,5.0,14.7,4.72,0.0,31085,0.0,5,817.7,0.0,0.0,0.0,151.5,0.0,0.0,4.3
0.0,10000,108601,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,54.68,0.23,5.0,6.08,2.96,0.0,31086,0.0,1,360.3,0.0,0.0,0.0,40.04,0.0,0.0,2.05
0.0,20000,108601,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,65.62,0.35,5.0,9.12,3.55,0.0,31086,0.0,2,432.4,0.0,0.0,0.0,60.06,0.0,0.0,2.46
0.0,30000,108601,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,76.55,0.46,5.0,12.16,4.14,0.0,31086,0.0,3,504.4,0.0,0.0,0.0,80.08,0.0,0.0,2.87
0.0,40000,108601,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,87.49,0.58,5.0,15.2,4.74,0.0,31086,0.0,4,576.5,0.0,0.0,0.0,100.1,0.0,0.0,3.28
0.0,50000,108601,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,98.42,0.69,5.0,18.24,5.33,0.0,31086,0.0,5,648.5,0.0,0.0,0.0,120.2,0.0,0.0,3.69
0.0,10000,108701,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,55.82,0.27,20.0,6.2,2.73,0.0,31087,0.0,1,344.6,0.0,0.0,0.0,38.29,0.0,0.0,2.39
0.0,20000,108701,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,66.98,0.41,20.0,9.3,3.28,0.0,31087,0.0,2,413.5,0.0,0.0,0.0,57.44,0.0,0.0,2.87
0.0,30000,108701,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,78.15,0.54,20.0,12.4,3.82,0.0,31087,0.0,3,482.4,0.0,0.0,0.0,76.58,0.0,0.0,3.35
0.0,40000,108701,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,89.31,0.68,20.0,15.5,4.37,0.0,31087,0.0,4,551.4,0.0,0.0,0.0,95.73,0.0,0.0,3.82
0.0,50000,108701,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,100.5,0.81,20.0,18.6,4.91,0.0,31087,0.0,5,620.3,0.0,0.0,0.0,114.9,0.0,0.0,4.3
0.0,10000,108801,0.0,39.42,4.38,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,2.28,0.0,31088,0.0,1,333.2,0.0,0.0,0.0,37.03,0.0,0.0,2.05
0.0,20000,108801,0.0,47.3,6.57,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,2.74,0.0,31088,0.0,2,399.8,0.0,0.0,0.0,55.55,0.0,0.0,2.46
0.0,30000,108801,0.0,55.19,8.76,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,3.19,0.0,31088,0.0,3,466.5,0.0,0.0,0.0,74.06,0.0,0.0,2.87
0.0,40000,108801,0.0,63.07,10.95,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,3.65,0.0,31088,0.0,4,533.1,0.0,0.0,0.0,92.58,0.0,0.0,3.28
0.0,50000,108801,0.0,70.96,13.14,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,4.1,0.0,31088,0.0,5,599.8,0.0,0.0,0.0,111.1,0.0,0.0,3.69
0.0,10000,108901,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,31.22,0.47,10.0,3.47,2.96,0.0,31089,0.0,1,480.4,0.0,0.0,0.0,53.38,0.0,0.0,4.22
0.0,20000,108901,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,37.46,0.71,10.0,5.21,3.55,0.0,31089,0.0,2,576.5,0.0,0.0,0.0,80.07,0.0,0.0,5.06
0.0,30000,108901,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,43.71,0.94,10.0,6.94,4.14,0.0,31089,0.0,3,672.6,0.0,0.0,0.0,106.8,0.0,0.0,5.91
0.0,40000,108901,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,49.95,1.18,10.0,8.68,4.74,0.0,31089,0.0,4,768.6,0.0,0.0,0.0,133.5,0.0,0.0,6.75
0.0,50000,108901,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,56.2,1.41,10.0,10.41,5.33,0.0,31089,0.0,5,864.7,0.0,0.0,0.0,160.2,0.0,0.0,7.6
0.0,10000,109001,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,51.72,0.23,10.0,5.75,2.73,0.0,31090,0.0,1,396.9,0.0,0.0,0.0,44.1,0.0,0.0,2.05
0.0,20000,109001,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,62.06,0.35,10.0,8.63,3.28,0.0,31090,0.0,2,476.3,0.0,0.0,0.0,66.15,0.0,0.0,2.46
0.0,30000,109001,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,72.41,0.46,10.0,11.5,3.82,0.0,31090,0.0,3,555.7,0.0,0.0,0.0,88.2,0.0,0.0,2.87
0.0,40000,109001,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,82.75,0.58,10.0,14.38,4.37,0.0,31090,0.0,4,635.0,0.0,0.0,0.0,110.3,0.0,0.0,3.28
