normal_atk_cast_time,visual_change_flag,motion_type,atk_type,search_area_width,unit_name,cutin_star6,move_speed,unit_id,prefab_id,comment,cutin,se_type
1.8,0,0,1,1000,冰角龙,0,270,305400,305400,【物理】强而有力的带冰头部能贯穿\n坚韧护盾的独角之兽。在布满冰丘的\n北方尽头，将冒险者推落到冰之地狱。\n\n·对敌方全体造成大量魔法伤害，降\n　低物理防御力。并使己方全体的技\n　能值上升。\n\n·对前方小范围造成少量魔法伤害，\n　使其陷入结冰状态。并且对全体造\n　成少量魔法伤害，将前方三名角色\n　小幅度击飞。,0,16
3.0,0,0,2,2160,雾精,0,270,305500,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈隐藏全身。\n\n·必杀技能给予敌方全体魔法伤害（大），并且在\n　敌人处于诅咒状态时提升伤害。\n·给予敌方全体魔法伤害（中）。并使其陷入诅咒\n　状态。\n·随机召唤分身（紫）（红）（蓝）之中的其中一\n　个。召唤时给予敌人全体反击。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的屏障。\n·【物理】分身（红）会给予敌方全体魔法伤害\n　（中）。\n·【物理】分身（蓝）给予敌方全体物理伤害（中）\n　。并且使其陷入诅咒状态。分身（蓝）的生命值\n　降到30%以下时，回复雾精的300技能值。\n·雾精自身的生命值降到50%时，会变得更为凶\n　暴，攻击更为猛烈。,0,16
3.0,0,0,2,2160,雾精,0,270,305501,305500,【魔法】身负无数传承之名，记忆的大精灵。没有\n实体，如雾般缥缈隐藏全身。\n\n·必杀技能给予敌方全体魔法伤害（大），并且在\n　敌人处于诅咒状态时提升伤害。\n·给予敌方全体魔法伤害（中）。并使其陷入诅咒\n　状态。\n·随机召唤分身（紫）（红）之中的其中一个。召\n　唤时给予敌人全体反击。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的屏障。\n·【物理】分身（红）会给予敌方全体魔法伤害\n　（中）。,0,16
3.0,0,0,2,2160,雾精,0,270,305502,305500,【魔法】身负无数传承之名，记忆的大精灵。没有\n实体，如雾般缥缈隐藏全身。\n\n·必杀技能给予敌方全体魔法伤害（大），并且在\n　敌人处于诅咒状态时提升伤害。\n·给予敌方全体魔法伤害（中）。并使其陷入诅咒\n　状态。\n·随机召唤分身（紫）（红）之中的其中一个。召\n　唤时给予敌人全体反击。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的屏障。\n·【物理】分身（红）会给予敌方全体魔法伤害\n　（中）。\n·雾精自身的生命值降到50%时，会变得更为凶\n　暴，攻击更为猛烈。,0,16
3.0,0,0,2,2160,雾精,0,270,305503,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈隐藏全身。\n\n·必杀技能给予敌方全体魔法伤害（大），并且在\n　敌人处于诅咒状态时提升伤害。\n·给予敌方全体魔法伤害（中）。并使其陷入诅咒\n　状态。\n·随机召唤分身（紫）（红）（蓝）之中的其中一\n　个。召唤时给予敌人全体反击。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的屏障。\n·【物理】分身（红）会给予敌方全体魔法伤害\n　（中）。\n·【物理】分身（蓝）给予敌方全体物理伤害（中）\n　。并且使其陷入诅咒状态。分身（蓝）的生命值\n　降到30%以下时，回复雾精的300技能值。\n·雾精自身的生命值降到50%时，会变得更为凶\n　暴，攻击更为猛烈。,0,16
3.0,0,0,2,2160,雾精,0,270,305504,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈，隐匿身形。\n\n·必杀技能对敌方全体造成魔法伤害（大），并且\n　在敌人处于诅咒状态时，提升造成的伤害。\n·对敌方全体造成魔法伤害（大）。并赋予诅咒状\n　态。\n·随机召唤分身（紫）（红）（蓝）之中的其中一\n　个。召唤时击退敌方全体。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的领域。\n·【物理】分身（红）会对敌方全体造成魔法伤害\n　（中）。\n·【物理】分身（蓝）会对敌方全体造成魔法伤害\n　（中）。并赋予诅咒状态。当分身（蓝）的生命\n　值降到30%以下时，回复雾精300技能值。\n·当雾精自身的生命值低于50%时，会变得更为\n　凶暴，攻击更为猛烈。,0,16
3.0,0,0,2,2160,雾精,0,270,305505,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈，隐匿身形。\n\n·必杀技能对敌方全体造成魔法伤害（中）。并且\n　在敌人处于诅咒状态时，提升造成的伤害。\n·对敌方全体造成魔法伤害（小），并赋予诅咒状\n　态。\n·随机召唤分身（紫）（红）之中的其中一个。召\n　唤时击退敌方全体。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的领域。\n·【物理】分身（红）会对敌方全体造成魔法伤害\n　（大）。,0,16
3.0,0,0,2,2160,雾精,0,270,305506,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈，隐匿身形。\n\n·必杀技能对敌方全体造成魔法伤害（中）。并且\n　在敌人处于诅咒状态时，提升造成的伤害。\n·对敌方全体造成魔法伤害（小），并赋予诅咒状\n　态。\n·随机召唤分身（紫）（红）之中的其中一个。召\n　唤时击退敌方全体。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的领域。\n·【物理】分身（红）会对敌方全体并造成魔法伤\n　害（大）。\n·当雾精自身的生命值低于50%时，会变得更为\n　凶暴，攻击更为猛烈。,0,16
3.0,0,0,2,2160,雾精,0,270,305507,305500,【魔法】在无数传说中都有所记载的记忆之大精灵。\n没有实体，如雾般缥缈，隐匿身形。\n\n·必杀技能对敌方全体造成魔法伤害（大），并且\n　在敌人处于诅咒状态时，提升造成的伤害。\n·对敌方全体造成魔法伤害（大）。并赋予诅咒状\n　态。\n·随机召唤分身（紫）（红）（蓝）之中的其中一\n　个。召唤时击退敌方全体。\n·【物理】分身（紫）会为自身展开吸收物理/魔\n　法的领域。\n·【物理】分身（红）会对敌方全体并造成魔法伤\n　害（大）。\n·【物理】分身（蓝）会对敌方全体造成物理伤害\n　（小）。并赋予诅咒状态。当分身（蓝）的生命\n　值降到30%以下时，回复雾精300技能值。\n·当雾精自身的生命值低于50%时，会变得更为\n　凶暴，攻击更为猛烈。,0,16
3.0,0,0,2,1000,迷雾追踪者,0,270,305508,305508,【魔法】散发着塔的魔力的雾气实体化而成的魔物。\n四处散播怨气，与分身一同伺机加害冒险者。\n\n·对敌方全体造成魔法伤害（大）。在敌人处于诅\n　咒状态时，提升造成的伤害，若敌人处于毒咒状\n　态，进一步提升造成的伤害。\n·对敌方全体造成魔法伤害（中）。若敌人处于诅\n　咒状态，则使其陷入毒咒状态。同时，当迷雾追\n　踪者自身的生命值低于80%时，将短时间大幅\n　降低物理攻击力和魔法攻击力。\n·召唤分身。召唤时击退敌方全体。\n·分身会对敌方全体造成物理伤害（中），并使其\n　陷入诅咒状态。\n·分身的生命值低于30%时，将为我方魔法攻击\n　力最高的一名角色回复1000技能值。\n·迷雾追踪者自身的生命值低于80%时，会展开\n　更为激烈凶暴的攻击。,0,16
1.8,0,0,1,1000,异界魔主,0,270,305600,305600,【魔法】渴望获得月神魔力而出现的异界魔物。企\n图凭魔眼和自己率领的士兵征服露娜之塔。\n\n·对敌方全体造成魔法伤害（大），并中幅度降低\n　其魔法防御力。\n·随机对一名角色造成6次魔法伤害（小）。\n·对后方第三名角色造成魔法伤害（中），并将其\n　长时间拘束。\n\n·同时对敌方全体造成魔法伤害（小）。,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305700,305700,【物理】豪爽地挥舞战斧，身经百战的哥布林战士。\n腋下夹着年幼的战士，为其展示千锤百炼的技艺。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n【必杀技能】\n·对前方一名敌人造成物理伤害\n·提升自身物理攻击力\n·提升自身物理防御力,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305701,305701,豪爽地挥舞战斧，身经百战的哥布林战士。腋下夹\n着年幼的战士，为其展示千锤百炼的技艺。\n\n·必杀技能中幅提升自身的物理攻击力，小幅提升\n　自身的物理防御力，同时对前方一名敌人造成物\n　理伤害（特大）。,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305702,305702,【物理】豪爽地挥舞战斧，身经百战的哥布林战士。\n腋下夹着年幼的战士，为其展示千锤百炼的技艺。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n·自身技能值降低无效\n·降低敌方全体技能值上升量\n·降低敌方全体生命值吸收量\n【必杀技能】\n·对前方一名敌人造成物理伤害\n·使前方一名敌人陷入眩晕状态（必中）\n·提升自身物理攻击力\n·提升自身物理防御力\n【技能1】\n·对前方一名敌人造成物理伤害\n·使前方一名敌人陷入眩晕状态（必中）,0,16
1.8,0,0,1,1000,蛮族首领,0,270,305703,305703,【物理】凭借强健的体魄及内心在沙\n漠中艰难生存的蛮族战士。为保护家\n族幼子，挥舞战斧战斗到底。\n\n·必杀技能会中幅提升自身的物理攻\n　击力，小幅提升物理防御力。并对\n　前方一名角色造成物理伤害（特大）\n　。,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305704,305704,【物理】豪爽地挥舞战斧，身经百战的哥布林战士。\n腋下夹着年幼的战士，为其展示千锤百炼的技艺。\n\n·战斗开始时，中幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，使作用于自身的技能值降低的效果\n　量减少50%。\n·巨型哥布林的所有伤害使队伍产生的技能值回复\n　量中幅降低。\n·必杀技能会小幅提升自身的物理攻击力和物理防\n　御力，并对最近的一名敌人造成物理伤害（特大）\n　，同时使其陷入眩晕状态。该技能的异常状态在\n　伤害免疫的情况下也会成功赋予。\n·对最近的一名敌人造成物理伤害（大），并使其\n　陷入眩晕状态。该技能的异常状态在伤害免疫的\n　情况下也会成功赋予。,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305705,305705,【物理】豪爽地挥舞战斧，身经百战的哥布林战士。\n腋下夹着年幼的战士，为其展示千锤百炼的技艺。\n\n【特殊效果】\n·所有的技能伤害技能值回复量降低\n【必杀技能】\n·对前方一名敌人造成物理伤害\n·使前方一名敌人陷入眩晕状态（必中）\n·提升自身物理攻击力\n·提升自身物理防御力\n【技能1】\n·对前方一名敌人造成物理伤害\n·使前方一名敌人陷入眩晕状态（必中）\n【普通攻击】\n·对前方一名敌人造成物理伤害,0,16
1.8,0,0,1,1000,巨型哥布林,0,270,305707,305707,【物理】领主的左膀右臂，哥布林大战士。豪迈地\n挥舞起巨大的战斧，击碎眼前的敌人。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，使用伤害上限技能，当一次行动对\n　其施加的伤害超过一定数值，伤害量将根据施加\n　的伤害值而减少。\n·巨型哥布林的所有伤害都会中幅降低队伍的技能\n　值回复量。\n·必杀技能会对前方一名角色造成物理伤害（特大）\n　，小幅提升自身的物理攻击力和物理防御力。\n·根据角色的最大生命值，对前方一名角色造成一\n　定比例的物理伤害。,0,16
1.8,0,0,2,1000,海王蛞蝓,0,270,305800,305800,【魔法】海神的使者，一种神秘的软体魔物。几乎\n全身都是由带有魔力的海水构成。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n【必杀技能】\n·对敌方全体造成魔法伤害\n·降低敌方全体物理/魔法攻击力（必中）\n【技能1】\n·以后方第一名敌人为中心展开魔法伤害领域\n【普通攻击】\n·对后方第一名敌人造成魔法伤害\n·降低后方第一名敌人及其周围的行动速度（必中）,0,16
2.6,0,0,2,1000,海神使者,0,270,305801,305801,【魔法】在露娜之塔肆虐的海兽。曾侍奉远古的海\n神，如今却成为了舍弃正义的破坏者。\n\n·对敌方全体造成魔法伤害。\n·在一定范围内，降低敌方的物理攻击力和魔法防\n　御力，并展开造成持续魔法伤害的领域。\n·对前方第二名、第三名敌人造成魔法伤害（大）。,0,16
1.8,0,0,2,1000,海王蛞蝓,0,270,305802,305802,【魔法】侍奉海神的奇妙魔物。当看\n到有入侵者威胁水域的和平时，它便\n会行使神使之力将其一举消灭。\n\n·对敌方全体造成魔法伤害（大）。\n\n·对前方第二名角色造成魔法伤害\n　（特大），对前方第三名角色造成\n　魔法伤害（中）。\n\n·在一定范围内，展开降低魔法防御\n　力和持续造成魔法伤害的领域。,0,16
1.8,0,0,2,1000,海王蛞蝓,0,270,305803,305803,【魔法】海神的使者，一种神秘的软体魔物。几乎\n全身都是由带有魔力的海水构成。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n·减少自身技能值降低量\n·降低敌方全体技能值上升量\n·降低敌方全体生命值吸收量\n【必杀技能】\n·对敌方全体造成魔法伤害\n·降低敌方全体物理/魔法攻击力（必中）\n【技能1】\n·以后方第一名敌人为中心展开魔法伤害领域\n【普通攻击】\n·对后方第一名敌人造成魔法伤害\n·降低后方第一名敌人及其周围的行动速度（必中）,0,16
1.8,0,0,2,3000,海王蛞蝓,0,270,305804,305804,【魔法】海神的使者，一种神秘的软体魔物。据闻\n几乎全身都是由带有魔力的海水构成。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·海蛞蝓的所有伤害都会小幅降低队伍的技能值回\n　复量。\n·必杀技能会对敌方全体造成魔法伤害（大），并\n　大幅降低其物理攻击力和魔法攻击力。这个技能\n　的异常状态在伤害免疫的情况下也会成功赋予。\n　该技能所造成的伤害不会使敌人的技能值回复。\n·无视敌人的挑衅，以前方第四名角色为中心，对\n　小范围内的敌人持续造成魔法伤害（小）。该技\n　能所造成的伤害不会使敌人的技能值回复。\n·普通攻击会无视敌人的挑衅，对前方第四名角色\n　造成魔法伤害（特大），并以该角色为中心，大\n　幅降低小范围内敌人的行动速度。这个技能的异\n　常状态在伤害免疫的情况下也会成功赋予。,0,16
1.8,0,0,2,3000,海王蛞蝓,0,270,305805,305805,【魔法】海神的使者，一种神秘的软体魔物。几乎\n全身都是由带有魔力的海水构成。\n\n【特殊效果】\n·所有的技能伤害技能值回复量降低\n【必杀技能】\n·对敌方全体造成魔法伤害（无法回复技能值）\n·降低敌方全体物理/魔法暴击伤害（必中）\n【技能1】\n·以后方第一名敌人为中心展开魔法伤害领域（无\n　法回复技能值）\n【普通攻击】\n·对后方第一名敌人造成魔法伤害\n·降低后方第一名敌人及其周围的行动速度（必中）,0,16
2.2,0,0,2,1000,极彩鸟,0,270,305900,305900,【魔法】能散发出惊人的吸引力，有着缤纷色彩的\n艳丽鸟类。一旦被它的美艳所困，便会成为不惜袭\n击同伴的仆人。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n【必杀技能】\n·对敌方全体造成魔法伤害\n·对象不处于屏障状态时：魅惑\n·提升敌方全体物理/魔法攻击力（必中）\n【技能1】\n·对前方范围造成魔法伤害\n·对前方范围造成魅惑（必中）,0,16
2.2,0,0,2,1000,极彩鸟,0,270,305901,305901,【魔法】能散发出惊人的吸引力，有着缤纷色彩的\n艳丽鸟类。一旦被它的美艳所困，便会成为不惜袭\n击同伴的仆人。\n\n【特殊效果】\n·提升自身物理/魔法防御力（不可降低）\n·减少自身技能值降低量\n·降低敌方全体技能值上升量\n·降低敌方全体生命值吸收量\n【必杀技能】\n·对敌方全体造成魔法伤害\n·对象不处于屏障状态时：魅惑\n·提升敌方全体物理/魔法攻击力（必中）\n【技能1】\n·对前方范围造成魔法伤害\n·对前方范围造成魅惑（必中）\n·降低前方范围的物理/魔法造成伤害（必中）,0,16
2.2,0,0,2,3000,极彩鸟,0,270,305902,305902,【魔法】能散发出惊人的吸引力，有着缤纷色彩的\n艳丽鸟类。一旦被它的美艳所困，便会成为不惜袭\n击同伴的仆人。\n\n【特殊效果】\n·所有的技能伤害技能值回复量降低\n【必杀技能】\n·对敌方全体造成魔法比例伤害（无法回复技能值）\n·对象不处于屏障状态时：魅惑\n·提升敌方全体物理/魔法攻击力（必中）\n【技能1】\n·对前方范围造成魔法伤害\n·对前方范围造成魅惑（必中）\n·降低前方范围的物理/魔法造成伤害（必中）\n【普通攻击】\n·对前方一名敌人造成魔法伤害,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306000,306000,【物理】汇聚了邪念残渣化身而成的邪神。净化所\n有显现出的烦恼，迎接新年吧！\n\n·必杀技能对敌方全体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），降低物理\n　攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在召唤后8秒产生大爆炸，对范围内\n　的敌方全体造成物理伤害（中）。但是，在爆炸\n　前将炸弹年糕的生命值降到50%，则小幅回复\n　敌方全体生命值，并消失。\n·邪糕神伽米自身的生命值降到50%时，会变得\n　更加凶暴，攻击更为猛烈。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306001,306000,【物理】汇聚了邪念残渣化身而成的邪神。净化所\n有显现出的烦恼，迎接新年吧！\n\n·必杀技能对敌方全体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），降低物理\n　攻击力。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306002,306000,【物理】汇聚了邪念残渣化身而成的邪神。净化所\n有显现出的烦恼，迎接新年吧！\n\n·必杀技能对敌方全体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），降低物理\n　攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在召唤后8秒产生大爆炸，对范围内\n　的敌方全体造成物理伤害（中）。但是，在爆炸\n　前将炸弹年糕的生命值降到50%，则小幅回复\n　敌方全体生命值，并消失。\n·邪糕神伽米自身的生命值降到50%时，会变得\n　更加凶暴，攻击更为猛烈。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306003,306000,【物理】汇聚了邪念残渣化身而成的邪神。净化所\n有显现出的烦恼，迎接新年吧！\n\n·必杀技能对敌方全体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），降低物理\n　攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在召唤后8秒产生大爆炸，对范围内\n　的敌方全体造成物理伤害（中）。但是，在爆炸\n　前将炸弹年糕的生命值降到50%，则小幅回复\n　敌方全体生命值，并消失。\n·邪糕神伽米自身的生命值降到50%时，会变得\n　更加凶暴，攻击更为猛烈。,0,16
0.0,0,0,1,3000,邪糕神伽米,0,270,306004,306004,【模式1】汇聚了邪念残渣化身而成的邪神。\n净化所有显现出的烦恼，迎接新年吧！\n\n·邪糕神伽米自身收到攻击时，小幅回复己方全体\n　的生命值，回复邪糕神伽米自身的全部生命值。,0,16
1.6,0,0,1,3000,邪糕神伽米,0,270,306005,306005,【模式2】汇聚了邪念残渣化身而成的邪神。\n净化所有显现出的烦恼，迎接新年吧！\n\n·对前方一名角色造成物理伤害。\n·对前方范围内造成魔法伤害（中），并大幅击飞。\n·注入6份邪念，召唤一只烦恼（红）。\n·注入3份邪念，召唤一只烦恼（紫）。\n·注入1份邪念，召唤一只烦恼（蓝）。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306006,306006,【模式3】汇聚了邪念残渣化身而成的邪神。\n净化所有显现出的烦恼，迎接新年吧！\n\n·对前方一名角色造成物理伤害。\n·必杀技能对敌方全体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），降低物理\n　攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在召唤后8秒产生大爆炸，对范围内\n　的敌方全体造成物理伤害（中）。但是，在爆炸\n　前将炸弹年糕的生命值降到50%，则小幅回复\n　敌方全体生命值，并消失。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306007,306000,【物理】由汇集的邪念残渣化身而成的邪神。净化\n所有显现出的烦恼，迎接新年吧！\n\n·连结爆发时，根据角色的最大生命值，对敌方全\n　体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），并小幅度\n　降低其物理攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在被召唤8秒后爆炸，对范围内的全\n　体敌方造成物理伤害（中）。然而，若炸弹年糕\n　的生命值在爆炸前低于50%，则小幅度回复敌\n　方全体生命值，并就此消失。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306008,306000,【物理】由汇集的邪念残渣化身而成的邪神。净化\n所有显现出的烦恼，迎接新年吧！\n\n·连结爆发时，根据角色的最大生命值，对敌方全\n　体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），并小幅度\n　降低其物理攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在被召唤8秒后爆炸，对范围内的全\n　体敌方造成物理伤害（中）。然而，若炸弹年糕\n　的生命值在爆炸前低于50%，则小幅度回复敌\n　方全体生命值，并就此消失。\n·邪糕神伽米自身的生命值低于50%时，会展开\n　更为激烈凶暴的攻击。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306009,306000,【物理】由汇集的邪念残渣化身而成的邪神。净化\n所有显现出的烦恼，迎接新年吧！\n\n·连结爆发时，根据角色的最大生命值，对敌方全\n　体造成物理伤害（大）。\n·对前方三名角色造成魔法伤害（中），并小幅度\n　降低其物理攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在被召唤8秒后爆炸，对范围内的全\n　体敌方造成物理伤害（大）。然而，若炸弹年糕\n　的生命值在爆炸前低于50%，则小幅度回复敌\n　方全体生命值，并就此消失。\n·邪糕神伽米自身的生命值低于50%时，会展开\n　更为激烈凶暴的攻击。,0,16
1.6,0,0,1,2160,邪糕神伽米,0,270,306010,306000,【物理】由邪念的残渣汇集、化身而成的邪神。净\n化所有显现出的烦恼，迎接新年吧！\n\n·必杀技能对敌方全体\n·造成与角色的最大生命值相应的物理伤害（大）。\n·对前方三名敌人造成魔法伤害（中），并降低其\n　物理攻击力。\n·在前方中距离召唤倒计时式炸弹年糕。\n·炸弹年糕会在召唤后8秒产生大爆炸，对范围内\n　的敌方全体造成物理伤害（中）。但是，若在爆\n　炸前将炸弹年糕的生命值低于50%时，则小幅\n　回复敌方全体生命值，并消失。\n·当邪糕神伽米自身的生命值低于60%时，会变\n　得更加凶暴，攻击更为猛烈。,0,16
1.8,0,0,1,1000,偷盗豺狼,0,270,306100,306100,【物理】潜藏在黑暗之中，在村落偷\n盗财物的魔物头领。是一个会毫不留\n情地使用蒙骗回来的赃物攻击敌人，\n并妨碍开拓的流氓。\n\n·对前方三名角色造成物理伤害（中）\n　，并使其麻痹。\n\n·对敌方全体造成物理伤害（小），\n　并降低其行动速度。同时，使前方\n　小范围陷入毒状态。,0,16
1.8,0,0,1,1000,偷盗豺狼,0,270,306101,306101,【物理】潜藏在黑暗之中，在村落中偷盗财物的魔\n物头领。是一个会灵巧地使用蒙骗回来的赃物攻击\n敌人的流氓。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·偷盗豺狼的所有伤害使队伍产生的技能值回复量\n　中幅降低。\n·必杀技能会对敌方全体造成物理伤害（大），并\n　使其在短时间内陷入麻痹状态。若敌人处于中毒\n　状态，则使其陷入长时间的麻痹状态。该技能造\n　成的伤害无法回复技能值。这个技能的异常状态\n　在伤害免疫的情况下也会成功赋予。\n·对敌方全体造成物理伤害（中），并使其陷入中\n　毒状态。该技能所造成的中毒伤害无法回复技能\n　值。,0,16
1.8,0,0,1,1000,偷盗豺狼,0,270,306102,306102,【物理】潜藏在黑暗之中，在村落中偷盗财物的魔\n物头领。是一个会灵巧地使用蒙骗回来的赃物攻击\n敌人的流氓。\n\n·战斗开始时，中幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·战斗开始时，特大幅度降低敌方全体的生命值吸\n　收。\n·战斗开始时，展开让敌方全体技能值上升量小幅\n　下降的领域。\n·战斗开始时，使作用于自身的技能值降低的效果\n　量减少50%。\n·偷盗豺狼的所有伤害使队伍产生的技能值回复量\n　中幅降低。\n·必杀技能会对敌方全体造成物理伤害（大），并\n　使其在短时间内陷入麻痹状态。若敌人处于中毒\n　状态，则使其陷入长时间的麻痹状态。该技能造\n　成的伤害无法回复技能值。这个技能的异常状态\n　在伤害免疫的情况下也会成功赋予。\n·对敌方全体造成物理伤害（中），特大幅度降低\n　其生命值吸收，并使其陷入中毒状态。该技能所\n　造成的伤害无法回复技能值。\n·普通攻击会对最近的一名敌人造成物理伤害（中）\n　，并使其陷入中毒状态，小幅降低其行动速度。\n　这个技能的异常状态在伤害免疫的情况下也会成\n　功赋予。战斗开始后，首发普通攻击的伤害量会\n　大幅提升。\n·偷盗豺狼造成的中毒伤害不会回复角色的技能值。,0,16
1.8,0,0,1,3000,偷盗豺狼,0,270,306103,306103,【物理】潜藏在黑暗之中，在村落中偷盗财物的魔\n物头领。是一个会灵巧地使用蒙骗回来的赃物攻击\n敌人的流氓。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·偷盗豺狼的所有伤害都会中幅降低队伍的技能值\n　回复量。\n·必杀技能会对敌方全体造成物理伤害（大），并\n　使其在短时间内陷入麻痹状态。若敌人处于中毒\n　状态，则使其陷入长时间麻痹状态。这个技能的\n　异常状态在伤害免疫的情况下也会成功赋予。该\n　技能所造成的伤害不会使敌人的技能值回复。\n·对敌方全体造成物理伤害（中），并中幅降低其\n　行动速度。同时特大幅度降低敌方全体的生命值\n　吸收。当角色的生命值低于90%时，赋予中毒\n　状态。这个技能的异常状态在伤害免疫的情况下\n　也会成功赋予。该技能所造成的中毒伤害无法回\n　复技能值。\n·普通攻击对最近的一名敌人造成物理伤害（大），\n　并赋予中毒状态。该技能所造成的中毒伤害无法\n　回复技能值。,0,16
1.8,0,0,1,3000,偷盗豺狼,0,270,306104,306104,【物理】潜藏在黑暗之中，在村落中偷盗财物的魔\n物头领。是会灵巧使用蒙骗来的赃物攻击敌人的流\n氓。\n\n【特殊效果】\n・所有的技能伤害技能值回复量降低\n【必杀技能】\n・对敌方全体造成物理伤害（无法回复技能值）\n・使敌方全体陷入麻痹状态（必中）\n・如对象处于中毒状态：麻痹时间延长\n【技能1】\n・对敌方全体造成物理伤害（无法回复技能值）\n・对敌方全体赋予中毒状态（无法回复技能值）\n・降低敌方全体生命值吸收量（必中）\n【普通攻击】\n・对前方一名敌人造成物理伤害\n・对前方一名敌人赋予中毒状态（无法回复技能值・\n　必中）\n・降低前方一名敌人的行动速度（必中）,0,16
1.8,0,0,1,1000,狸猫首领,0,270,306200,306200,【物理】栖身于森林深处，与手下一\n同支配着周边的狡猾大狸猫。以虚构\n的幻象侵蚀敌人的精神，能巧妙地使\n用幻影进行攻击。\n\n·对敌方全体造成魔法伤害（中），\n　并召唤2只淘气豆狸。\n\n·对敌方全体造成魔法伤害（小），\n　消灭不处于无敌状态的召唤怪物。\n　并在敌人的生命值降至40%以下\n　时，赋予其麻痹状态。,0,16
1.8,0,0,1,1000,狸猫首领,0,270,306201,306201,【物理】栖身于森林深处，支配着这一带的狡猾大\n狸猫。与召唤而来的小狸猫相互配合，以多彩的招\n数蛊惑敌人。\n\n·战斗开始时，小幅提升自身的物理防御力和魔法\n　防御力。通过本防御提升效果所增加的防御力，\n　不受战斗中防御力降低技能的影响。\n·必杀技能会对敌方全体造成魔法伤害（中），并\n　召唤2只淘气豆狸。该技能所造成的伤害不会使\n　敌人的技能值回复。\n·对敌方全体造成魔法伤害（小），将其击退并消\n　灭非无敌状态的淘气豆狸。若敌人的生命值低于\n　50%，则赋予其麻痹状态。,0,16
