hp_recovery_rate,promotion_level,magic_def,energy_recovery_rate,dodge,hp,wave_hp_recovery,physical_penetrate,life_steal,physical_critical,magic_critical,magic_penetrate,def,energy_reduce_rate,unit_id,magic_str,atk,accuracy,wave_energy_recovery
30.0,35,164.0,22.0,4.0,12420.0,1495.0,0.0,6.0,1452.0,0.0,0.0,196.0,0.0,109701,0.0,41795.0,44.0,144.0
30.0,36,171.0,22.0,4.0,13020.0,1495.0,0.0,6.0,1479.0,0.0,0.0,203.0,0.0,109701,0.0,45014.0,44.0,144.0
30.0,37,178.0,22.0,4.0,14040.0,1495.0,0.0,6.0,1506.0,0.0,0.0,210.0,0.0,109701,0.0,48298.0,44.0,144.0
30.0,38,185.0,22.0,4.0,15060.0,1495.0,0.0,6.0,1533.0,0.0,0.0,217.0,0.0,109701,0.0,51692.0,44.0,144.0
0.0,2,3.0,0.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109801,26.0,0.0,0.0,0.0
0.0,3,7.0,0.0,0.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109801,94.0,0.0,0.0,0.0
10.0,4,14.0,0.0,0.0,270.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,109801,214.0,0.0,0.0,0.0
10.0,5,29.0,0.0,0.0,450.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,109801,405.0,0.0,0.0,0.0
10.0,6,42.0,0.0,0.0,800.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,109801,634.0,0.0,0.0,50.0
15.0,7,56.0,0.0,0.0,1395.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,109801,894.0,0.0,0.0,85.0
30.0,8,63.0,4.0,0.0,1560.0,100.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,109801,1286.0,0.0,0.0,120.0
45.0,9,70.0,9.0,0.0,1700.0,100.0,0.0,2.0,0.0,16.0,0.0,10.0,0.0,109801,1710.0,0.0,0.0,155.0
45.0,10,75.0,14.0,0.0,1970.0,320.0,0.0,4.0,0.0,45.0,0.0,13.0,0.0,109801,2175.0,0.0,0.0,170.0
45.0,11,80.0,14.0,0.0,2130.0,540.0,0.0,5.0,0.0,90.0,0.0,13.0,5.0,109801,2687.0,0.0,0.0,186.0
45.0,12,85.0,14.0,0.0,2230.0,640.0,0.0,6.0,0.0,143.0,0.0,16.0,11.0,109801,3211.0,0.0,0.0,222.0
45.0,13,92.0,16.0,0.0,2370.0,640.0,0.0,6.0,0.0,205.0,0.0,21.0,17.0,109801,3744.0,0.0,0.0,242.0
45.0,14,99.0,18.0,0.0,2510.0,760.0,0.0,6.0,0.0,281.0,0.0,25.0,17.0,109801,4324.0,0.0,0.0,272.0
45.0,15,108.0,22.0,0.0,2540.0,880.0,0.0,6.0,0.0,351.0,0.0,33.0,17.0,109801,4929.0,0.0,0.0,282.0
45.0,16,119.0,22.0,0.0,2640.0,880.0,0.0,6.0,0.0,413.0,0.0,40.0,17.0,109801,5582.0,0.0,0.0,312.0
45.0,17,129.0,22.0,0.0,2640.0,880.0,0.0,6.0,0.0,470.0,0.0,47.0,17.0,109801,6294.0,0.0,0.0,357.0
45.0,18,143.0,22.0,0.0,2640.0,880.0,0.0,6.0,0.0,551.0,0.0,56.0,17.0,109801,7046.0,0.0,0.0,387.0
45.0,19,155.0,22.0,0.0,2765.0,880.0,0.0,6.0,0.0,674.0,0.0,64.0,17.0,109801,7890.0,0.0,0.0,387.0
45.0,20,158.0,22.0,0.0,2765.0,880.0,0.0,6.0,0.0,843.0,0.0,68.0,17.0,109801,8884.0,0.0,0.0,387.0
45.0,21,171.0,22.0,0.0,2940.0,980.0,0.0,6.0,0.0,1035.0,0.0,77.0,17.0,109801,9853.0,0.0,0.0,387.0
45.0,22,184.0,22.0,0.0,3285.0,1080.0,0.0,6.0,0.0,1236.0,0.0,89.0,17.0,109801,10963.0,0.0,0.0,387.0
45.0,23,206.0,22.0,0.0,3660.0,1080.0,0.0,6.0,0.0,1400.0,0.0,102.0,17.0,109801,12199.0,0.0,0.0,387.0
45.0,24,229.0,22.0,0.0,4120.0,1080.0,0.0,6.0,0.0,1525.0,0.0,115.0,17.0,109801,13575.0,0.0,0.0,387.0
45.0,25,237.0,22.0,0.0,4120.0,1080.0,0.0,6.0,0.0,1634.0,0.0,121.0,17.0,109801,15285.0,0.0,0.0,387.0
45.0,26,246.0,22.0,0.0,4580.0,1080.0,0.0,6.0,0.0,1706.0,0.0,127.0,17.0,109801,17125.0,0.0,0.0,387.0
45.0,27,254.0,22.0,0.0,4580.0,1080.0,0.0,6.0,0.0,1751.0,0.0,133.0,17.0,109801,19160.0,0.0,0.0,387.0
45.0,28,259.0,22.0,0.0,4580.0,1080.0,0.0,6.0,0.0,1783.0,0.0,138.0,17.0,109801,21358.0,0.0,0.0,387.0
45.0,29,263.0,22.0,0.0,5040.0,1080.0,0.0,6.0,0.0,1816.0,0.0,142.0,17.0,109801,23680.0,0.0,0.0,387.0
45.0,30,267.0,22.0,0.0,5040.0,1080.0,0.0,6.0,0.0,1850.0,0.0,146.0,17.0,109801,26201.0,0.0,0.0,387.0
45.0,31,271.0,22.0,0.0,5500.0,1080.0,0.0,6.0,0.0,1884.0,0.0,150.0,17.0,109801,28780.0,0.0,0.0,387.0
45.0,32,275.0,22.0,0.0,5500.0,1080.0,0.0,6.0,0.0,1918.0,0.0,154.0,17.0,109801,31522.0,0.0,0.0,387.0
45.0,33,279.0,22.0,0.0,6000.0,1080.0,0.0,6.0,0.0,1951.0,0.0,158.0,17.0,109801,34355.0,0.0,0.0,387.0
45.0,34,283.0,22.0,0.0,6500.0,1080.0,0.0,6.0,0.0,1983.0,0.0,162.0,17.0,109801,37337.0,0.0,0.0,387.0
45.0,35,287.0,22.0,0.0,6500.0,1080.0,0.0,6.0,0.0,2015.0,0.0,166.0,17.0,109801,40524.0,0.0,0.0,387.0
45.0,36,291.0,22.0,0.0,6500.0,1080.0,0.0,6.0,0.0,2047.0,0.0,170.0,17.0,109801,43823.0,0.0,0.0,387.0
45.0,37,296.0,22.0,0.0,7000.0,1080.0,0.0,6.0,0.0,2079.0,0.0,175.0,17.0,109801,47167.0,0.0,0.0,387.0
45.0,38,301.0,22.0,0.0,7500.0,1080.0,0.0,6.0,0.0,2111.0,0.0,180.0,17.0,109801,50615.0,0.0,0.0,387.0
0.0,2,2.0,0.0,0.0,55.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109901,23.0,0.0,0.0,0.0
0.0,3,6.0,0.0,0.0,150.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109901,91.0,0.0,0.0,0.0
10.0,4,12.0,0.0,0.0,325.0,175.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,109901,199.0,0.0,0.0,5.0
10.0,5,26.0,0.0,0.0,505.0,175.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,109901,386.0,0.0,0.0,15.0
25.0,6,45.0,0.0,0.0,1035.0,175.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,109901,559.0,0.0,0.0,15.0
30.0,7,55.0,0.0,0.0,1395.0,175.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,109901,845.0,0.0,0.0,85.0
75.0,8,73.0,4.0,0.0,1675.0,175.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,109901,1162.0,0.0,0.0,85.0
110.0,9,90.0,9.0,0.0,2130.0,175.0,0.0,0.0,0.0,11.0,0.0,25.0,0.0,109901,1489.0,0.0,0.0,100.0
120.0,10,103.0,14.0,0.0,2640.0,395.0,0.0,0.0,0.0,35.0,0.0,30.0,0.0,109901,1877.0,0.0,0.0,115.0
134.0,11,122.0,14.0,0.0,3060.0,735.0,0.0,0.0,0.0,58.0,0.0,37.0,0.0,109901,2278.0,0.0,0.0,131.0
143.0,12,145.0,17.0,0.0,3580.0,955.0,0.0,0.0,0.0,80.0,0.0,56.0,0.0,109901,2608.0,0.0,0.0,167.0
143.0,13,160.0,19.0,0.0,3820.0,955.0,0.0,0.0,0.0,132.0,0.0,65.0,3.0,109901,3068.0,0.0,0.0,199.0
147.0,14,179.0,21.0,0.0,4020.0,1075.0,0.0,0.0,0.0,186.0,0.0,77.0,3.0,109901,3536.0,0.0,0.0,221.0
151.0,15,197.0,23.0,0.0,4110.0,1195.0,0.0,0.0,0.0,242.0,0.0,91.0,3.0,109901,4047.0,0.0,0.0,231.0
151.0,16,214.0,25.0,0.0,4140.0,1195.0,0.0,0.0,0.0,301.0,0.0,104.0,3.0,109901,4615.0,0.0,0.0,251.0
151.0,17,231.0,25.0,0.0,4140.0,1195.0,0.0,0.0,0.0,376.0,0.0,113.0,3.0,109901,5243.0,0.0,0.0,281.0
151.0,18,249.0,25.0,0.0,4140.0,1195.0,0.0,0.0,0.0,480.0,0.0,123.0,3.0,109901,5925.0,0.0,0.0,291.0
151.0,19,265.0,25.0,0.0,4140.0,1195.0,0.0,0.0,0.0,609.0,0.0,134.0,3.0,109901,6701.0,0.0,0.0,291.0
151.0,20,286.0,25.0,0.0,4140.0,1195.0,0.0,0.0,0.0,747.0,0.0,149.0,3.0,109901,7519.0,0.0,0.0,291.0
151.0,21,297.0,25.0,0.0,4140.0,1295.0,0.0,0.0,0.0,928.0,0.0,159.0,3.0,109901,8458.0,0.0,0.0,291.0
151.0,22,312.0,25.0,0.0,4140.0,1395.0,0.0,0.0,0.0,1120.0,0.0,170.0,3.0,109901,9541.0,0.0,0.0,291.0
151.0,23,335.0,25.0,0.0,4140.0,1395.0,0.0,0.0,0.0,1269.0,0.0,181.0,3.0,109901,10802.0,0.0,0.0,291.0
151.0,24,360.0,25.0,0.0,4140.0,1395.0,0.0,0.0,0.0,1385.0,0.0,193.0,3.0,109901,12194.0,0.0,0.0,291.0
151.0,25,382.0,25.0,0.0,4410.0,1395.0,0.0,0.0,0.0,1458.0,0.0,209.0,3.0,109901,13752.0,0.0,0.0,291.0
151.0,26,407.0,25.0,0.0,5410.0,1395.0,0.0,0.0,0.0,1477.0,0.0,227.0,3.0,109901,15402.0,0.0,0.0,291.0
151.0,27,429.0,25.0,0.0,6440.0,1395.0,0.0,0.0,0.0,1491.0,0.0,243.0,3.0,109901,17189.0,0.0,0.0,291.0
151.0,28,446.0,25.0,0.0,7040.0,1395.0,0.0,0.0,0.0,1505.0,0.0,258.0,3.0,109901,19183.0,0.0,0.0,291.0
151.0,29,489.0,25.0,0.0,8875.0,1395.0,0.0,0.0,0.0,1512.0,0.0,301.0,3.0,109901,20940.0,0.0,0.0,291.0
151.0,30,532.0,25.0,0.0,10790.0,1395.0,0.0,0.0,0.0,1520.0,0.0,344.0,3.0,109901,22834.0,0.0,0.0,291.0
151.0,31,576.0,25.0,0.0,12785.0,1395.0,0.0,0.0,0.0,1528.0,0.0,388.0,3.0,109901,24817.0,0.0,0.0,291.0
151.0,32,621.0,25.0,0.0,14855.0,1395.0,0.0,0.0,0.0,1536.0,0.0,433.0,3.0,109901,26890.0,0.0,0.0,291.0
151.0,33,633.0,25.0,0.0,15955.0,1395.0,0.0,0.0,0.0,1551.0,0.0,445.0,3.0,109901,29540.0,0.0,0.0,291.0
151.0,34,645.0,25.0,0.0,17555.0,1395.0,0.0,0.0,0.0,1565.0,0.0,457.0,3.0,109901,32298.0,0.0,0.0,291.0
151.0,35,657.0,25.0,0.0,18655.0,1395.0,0.0,0.0,0.0,1579.0,0.0,469.0,3.0,109901,35241.0,0.0,0.0,291.0
151.0,36,669.0,25.0,0.0,19255.0,1395.0,0.0,0.0,0.0,1593.0,0.0,481.0,3.0,109901,38351.0,0.0,0.0,291.0
151.0,37,682.0,25.0,0.0,20355.0,1395.0,0.0,0.0,0.0,1607.0,0.0,494.0,3.0,109901,41505.0,0.0,0.0,291.0
151.0,38,696.0,25.0,0.0,21955.0,1395.0,0.0,0.0,0.0,1621.0,0.0,508.0,3.0,109901,44695.0,0.0,0.0,291.0
0.0,2,3.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,110001,0.0,17.0,0.0,0.0
0.0,3,5.0,0.0,0.0,140.0,105.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,110001,0.0,80.0,0.0,10.0
5.0,4,7.0,0.0,0.0,260.0,245.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,110001,0.0,198.0,0.0,45.0
10.0,5,12.0,0.0,0.0,440.0,495.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,110001,0.0,381.0,0.0,70.0
10.0,6,19.0,0.0,0.0,675.0,1030.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,110001,0.0,625.0,0.0,85.0
10.0,7,31.0,0.0,0.0,880.0,1870.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,110001,0.0,915.0,0.0,85.0
10.0,8,45.0,4.0,0.0,1380.0,2315.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,110001,0.0,1207.0,0.0,85.0
10.0,9,62.0,13.0,1.0,1630.0,2435.0,0.0,0.0,25.0,0.0,0.0,49.0,0.0,110001,0.0,1585.0,0.0,85.0
20.0,10,80.0,22.0,1.0,1830.0,2615.0,0.0,0.0,70.0,0.0,0.0,54.0,0.0,110001,0.0,1996.0,5.0,85.0
30.0,11,96.0,24.0,3.0,2030.0,2925.0,0.0,0.0,107.0,0.0,0.0,61.0,0.0,110001,0.0,2405.0,20.0,85.0
30.0,12,111.0,29.0,3.0,2400.0,2985.0,0.0,2.0,140.0,0.0,0.0,67.0,0.0,110001,0.0,2865.0,35.0,85.0
30.0,13,124.0,31.0,3.0,2550.0,2985.0,0.0,4.0,189.0,0.0,0.0,73.0,0.0,110001,0.0,3391.0,48.0,110.0
30.0,14,133.0,31.0,3.0,2550.0,2985.0,0.0,6.0,258.0,0.0,0.0,80.0,0.0,110001,0.0,4010.0,51.0,135.0
30.0,15,140.0,31.0,3.0,2550.0,2985.0,0.0,6.0,337.0,0.0,0.0,90.0,0.0,110001,0.0,4677.0,54.0,135.0
30.0,16,147.0,31.0,3.0,2550.0,2985.0,0.0,6.0,394.0,0.0,0.0,105.0,0.0,110001,0.0,5355.0,62.0,135.0
30.0,17,157.0,31.0,3.0,2600.0,3135.0,0.0,6.0,474.0,0.0,0.0,119.0,0.0,110001,0.0,6056.0,65.0,135.0
30.0,18,176.0,31.0,5.0,2650.0,3135.0,0.0,6.0,575.0,0.0,0.0,134.0,0.0,110001,0.0,6782.0,65.0,135.0
30.0,19,200.0,31.0,5.0,2745.0,3135.0,0.0,6.0,685.0,0.0,0.0,143.0,0.0,110001,0.0,7628.0,65.0,135.0
30.0,20,234.0,31.0,5.0,2940.0,3135.0,0.0,6.0,774.0,0.0,0.0,154.0,0.0,110001,0.0,8533.0,65.0,135.0
30.0,21,263.0,31.0,5.0,3130.0,3135.0,0.0,6.0,877.0,0.0,0.0,166.0,0.0,110001,0.0,9552.0,65.0,135.0
30.0,22,292.0,31.0,5.0,3220.0,3135.0,0.0,6.0,974.0,0.0,0.0,180.0,0.0,110001,0.0,10759.0,65.0,135.0
30.0,23,318.0,31.0,5.0,3310.0,3135.0,0.0,6.0,1047.0,0.0,0.0,192.0,0.0,110001,0.0,12139.0,65.0,135.0
30.0,24,345.0,31.0,5.0,3720.0,3135.0,0.0,6.0,1122.0,0.0,0.0,202.0,0.0,110001,0.0,13603.0,65.0,135.0
30.0,25,367.0,31.0,5.0,3720.0,3135.0,0.0,6.0,1196.0,0.0,0.0,210.0,0.0,110001,0.0,15306.0,65.0,135.0
30.0,26,385.0,31.0,5.0,4040.0,3135.0,0.0,6.0,1246.0,0.0,0.0,216.0,0.0,110001,0.0,17165.0,65.0,135.0
30.0,27,397.0,31.0,5.0,4360.0,3135.0,0.0,6.0,1280.0,0.0,0.0,221.0,0.0,110001,0.0,19179.0,65.0,135.0
30.0,28,405.0,31.0,5.0,4360.0,3135.0,0.0,6.0,1308.0,0.0,0.0,227.0,0.0,110001,0.0,21376.0,65.0,135.0
30.0,29,412.0,31.0,5.0,4680.0,3135.0,0.0,6.0,1339.0,0.0,0.0,234.0,0.0,110001,0.0,23701.0,65.0,135.0
30.0,30,420.0,31.0,5.0,4680.0,3135.0,0.0,6.0,1371.0,0.0,0.0,242.0,0.0,110001,0.0,26200.0,65.0,135.0
30.0,31,423.0,31.0,5.0,5205.0,3135.0,0.0,6.0,1403.0,0.0,0.0,245.0,0.0,110001,0.0,28800.0,65.0,135.0
30.0,32,432.0,31.0,5.0,5205.0,3135.0,0.0,6.0,1435.0,0.0,0.0,254.0,0.0,110001,0.0,31510.0,65.0,135.0
30.0,33,441.0,31.0,5.0,5575.0,3135.0,0.0,6.0,1466.0,0.0,0.0,263.0,0.0,110001,0.0,34325.0,65.0,135.0
30.0,34,450.0,31.0,5.0,5575.0,3135.0,0.0,6.0,1496.0,0.0,0.0,272.0,0.0,110001,0.0,37331.0,65.0,135.0
30.0,35,459.0,31.0,5.0,5945.0,3135.0,0.0,6.0,1526.0,0.0,0.0,281.0,0.0,110001,0.0,40443.0,65.0,135.0
30.0,36,469.0,31.0,5.0,5945.0,3135.0,0.0,6.0,1556.0,0.0,0.0,291.0,0.0,110001,0.0,43699.0,65.0,135.0
30.0,37,479.0,31.0,5.0,6365.0,3135.0,0.0,6.0,1586.0,0.0,0.0,301.0,0.0,110001,0.0,47019.0,65.0,135.0
30.0,38,489.0,31.0,5.0,6785.0,3135.0,0.0,6.0,1616.0,0.0,0.0,311.0,0.0,110001,0.0,50449.0,65.0,135.0
0.0,2,2.0,0.0,0.0,55.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110101,23.0,0.0,0.0,0.0
0.0,3,7.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,110101,78.0,0.0,0.0,0.0
10.0,4,16.0,0.0,0.0,325.0,200.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,110101,169.0,0.0,0.0,5.0
10.0,5,32.0,0.0,0.0,625.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,110101,322.0,0.0,0.0,15.0
25.0,6,51.0,0.0,0.0,1155.0,200.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,110101,495.0,0.0,0.0,15.0
30.0,7,69.0,0.0,0.0,1515.0,200.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,110101,724.0,26.0,0.0,50.0
60.0,8,93.0,4.0,0.0,2115.0,200.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,110101,960.0,26.0,0.0,85.0
95.0,9,120.0,9.0,0.0,2650.0,200.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,110101,1224.0,26.0,0.0,85.0
105.0,10,143.0,14.0,0.0,3240.0,420.0,0.0,0.0,0.0,13.0,0.0,50.0,10.0,110101,1549.0,26.0,0.0,85.0
119.0,11,167.0,14.0,0.0,3840.0,640.0,0.0,0.0,0.0,28.0,0.0,66.0,10.0,110101,1880.0,26.0,0.0,101.0
135.0,12,192.0,17.0,0.0,4200.0,760.0,0.0,0.0,0.0,43.0,0.0,79.0,17.0,110101,2215.0,26.0,0.0,111.0
135.0,13,217.0,17.0,0.0,4640.0,980.0,0.0,0.0,0.0,69.0,0.0,102.0,19.0,110101,2582.0,26.0,0.0,121.0
141.0,14,252.0,17.0,0.0,4820.0,1220.0,0.0,0.0,0.0,83.0,0.0,132.0,19.0,110101,2930.0,26.0,0.0,133.0
150.0,15,286.0,19.0,0.0,4970.0,1220.0,0.0,0.0,0.0,99.0,0.0,161.0,21.0,110101,3312.0,26.0,0.0,133.0
156.0,16,319.0,21.0,0.0,4970.0,1320.0,0.0,0.0,0.0,132.0,0.0,187.0,21.0,110101,3761.0,26.0,0.0,133.0
157.0,17,352.0,21.0,0.0,5020.0,1320.0,0.0,0.0,0.0,175.0,0.0,215.0,21.0,110101,4250.0,26.0,0.0,143.0
157.0,18,390.0,21.0,3.0,5425.0,1320.0,0.0,0.0,0.0,223.0,0.0,241.0,21.0,110101,4748.0,26.0,0.0,143.0
157.0,19,430.0,21.0,3.0,5945.0,1320.0,0.0,0.0,0.0,265.0,0.0,274.0,21.0,110101,5322.0,26.0,0.0,143.0
157.0,20,471.0,21.0,3.0,6370.0,1415.0,0.0,0.0,0.0,322.0,0.0,311.0,21.0,110101,5957.0,26.0,0.0,143.0
157.0,21,521.0,21.0,3.0,6880.0,1515.0,0.0,0.0,0.0,370.0,0.0,354.0,21.0,110101,6612.0,26.0,0.0,143.0
157.0,22,581.0,21.0,3.0,7880.0,1515.0,0.0,0.0,0.0,400.0,0.0,404.0,21.0,110101,7331.0,26.0,0.0,143.0
157.0,23,650.0,21.0,3.0,9655.0,1515.0,0.0,0.0,0.0,400.0,0.0,458.0,21.0,110101,8097.0,26.0,0.0,143.0
157.0,24,716.0,21.0,3.0,11180.0,1515.0,0.0,0.0,0.0,415.0,0.0,517.0,21.0,110101,8978.0,26.0,0.0,143.0
157.0,25,776.0,21.0,3.0,12180.0,1515.0,0.0,0.0,0.0,437.0,0.0,571.0,21.0,110101,10124.0,26.0,0.0,143.0
157.0,26,825.0,21.0,3.0,13015.0,1515.0,0.0,0.0,0.0,459.0,0.0,614.0,21.0,110101,11545.0,26.0,0.0,143.0
157.0,27,868.0,21.0,3.0,14040.0,1515.0,0.0,0.0,0.0,476.0,0.0,654.0,21.0,110101,13104.0,26.0,0.0,143.0
157.0,28,911.0,21.0,3.0,15185.0,1515.0,0.0,0.0,0.0,493.0,0.0,696.0,21.0,110101,14769.0,26.0,0.0,143.0
157.0,29,987.0,21.0,3.0,17180.0,1515.0,0.0,0.0,0.0,503.0,0.0,772.0,21.0,110101,16174.0,26.0,0.0,143.0
157.0,30,1068.0,21.0,3.0,19410.0,1515.0,0.0,0.0,0.0,513.0,0.0,853.0,21.0,110101,17649.0,26.0,0.0,143.0
157.0,31,1151.0,21.0,3.0,21800.0,1515.0,0.0,0.0,0.0,523.0,0.0,936.0,21.0,110101,19196.0,26.0,0.0,143.0
157.0,32,1236.0,21.0,3.0,24345.0,1515.0,0.0,0.0,0.0,533.0,0.0,1021.0,21.0,110101,20814.0,26.0,0.0,143.0
157.0,33,1323.0,21.0,3.0,27135.0,1515.0,0.0,0.0,0.0,543.0,0.0,1108.0,21.0,110101,22529.0,26.0,0.0,143.0
157.0,34,1412.0,21.0,3.0,30335.0,1515.0,0.0,0.0,0.0,553.0,0.0,1197.0,21.0,110101,24341.0,26.0,0.0,143.0
157.0,35,1502.0,21.0,3.0,33945.0,1515.0,0.0,0.0,0.0,563.0,0.0,1287.0,21.0,110101,26226.0,26.0,0.0,143.0
157.0,36,1593.0,21.0,3.0,37895.0,1515.0,0.0,0.0,0.0,573.0,0.0,1378.0,21.0,110101,28174.0,26.0,0.0,143.0
157.0,37,1686.0,21.0,3.0,42090.0,1515.0,0.0,0.0,0.0,583.0,0.0,1471.0,21.0,110101,30184.0,26.0,0.0,143.0
157.0,38,1780.0,21.0,3.0,46525.0,1515.0,0.0,0.0,0.0,593.0,0.0,1565.0,21.0,110101,32265.0,26.0,0.0,143.0
0.0,2,0.0,0.0,1.0,95.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,110301,0.0,17.0,0.0,0.0
0.0,3,0.0,0.0,3.0,325.0,125.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,110301,0.0,59.0,0.0,0.0
0.0,4,1.0,0.0,3.0,790.0,155.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,110301,0.0,164.0,0.0,5.0
0.0,5,6.0,0.0,3.0,1690.0,155.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,110301,0.0,271.0,0.0,5.0
0.0,6,11.0,0.0,7.0,2560.0,245.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,110301,0.0,459.0,0.0,5.0
0.0,7,24.0,0.0,7.0,3815.0,245.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,110301,0.0,643.0,0.0,5.0
0.0,8,41.0,0.0,7.0,4905.0,245.0,0.0,4.0,0.0,0.0,0.0,62.0,0.0,110301,0.0,828.0,0.0,20.0
0.0,9,54.0,9.0,7.0,6115.0,245.0,0.0,4.0,10.0,0.0,0.0,79.0,0.0,110301,10.0,1046.0,0.0,60.0
15.0,10,78.0,18.0,12.0,7205.0,245.0,0.0,6.0,20.0,0.0,0.0,100.0,0.0,110301,20.0,1236.0,0.0,60.0
35.0,11,102.0,18.0,17.0,8265.0,245.0,0.0,8.0,30.0,0.0,0.0,119.0,0.0,110301,20.0,1474.0,3.0,60.0
55.0,12,120.0,18.0,24.0,8905.0,345.0,0.0,8.0,40.0,0.0,0.0,140.0,0.0,110301,20.0,1786.0,9.0,60.0
57.0,13,147.0,18.0,28.0,9585.0,445.0,0.0,8.0,40.0,0.0,0.0,173.0,0.0,110301,20.0,2075.0,12.0,68.0
59.0,14,176.0,18.0,28.0,10085.0,445.0,0.0,8.0,54.0,0.0,0.0,210.0,2.0,110301,20.0,2401.0,12.0,76.0
59.0,15,208.0,18.0,28.0,10305.0,545.0,0.0,8.0,68.0,0.0,0.0,241.0,4.0,110301,20.0,2786.0,15.0,88.0
59.0,16,234.0,18.0,30.0,10495.0,645.0,0.0,8.0,92.0,0.0,0.0,275.0,4.0,110301,20.0,3222.0,20.0,88.0
59.0,17,261.0,18.0,33.0,10745.0,795.0,0.0,8.0,122.0,0.0,0.0,311.0,4.0,110301,20.0,3672.0,25.0,88.0
59.0,18,295.0,18.0,38.0,11020.0,945.0,0.0,8.0,171.0,0.0,0.0,346.0,4.0,110301,20.0,4160.0,25.0,88.0
59.0,19,332.0,18.0,40.0,11250.0,1040.0,0.0,8.0,234.0,0.0,0.0,384.0,4.0,110301,20.0,4748.0,25.0,88.0
59.0,20,373.0,18.0,40.0,11415.0,1135.0,0.0,8.0,282.0,0.0,0.0,426.0,4.0,110301,20.0,5421.0,25.0,88.0
59.0,21,418.0,18.0,40.0,11655.0,1135.0,0.0,8.0,328.0,0.0,0.0,473.0,4.0,110301,20.0,6143.0,25.0,88.0
59.0,22,468.0,18.0,40.0,12205.0,1135.0,0.0,8.0,390.0,0.0,0.0,527.0,4.0,110301,20.0,6942.0,25.0,88.0
59.0,23,531.0,18.0,40.0,12775.0,1135.0,0.0,8.0,438.0,0.0,0.0,596.0,4.0,110301,20.0,7773.0,25.0,88.0
59.0,24,602.0,18.0,40.0,13365.0,1135.0,0.0,8.0,470.0,0.0,0.0,669.0,4.0,110301,20.0,8662.0,25.0,88.0
59.0,25,684.0,18.0,40.0,14795.0,1135.0,0.0,8.0,500.0,0.0,0.0,756.0,4.0,110301,20.0,9493.0,25.0,88.0
59.0,26,770.0,18.0,40.0,16460.0,1135.0,0.0,8.0,524.0,0.0,0.0,843.0,4.0,110301,20.0,10426.0,25.0,88.0
59.0,27,845.0,18.0,40.0,17860.0,1135.0,0.0,8.0,548.0,0.0,0.0,911.0,4.0,110301,20.0,11648.0,25.0,88.0
59.0,28,918.0,18.0,40.0,19425.0,1135.0,0.0,8.0,572.0,0.0,0.0,982.0,4.0,110301,20.0,12975.0,25.0,88.0
59.0,29,995.0,18.0,40.0,21220.0,1135.0,0.0,8.0,596.0,0.0,0.0,1059.0,4.0,110301,20.0,14391.0,25.0,88.0
59.0,30,1076.0,18.0,40.0,23250.0,1135.0,0.0,8.0,620.0,0.0,0.0,1140.0,4.0,110301,20.0,15886.0,25.0,88.0
59.0,31,1159.0,18.0,40.0,25440.0,1135.0,0.0,8.0,644.0,0.0,0.0,1223.0,4.0,110301,20.0,17452.0,25.0,88.0
59.0,32,1244.0,18.0,40.0,27885.0,1135.0,0.0,8.0,668.0,0.0,0.0,1308.0,4.0,110301,20.0,19079.0,25.0,88.0
