limit_num,item_type,end_time,value,gojuon_order,item_name,start_time,price,promotion_level,item_id,description,sell_check_disp
9999,11,2099/12/31 23:59:59,31319,361122,爱蜜莉雅（夏日）的记忆碎片,2026/04/30 11:00:00,0,1,31319,封印着爱蜜莉雅（夏日）的记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31320,311112,艾姬多娜（夏日）的记忆碎片,2026/04/30 11:00:00,0,1,31320,封印着艾姬多娜（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31321,8362122,雷姆（夏日）的记忆碎片,2026/04/30 11:00:00,0,1,31321,封印着雷姆（夏日）的记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31322,4424152,望（炼金术师）的记忆碎片,2026/01/29 09:00:00,0,1,31322,封印着望（炼金术师）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31323,8201112,露易丝玛丽的记忆碎片,2026/06/19 18:00:00,0,1,31323,封印着露易丝玛丽记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31325,2444112,苑的记忆碎片,2026/06/19 18:00:00,0,1,31325,封印着苑记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31328,8001122,莱拉耶尔 （圣诞节）的记忆碎片,2026/02/28 11:00:00,0,1,31328,封印着莱拉耶尔（圣诞节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31329,104142,伊绪（圣诞节）的记忆碎片,2026/02/28 11:00:00,0,1,31329,封印着伊绪（圣诞节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31330,1283212,格蕾丝的记忆碎片,2026/03/16 11:00:00,0,1,31330,封印着格蕾丝记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31331,200112,薇奥莉特的记忆碎片,2026/06/16 11:00:00,0,1,31331,封印着薇奥莉特记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31332,6441142,莫妮卡（新年）的记忆碎片,2026/03/16 11:00:00,0,1,31332,封印着莫妮卡（新年）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31335,2083152,咲恋（新年）的记忆碎片,2026/03/19 18:00:00,0,1,31335,封印着咲恋（新年）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31336,6334002,美杜莎的记忆碎片,2026/03/19 18:00:00,0,1,31336,封印着美杜莎记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31337,8051132,菈比莉斯塔（阿尔法）的记忆碎片,2026/03/31 11:00:00,0,1,31337,封印着菈比莉斯塔（阿尔法）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31338,4343242,似似花（阿尔法）的记忆碎片,2026/04/20 18:00:00,0,1,31338,封印着似似花（阿尔法）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31339,1281242,克莉丝提娜（阿尔法）的记忆碎片,2026/04/07 11:00:00,0,1,31339,封印着克莉丝提娜（阿尔法）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31340,5201112,菲欧的记忆碎片,2026/04/17 11:00:00,0,1,31340,封印着菲欧记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31343,8092132,兰法（礼服）的记忆碎片,2026/05/15 11:00:00,0,1,31343,封印着兰法（礼服）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31344,3110142,千歌（礼服）的记忆碎片,2026/05/15 11:00:00,0,1,31344,封印着千歌（礼服）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31345,1284222,克萝茜（空战）的记忆碎片,2026/06/01 11:00:00,0,1,31345,封印着克萝茜（空战）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31346,4152,碧（驾驶员）的记忆碎片,2026/06/01 11:00:00,0,1,31346,封印着碧（驾驶员）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31347,5402112,凤凰的记忆碎片,2026/06/07 11:00:00,0,1,31347,封印着凤凰记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31701,0,环奈的记忆碎片,2020/10/16 11:00:00,0,1,31701,封印着环奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31702,0,环奈（振袖）的记忆碎片,2020/12/30 11:00:00,0,1,31702,封印着环奈（振袖）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31801,5174212,日和莉（公主）的记忆碎片,2022/12/31 11:00:00,0,1,31801,封印着日和莉（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31802,7201212,优衣（公主）的记忆碎片,2022/06/26 11:00:00,0,1,31802,封印着优衣（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31803,8301212,怜（公主）的记忆碎片,2023/04/15 11:00:00,0,1,31803,封印着怜（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31804,5314212,佩可莉姆（公主）的记忆碎片,2015/12/17 15:00:00,0,1,31804,封印着佩可莉姆（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31805,1432212,可可萝（公主）的记忆碎片,2022/04/17 11:00:00,0,1,31805,封印着可可萝（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31806,1170212,凯露（公主）的记忆碎片,2015/12/17 15:00:00,0,1,31806,封印着凯露（公主）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31807,5032212,初音＆栞的记忆碎片,2023/08/31 11:00:00,0,1,31807,封印着初音＆栞记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31808,6124212,未奏希＆美美＆镜华的记忆碎片,2023/12/29 11:00:00,0,1,31808,封印着未奏希＆美美＆镜华记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31809,11212,秋乃＆咲恋的记忆碎片,2024/04/17 11:00:00,0,1,31809,封印着秋乃＆咲恋记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31810,94212,安＆古蕾雅的记忆碎片,2024/12/31 11:00:00,0,1,31810,封印着安＆古蕾雅的记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31810,2122212,静流&璃乃的记忆碎片,2025/08/29 11:00:00,0,1,31811,封印着静流&璃乃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31812,2103232,雪菲（公主）的记忆碎片,2026/01/22 18:00:00,0,1,31812,封印着雪菲（公主）的记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,18,2099/12/31 23:59:59,32001,5174111,日和莉的纯净记忆碎片,2022/02/28 09:00:00,0,1,32001,封印着日和莉纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32002,7201111,优衣的纯净记忆碎片,2022/02/28 09:00:00,0,1,32002,封印着优衣纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32003,8301111,怜的纯净记忆碎片,2022/02/28 09:00:00,0,1,32003,封印着怜纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32004,6124111,未奏希的纯净记忆碎片,2023/02/28 11:00:00,0,1,32004,封印着未奏希纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32005,6032111,茉莉的纯净记忆碎片,2025/05/30 11:00:00,0,1,32005,封印着茉莉的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32006,10111,茜里的纯净记忆碎片,2022/12/31 11:00:00,0,1,32006,封印着茜里纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32007,6170111,宫子的纯净记忆碎片,2024/05/31 11:00:00,0,1,32007,封印着宫子纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32008,7211111,雪的纯净记忆碎片,2025/04/30 11:00:00,0,1,32008,封印着雪的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32009,94311,杏奈的纯净记忆碎片,2025/03/31 11:00:00,0,1,32009,封印着杏奈的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32010,6054111,真步的纯净记忆碎片,2022/01/28 09:00:00,0,1,32010,封印着真步纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32011,8144111,璃乃的纯净记忆碎片,2021/10/04 11:00:00,0,1,32011,封印着璃乃纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32012,5032111,初音的纯净记忆碎片,2022/03/31 11:00:00,0,1,32012,封印着初音纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32013,4040111,七七香的纯净记忆碎片,2023/09/30 11:00:00,0,1,32013,封印着七七香纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32013,1022111,香澄的纯净记忆碎片,2025/07/15 11:00:00,0,1,32014,封印着香澄纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32015,6120211,美里的纯净记忆碎片,2024/06/28 11:00:00,0,1,32015,封印着美里的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32016,2222111,铃奈的纯净记忆碎片,2022/11/30 11:00:00,0,1,32016,封印着铃奈纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32017,1004111,香织的纯净记忆碎片,2023/06/30 11:00:00,0,1,32017,封印着香织纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32018,104111,伊绪的纯净记忆碎片,2021/11/30 11:00:00,0,1,32018,封印着伊绪纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32020,6161111,美美的纯净记忆碎片,2023/02/28 11:00:00,0,1,32020,封印着美美纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32021,1282111,胡桃的纯净记忆碎片,2023/05/31 11:00:00,0,1,32021,封印着胡桃纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32022,7481111,依里的纯净记忆碎片,2023/01/31 11:00:00,0,1,32022,封印着依里纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32023,64111,绫音的纯净记忆碎片,2022/07/31 11:00:00,0,1,32023,封印着绫音纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32025,2222211,铃莓的纯净记忆碎片,2023/04/28 11:00:00,0,1,32025,封印着铃莓纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32026,8194111,铃的纯净记忆碎片,2024/04/30 11:00:00,0,1,32026,封印着铃纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32027,381111,惠理子的纯净记忆碎片,2024/07/31 11:00:00,0,1,32027,封印着惠理子的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32028,2083111,咲恋的纯净记忆碎片,2022/08/31 11:00:00,0,1,32028,封印着咲恋纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32029,4424111,望的纯净记忆碎片,2023/03/31 11:00:00,0,1,32029,封印着望纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32030,4144111,妮侬的纯净记忆碎片,2022/09/30 11:00:00,0,1,32030,封印着妮侬纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32031,2144111,忍的纯净记忆碎片,2024/08/30 11:00:00,0,1,32031,封印着忍的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32032,11111,秋乃的纯净记忆碎片,2022/08/31 11:00:00,0,1,32032,封印着秋乃纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32033,6051111,真阳的纯净记忆碎片,2022/10/31 11:00:00,0,1,32033,封印着真阳纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32034,7210111,由加莉的纯净记忆碎片,2021/12/31 11:00:00,0,1,32034,封印着由加莉纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32036,1174111,镜华的纯净记忆碎片,2023/02/28 11:00:00,0,1,32036,封印着镜华纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32037,3464111,智的纯净记忆碎片,2024/09/30 11:00:00,0,1,32037,封印着智的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32038,2104111,栞的纯净记忆碎片,2025/07/30 11:00:00,0,1,32038,封印着栞纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32040,4111,碧的纯净记忆碎片,2023/07/31 11:00:00,0,1,32040,封印着碧纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32042,3110111,千歌的纯净记忆碎片,2023/12/29 11:00:00,0,1,32042,封印着千歌纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32043,6014111,真琴的纯净记忆碎片,2025/06/30 11:00:00,0,1,32043,封印着真琴的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32044,181111,伊莉亚的纯净记忆碎片,2024/08/30 11:00:00,0,1,32044,封印着伊莉亚的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32045,1202111,空花的纯净记忆碎片,2024/03/29 11:00:00,0,1,32045,封印着空花纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32046,3060111,珠希的纯净记忆碎片,2022/04/29 11:00:00,0,1,32046,封印着珠希纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32047,2172111,纯的纯净记忆碎片,2024/12/31 11:00:00,0,1,32047,封印着纯的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32048,6152111,美冬的纯净记忆碎片,2022/05/31 11:00:00,0,1,32048,封印着美冬纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32049,2122111,静流的纯净记忆碎片,2022/06/30 11:00:00,0,1,32049,封印着静流纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32050,6120111,美咲的纯净记忆碎片,2023/11/30 11:00:00,0,1,32050,封印着美咲纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32051,6132111,深月的纯净记忆碎片,2024/11/29 11:00:00,0,1,32051,封印着深月的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32052,8160111,莉玛的纯净记忆碎片,2021/11/01 11:00:00,0,1,32052,封印着莉玛纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32053,6441111,莫妮卡的纯净记忆碎片,2023/10/31 11:00:00,0,1,32053,封印着莫妮卡纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32054,3262111,纺希的纯净记忆碎片,2025/05/15 11:00:00,0,1,32054,封印着纺希的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32055,72111,步美的纯净记忆碎片,2025/1/27 11:00:00,0,1,32055,封印着步美的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32056,8210111,流夏的纯净记忆碎片,2025/11/29 11:00:00,0,1,32056,封印着流夏纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32057,2101111,姬塔的纯净记忆碎片,2023/08/31 11:00:00,0,1,32057,封印着姬塔纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32058,5314111,佩可莉姆的纯净记忆碎片,2015/12/17 15:00:00,0,1,32058,封印着佩可莉姆纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32059,1432111,可可萝的纯净记忆碎片,2021/09/06 09:00:00,0,1,32059,封印着可可萝纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32060,1170111,凯露的纯净记忆碎片,2021/09/06 09:00:00,0,1,32060,封印着凯露纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32061,6201111,矛依未的纯净记忆碎片,2025/04/15 11:00:00,0,1,32061,封印着矛依未的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32063,81211,亚里莎的纯净记忆碎片,2023/10/31 11:00:00,0,1,32063,封印着亚里莎纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32064,2103111,雪菲的纯净记忆碎片,2024/10/31 11:00:00,0,1,32064,封印着雪菲的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32065,1070111,嘉夜的纯净记忆碎片,2025/08/29 11:00:00,0,1,32065,封印着嘉夜纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32066,144111,祈梨的纯净记忆碎片,2025/08/14 11:00:00,0,1,32066,封印着祈梨纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32071,1281211,克莉丝提娜的纯净记忆碎片,2025/2/26 11:00:00,0,1,32071,封印着克莉丝提娜的纯真记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32075,5314121,佩可莉姆（夏日）的纯净记忆碎片,2024/02/29 11:00:00,0,1,32075,封印着佩可莉姆（夏日）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32076,1432121,可可萝（夏日）的纯净记忆碎片,2024/02/29 11:00:00,0,1,32076,封印着可可萝（夏日）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32078,1170121,凯露（夏日）的纯净记忆碎片,2024/02/29 11:00:00,0,1,32078,封印着凯露（夏日）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在最深处的真正力量。,0
9999,18,2099/12/31 23:59:59,32075,5174121,日和莉（新年）的纯净记忆碎片,2025/10/13 11:00:00,0,1,32087,封印着日和莉（新年）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32076,7201121,优衣（新年）的纯净记忆碎片,2025/10/13 11:00:00,0,1,32088,封印着优衣（新年）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32078,8301121,怜（新年）的纯净记忆碎片,2025/10/13 11:00:00,0,1,32089,封印着怜（新年）纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32097,8362111,雷姆的纯净记忆碎片,2026/04/30 11:00:00,0,1,32097,封印着雷姆纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32098,8062111,拉姆的纯净记忆碎片,2026/04/30 11:00:00,0,1,32098,封印着拉姆纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32099,361111,爱蜜莉雅的纯净记忆碎片,2026/04/30 11:00:00,0,1,32099,封印着爱蜜莉雅纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,18,2099/12/31 23:59:59,32099,200211,斑比的纯净记忆碎片,2026/05/15 11:00:00,0,1,32223,封印着斑比纯净记忆碎片的道具。收集一定数量后，可以解放角色隐藏在灵魂最深处的神秘力量。,0
9999,22,2099/12/31 23:59:59,0,0,阿斯特莱亚戒指,2015/12/17 15:00:00,0,1,41000,自远古流传下来，能让装备者的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,日和莉专用戒指,2015/12/17 15:00:00,0,1,41001,能让日和莉的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,优衣专用戒指,2015/12/17 15:00:00,0,1,41002,能让优衣的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,怜专用戒指,2015/12/17 15:00:00,0,1,41003,能让怜的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,未奏希专用戒指,2015/12/17 15:00:00,0,1,41004,能让未奏希的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,茉莉专用戒指,2015/12/17 15:00:00,0,1,41005,能让茉莉的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,茜里专用戒指,2015/12/17 15:00:00,0,1,41006,能让茜里的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,宫子专用戒指,2015/12/17 15:00:00,0,1,41007,能让宫子的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,雪专用戒指,2015/12/17 15:00:00,0,1,41008,能让雪的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,杏奈专用戒指,2015/12/17 15:00:00,0,1,41009,能让杏奈的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,真步专用戒指,2015/12/17 15:00:00,0,1,41010,能让真步的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,璃乃专用戒指,2015/12/17 15:00:00,0,1,41011,能让璃乃的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,初音专用戒指,2015/12/17 15:00:00,0,1,41012,能让初音的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,七七香专用戒指,2015/12/17 15:00:00,0,1,41013,能让七七香的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,香澄专用戒指,2015/12/17 15:00:00,0,1,41014,能让香澄的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,美里专用戒指,2015/12/17 15:00:00,0,1,41015,能让美里的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,铃奈专用戒指,2015/12/17 15:00:00,0,1,41016,能让铃奈的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
9999,22,2099/12/31 23:59:59,0,0,香织专用戒指,2015/12/17 15:00:00,0,1,41017,能让香织的力量突破极限的戒指。装备后可对角色进行等级界限突破，将角色等级提升至玩家等级之上。,0
