mission_reward_id,id,start_time,reward_id,lv_to,reward_num,end_time,lv_from,reward_type
26003034,327,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
28002042,328,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002042,329,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002042,330,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26002035,331,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002036,332,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002037,333,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002038,334,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002039,335,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
21005040,336,2018/01/01 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002043,337,2018/01/01 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002043,338,2018/01/01 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002043,339,2018/01/01 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002044,340,2018/01/01 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002044,341,2018/01/01 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002044,342,2018/01/01 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
27004003,343,2018/01/01 5:00:00,4101404,-1,1,2099/12/31 23:59:59,1,18
28002045,344,2018/01/01 5:00:00,91002,-1,1500,2099/12/31 23:59:59,1,8
28002045,345,2018/01/01 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002045,346,2018/01/01 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
18002001,350,2018/01/01 5:00:00,23003,-1,100,2099/12/31 23:59:59,1,2
26002040,351,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002041,352,2018/01/01 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26003035,1001,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003035,1002,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003036,1003,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003036,1004,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003037,1005,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003037,1006,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003038,1007,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003038,1008,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
280009001,9001,2022/08/15 11:00:00,25001,-1,30,2022/08/26 10:59:59,1,2
280009002,9002,2022/08/15 11:00:00,140001,-1,30,2022/08/26 10:59:59,1,4
280009003,9003,2022/08/15 11:00:00,24002,-1,1,2022/08/26 10:59:59,1,2
11001003,8888119,2020/01/01 0:00:00,0,-1,60,2099/12/31 23:59:59,1,5
11001003,8888120,2020/01/01 0:00:00,94002,-1,60000,2099/12/31 23:59:59,1,12
11001003,8888121,2020/01/01 0:00:00,91002,-1,20,2099/12/31 23:59:59,1,8
11001004,8888122,2020/01/01 0:00:00,0,-1,60,2099/12/31 23:59:59,1,5
11001004,8888123,2020/01/01 0:00:00,94002,-1,60000,2099/12/31 23:59:59,1,12
11001004,8888124,2020/01/01 0:00:00,23001,-1,12,2099/12/31 23:59:59,1,2
11003002,8888125,2020/01/01 0:00:00,0,-1,80,2099/12/31 23:59:59,1,5
11003002,8888126,2020/01/01 0:00:00,20002,-1,4,2099/12/31 23:59:59,1,2
11003002,8888127,2020/01/01 0:00:00,91002,-1,20,2099/12/31 23:59:59,1,8
11004002,8888128,2020/01/01 0:00:00,0,-1,60,2099/12/31 23:59:59,1,5
11004002,8888129,2020/01/01 0:00:00,20002,-1,4,2099/12/31 23:59:59,1,2
11004002,8888130,2020/01/01 0:00:00,90007,-1,1000,2099/12/31 23:59:59,1,2
13002002,8888134,2020/01/01 0:00:00,0,-1,40,2099/12/31 23:59:59,1,5
14001002,8888135,2020/01/01 0:00:00,0,-1,80,2099/12/31 23:59:59,1,5
14001002,8888136,2020/01/01 0:00:00,94002,-1,160000,2099/12/31 23:59:59,1,12
14001002,8888137,2020/01/01 0:00:00,20003,-1,4,2099/12/31 23:59:59,1,2
14003002,8888138,2020/01/01 0:00:00,0,-1,100,2099/12/31 23:59:59,1,5
14003002,8888139,2020/01/01 0:00:00,94002,-1,280000,2099/12/31 23:59:59,1,12
14003002,8888140,2020/01/01 0:00:00,22002,-1,8,2099/12/31 23:59:59,1,2
15004002,8888141,2020/01/01 0:00:00,0,-1,60,2099/12/31 23:59:59,1,5
15004002,8888142,2020/01/01 0:00:00,90007,-1,200,2099/12/31 23:59:59,1,2
15005002,8888143,2020/01/01 0:00:00,94002,-1,3000,2099/12/31 23:59:59,1,12
16006002,8888144,2020/01/01 0:00:00,0,-1,50,2099/12/31 23:59:59,1,5
16007002,8888145,2020/01/01 0:00:00,0,-1,50,2099/12/31 23:59:59,1,5
16007002,8888146,2020/01/01 0:00:00,22001,-1,6,2099/12/31 23:59:59,1,2
18004002,8888147,2020/01/01 0:00:00,0,-1,40,2099/12/31 23:59:59,1,5
11001005,8888148,2020/01/01 0:00:00,0,-1,60,2099/12/31 23:59:59,1,5
11001005,8888149,2020/01/01 0:00:00,94002,-1,60000,2099/12/31 23:59:59,1,12
11001005,8888150,2020/01/01 0:00:00,91002,-1,75,2099/12/31 23:59:59,1,8
11101002,8888151,2020/01/01 0:00:00,0,-1,40,2099/12/31 23:59:59,1,5
11101002,8888152,2020/01/01 0:00:00,20003,-1,4,2099/12/31 23:59:59,1,2
11003003,8888153,2020/01/01 0:00:00,0,-1,80,2099/12/31 23:59:59,1,5
11003003,8888154,2020/01/01 0:00:00,94002,-1,120000,2099/12/31 23:59:59,1,12
11003003,8888155,2020/01/01 0:00:00,91002,-1,75,2099/12/31 23:59:59,1,8
50000001,8888156,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000001,8888157,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
50000002,8888158,2020/01/01 0:00:00,98001,-1,3,2099/12/31 23:59:59,1,1001
50000002,8888159,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
50000003,8888160,2020/01/01 0:00:00,98001,-1,5,2099/12/31 23:59:59,1,1001
50000003,8888161,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000004,8888162,2020/01/01 0:00:00,98001,-1,5,2099/12/31 23:59:59,1,1001
50000004,8888163,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000004,8888164,2020/01/01 0:00:00,90005,-1,10,2099/12/31 23:59:59,1,2
50000005,8888165,2020/01/01 0:00:00,98001,-1,2,2099/12/31 23:59:59,1,1001
50000005,8888166,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
50000006,8888167,2020/01/01 0:00:00,98001,-1,3,2099/12/31 23:59:59,1,1001
50000006,8888168,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000007,8888169,2020/01/01 0:00:00,98001,-1,3,2099/12/31 23:59:59,1,1001
50000007,8888170,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000007,8888171,2020/01/01 0:00:00,90005,-1,10,2099/12/31 23:59:59,1,2
50000008,8888172,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000008,8888173,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
50000008,8888174,2020/01/01 0:00:00,22003,-1,2,2099/12/31 23:59:59,1,2
50000009,8888175,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000009,8888176,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
50000009,8888177,2020/01/01 0:00:00,22003,-1,3,2099/12/31 23:59:59,1,2
50000010,8888178,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000010,8888179,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000010,8888180,2020/01/01 0:00:00,22003,-1,3,2099/12/31 23:59:59,1,2
50000011,8888181,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000011,8888182,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000011,8888183,2020/01/01 0:00:00,90005,-1,10,2099/12/31 23:59:59,1,2
50000012,8888184,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000012,8888185,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
50000012,8888186,2020/01/01 0:00:00,20004,-1,5,2099/12/31 23:59:59,1,2
50000013,8888187,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000013,8888188,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
50000013,8888189,2020/01/01 0:00:00,20004,-1,10,2099/12/31 23:59:59,1,2
50000014,8888190,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000014,8888191,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000014,8888192,2020/01/01 0:00:00,20004,-1,10,2099/12/31 23:59:59,1,2
50000015,8888193,2020/01/01 0:00:00,98001,-1,2,2099/12/31 23:59:59,1,1001
50000015,8888194,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000016,8888195,2020/01/01 0:00:00,98001,-1,2,2099/12/31 23:59:59,1,1001
50000016,8888196,2020/01/01 0:00:00,94002,-1,400000,2099/12/31 23:59:59,1,12
50000016,8888197,2020/01/01 0:00:00,90005,-1,10,2099/12/31 23:59:59,1,2
50000017,8888198,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000017,8888199,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
50000018,8888200,2020/01/01 0:00:00,98001,-1,1,2099/12/31 23:59:59,1,1001
50000018,8888201,2020/01/01 0:00:00,94002,-1,300000,2099/12/31 23:59:59,1,12
51000001,8888202,2020/01/01 0:00:00,140001,-1,10,2099/12/31 23:59:59,1,4
51000001,8888203,2020/01/01 0:00:00,990211,-1,1,2099/12/31 23:59:59,1,7
51000001,8888204,2020/01/01 0:00:00,94002,-1,1000000,2099/12/31 23:59:59,1,12
51000002,8888205,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000002,8888206,2020/01/01 0:00:00,23001,-1,20,2099/12/31 23:59:59,1,2
51000002,8888207,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
51000003,8888208,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000003,8888209,2020/01/01 0:00:00,22003,-1,10,2099/12/31 23:59:59,1,2
51000003,8888210,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
51000004,8888211,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000004,8888212,2020/01/01 0:00:00,20004,-1,10,2099/12/31 23:59:59,1,2
51000004,8888213,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
51000005,8888214,2020/01/01 0:00:00,24001,-1,2,2099/12/31 23:59:59,1,2
51000005,8888215,2020/01/01 0:00:00,31013,-1,10,2099/12/31 23:59:59,1,2
51000005,8888216,2020/01/01 0:00:00,94002,-1,1000000,2099/12/31 23:59:59,1,12
51000006,8888217,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000006,8888218,2020/01/01 0:00:00,23001,-1,40,2099/12/31 23:59:59,1,2
51000006,8888219,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
51000007,8888220,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000007,8888221,2020/01/01 0:00:00,22003,-1,10,2099/12/31 23:59:59,1,2
51000007,8888222,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
51000008,8888223,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000008,8888224,2020/01/01 0:00:00,20004,-1,10,2099/12/31 23:59:59,1,2
51000008,8888225,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
51000009,8888226,2020/01/01 0:00:00,24002,-1,1,2099/12/31 23:59:59,1,2
51000009,8888227,2020/01/01 0:00:00,90005,-1,10,2099/12/31 23:59:59,1,2
51000009,8888228,2020/01/01 0:00:00,94002,-1,2000000,2099/12/31 23:59:59,1,12
51000010,8888229,2020/01/01 0:00:00,31013,-1,5,2099/12/31 23:59:59,1,2
51000010,8888230,2020/01/01 0:00:00,90005,-1,5,2099/12/31 23:59:59,1,2
51000010,8888231,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
51000011,8888232,2020/01/01 0:00:00,24001,-1,3,2099/12/31 23:59:59,1,2
51000011,8888233,2020/01/01 0:00:00,31013,-1,10,2099/12/31 23:59:59,1,2
51000011,8888234,2020/01/01 0:00:00,94002,-1,2000000,2099/12/31 23:59:59,1,12
51000012,8888235,2020/01/01 0:00:00,23001,-1,100,2099/12/31 23:59:59,1,2
51000012,8888236,2020/01/01 0:00:00,22003,-1,20,2099/12/31 23:59:59,1,2
51000012,8888237,2020/01/01 0:00:00,94002,-1,1000000,2099/12/31 23:59:59,1,12
51000013,8888238,2020/01/01 0:00:00,24001,-1,5,2099/12/31 23:59:59,1,2
51000013,8888239,2020/01/01 0:00:00,31013,-1,20,2099/12/31 23:59:59,1,2
51000013,8888240,2020/01/01 0:00:00,94002,-1,2000000,2099/12/31 23:59:59,1,12
51000014,8888241,2020/01/01 0:00:00,23001,-1,100,2099/12/31 23:59:59,1,2
51000014,8888242,2020/01/01 0:00:00,20004,-1,40,2099/12/31 23:59:59,1,2
51000014,8888243,2020/01/01 0:00:00,94002,-1,1000000,2099/12/31 23:59:59,1,12
51000015,8888244,2020/01/01 0:00:00,90005,-1,50,2099/12/31 23:59:59,1,2
51000015,8888245,2020/01/01 0:00:00,140001,-1,10,2099/12/31 23:59:59,1,4
51000015,8888246,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
11001001,10001003,2022/11/22 5:00:00,0,39,30,2024/12/17 04:59:59,1,5
11001001,10001004,2022/11/22 5:00:00,94002,39,30000,2024/12/17 04:59:59,1,12
11001001,10001005,2022/11/22 5:00:00,91002,39,10,2024/12/17 04:59:59,1,8
11003001,10001006,2022/11/22 5:00:00,0,39,40,2024/12/17 04:59:59,1,5
11003001,10001007,2022/11/22 5:00:00,20002,39,2,2024/12/17 04:59:59,1,2
11003001,10001008,2022/11/22 5:00:00,91002,39,10,2024/12/17 04:59:59,1,8
13002001,10001009,2022/11/22 5:00:00,0,39,20,2024/12/17 04:59:59,1,5
18004001,10001010,2022/11/22 5:00:00,0,39,20,2024/12/17 04:59:59,1,5
16006001,10001011,2022/11/22 5:00:00,0,39,25,2024/12/17 04:59:59,1,5
16007001,10001012,2022/11/22 5:00:00,0,39,25,2024/12/17 04:59:59,1,5
16007001,10001013,2022/11/22 5:00:00,22001,39,3,2024/12/17 04:59:59,1,2
11004001,10001014,2022/11/22 5:00:00,0,39,30,2024/12/17 04:59:59,1,5
11004001,10001015,2022/11/22 5:00:00,20002,39,2,2024/12/17 04:59:59,1,2
11004001,10001016,2022/11/22 5:00:00,90007,39,500,2024/12/17 04:59:59,1,2
11005001,10001017,2022/11/22 5:00:00,0,39,40,2024/12/17 04:59:59,1,5
11005001,10001018,2022/11/22 5:00:00,94002,39,30000,2024/12/17 04:59:59,1,12
11005001,10001019,2022/11/22 5:00:00,90007,39,500,2024/12/17 04:59:59,1,2
11001001,10001023,2024/12/17 05:00:00,0,39,120,2099/12/31 23:59:59,1,5
14001001,10001024,2022/11/22 5:00:00,0,39,40,2024/12/17 04:59:59,1,5
14001001,10001025,2022/11/22 5:00:00,94002,39,80000,2024/12/17 04:59:59,1,12
14001001,10001026,2022/11/22 5:00:00,20003,39,2,2024/12/17 04:59:59,1,2
14003001,10001027,2022/11/22 5:00:00,0,39,50,2024/12/17 04:59:59,1,5
14003001,10001028,2022/11/22 5:00:00,94002,39,140000,2024/12/17 04:59:59,1,12
14003001,10001029,2022/11/22 5:00:00,22002,39,4,2024/12/17 04:59:59,1,2
11001001,10001030,2024/12/17 05:00:00,94002,39,60000,2099/12/31 23:59:59,1,12
11001001,10001031,2024/12/17 05:00:00,91002,39,20,2099/12/31 23:59:59,1,8
11003001,10001032,2024/12/17 05:00:00,0,39,160,2099/12/31 23:59:59,1,5
11003001,10001033,2024/12/17 05:00:00,20002,39,4,2099/12/31 23:59:59,1,2
11003001,10001034,2024/12/17 05:00:00,91002,39,20,2099/12/31 23:59:59,1,8
13002001,10001035,2024/12/17 05:00:00,0,39,80,2099/12/31 23:59:59,1,5
18004001,10001036,2024/12/17 05:00:00,0,39,80,2099/12/31 23:59:59,1,5
16006001,10001037,2024/12/17 05:00:00,0,39,100,2099/12/31 23:59:59,1,5
16007001,10001038,2024/12/17 05:00:00,0,39,100,2099/12/31 23:59:59,1,5
16007001,10001039,2024/12/17 05:00:00,22001,39,6,2099/12/31 23:59:59,1,2
11004001,10001040,2024/12/17 05:00:00,0,39,120,2099/12/31 23:59:59,1,5
11004001,10001041,2024/12/17 05:00:00,20002,39,4,2099/12/31 23:59:59,1,2
11004001,10001042,2024/12/17 05:00:00,90007,39,1000,2099/12/31 23:59:59,1,2
11005001,10001043,2024/12/17 05:00:00,0,39,160,2099/12/31 23:59:59,1,5
11005001,10001044,2024/12/17 05:00:00,94002,39,60000,2099/12/31 23:59:59,1,12
11005001,10001045,2024/12/17 05:00:00,90007,39,1000,2099/12/31 23:59:59,1,2
14001001,10001046,2024/12/17 05:00:00,0,39,160,2099/12/31 23:59:59,1,5
14001001,10001047,2024/12/17 05:00:00,94002,39,160000,2099/12/31 23:59:59,1,12
14001001,10001048,2024/12/17 05:00:00,20003,39,4,2099/12/31 23:59:59,1,2
14003001,10001049,2024/12/17 05:00:00,0,39,200,2099/12/31 23:59:59,1,5
14003001,10001050,2024/12/17 05:00:00,94002,39,280000,2099/12/31 23:59:59,1,12
14003001,10001051,2024/12/17 05:00:00,22002,39,8,2099/12/31 23:59:59,1,2
11101001,10001114,2022/11/22 5:00:00,0,39,20,2024/12/17 04:59:59,1,5
11101001,10001115,2022/11/22 5:00:00,20003,39,2,2024/12/17 04:59:59,1,2
11001002,10001121,2022/11/22 5:00:00,0,39,30,2024/12/17 04:59:59,1,5
11001002,10001122,2022/11/22 5:00:00,94002,39,30000,2024/12/17 04:59:59,1,12
11001002,10001123,2022/11/22 5:00:00,23001,39,6,2024/12/17 04:59:59,1,2
11101001,10001152,2024/12/17 05:00:00,0,39,80,2099/12/31 23:59:59,1,5
11101001,10001153,2024/12/17 05:00:00,20003,39,4,2099/12/31 23:59:59,1,2
11001002,10001154,2024/12/17 05:00:00,0,39,120,2099/12/31 23:59:59,1,5
11001002,10001155,2024/12/17 05:00:00,94002,39,60000,2099/12/31 23:59:59,1,12
11001002,10001156,2024/12/17 05:00:00,23001,39,12,2099/12/31 23:59:59,1,2
11001001,10040003,2022/11/22 5:00:00,0,54,30,2024/12/17 04:59:59,40,5
11001001,10040004,2022/11/22 5:00:00,94002,54,40000,2024/12/17 04:59:59,40,12
11001001,10040005,2022/11/22 5:00:00,91002,54,10,2024/12/17 04:59:59,40,8
11003001,10040006,2022/11/22 5:00:00,0,54,45,2024/12/17 04:59:59,40,5
11003001,10040007,2022/11/22 5:00:00,20002,54,6,2024/12/17 04:59:59,40,2
11003001,10040008,2022/11/22 5:00:00,91002,54,10,2024/12/17 04:59:59,40,8
13002001,10040009,2022/11/22 5:00:00,0,54,20,2024/12/17 04:59:59,40,5
18004001,10040010,2022/11/22 5:00:00,0,54,20,2024/12/17 04:59:59,40,5
16006001,10040011,2022/11/22 5:00:00,0,54,25,2024/12/17 04:59:59,40,5
16007001,10040012,2022/11/22 5:00:00,0,54,25,2024/12/17 04:59:59,40,5
16007001,10040013,2022/11/22 5:00:00,22001,54,3,2024/12/17 04:59:59,40,2
11004001,10040014,2022/11/22 5:00:00,0,54,30,2024/12/17 04:59:59,40,5
11004001,10040015,2022/11/22 5:00:00,20002,54,6,2024/12/17 04:59:59,40,2
11004001,10040016,2022/11/22 5:00:00,90007,54,500,2024/12/17 04:59:59,40,2
11005001,10040017,2022/11/22 5:00:00,0,54,45,2024/12/17 04:59:59,40,5
11005001,10040018,2022/11/22 5:00:00,94002,54,40000,2024/12/17 04:59:59,40,12
11005001,10040019,2022/11/22 5:00:00,90007,54,500,2024/12/17 04:59:59,40,2
11001001,10040023,2024/12/17 05:00:00,0,54,120,2099/12/31 23:59:59,40,5
14001001,10040024,2022/11/22 5:00:00,0,54,45,2024/12/17 04:59:59,40,5
14001001,10040025,2022/11/22 5:00:00,94002,54,100000,2024/12/17 04:59:59,40,12
14001001,10040026,2022/11/22 5:00:00,20003,54,3,2024/12/17 04:59:59,40,2
14003001,10040027,2022/11/22 5:00:00,0,54,55,2024/12/17 04:59:59,40,5
14003001,10040028,2022/11/22 5:00:00,94002,54,180000,2024/12/17 04:59:59,40,12
14003001,10040029,2022/11/22 5:00:00,22002,54,4,2024/12/17 04:59:59,40,2
11001001,10040030,2024/12/17 05:00:00,94002,54,80000,2099/12/31 23:59:59,40,12
11001001,10040031,2024/12/17 05:00:00,91002,54,20,2099/12/31 23:59:59,40,8
11003001,10040032,2024/12/17 05:00:00,0,54,180,2099/12/31 23:59:59,40,5
11003001,10040033,2024/12/17 05:00:00,20002,54,12,2099/12/31 23:59:59,40,2
11003001,10040034,2024/12/17 05:00:00,91002,54,20,2099/12/31 23:59:59,40,8
13002001,10040035,2024/12/17 05:00:00,0,54,80,2099/12/31 23:59:59,40,5
18004001,10040036,2024/12/17 05:00:00,0,54,80,2099/12/31 23:59:59,40,5
16006001,10040037,2024/12/17 05:00:00,0,54,100,2099/12/31 23:59:59,40,5
16007001,10040038,2024/12/17 05:00:00,0,54,100,2099/12/31 23:59:59,40,5
16007001,10040039,2024/12/17 05:00:00,22001,54,6,2099/12/31 23:59:59,40,2
11004001,10040040,2024/12/17 05:00:00,0,54,120,2099/12/31 23:59:59,40,5
11004001,10040041,2024/12/17 05:00:00,20002,54,12,2099/12/31 23:59:59,40,2
11004001,10040042,2024/12/17 05:00:00,90007,54,1000,2099/12/31 23:59:59,40,2
11005001,10040043,2024/12/17 05:00:00,0,54,180,2099/12/31 23:59:59,40,5
11005001,10040044,2024/12/17 05:00:00,94002,54,80000,2099/12/31 23:59:59,40,12
11005001,10040045,2024/12/17 05:00:00,90007,54,1000,2099/12/31 23:59:59,40,2
14001001,10040046,2024/12/17 05:00:00,0,54,180,2099/12/31 23:59:59,40,5
14001001,10040047,2024/12/17 05:00:00,94002,54,200000,2099/12/31 23:59:59,40,12
14001001,10040048,2024/12/17 05:00:00,20003,54,6,2099/12/31 23:59:59,40,2
14003001,10040049,2024/12/17 05:00:00,0,54,220,2099/12/31 23:59:59,40,5
14003001,10040050,2024/12/17 05:00:00,94002,54,360000,2099/12/31 23:59:59,40,12
14003001,10040051,2024/12/17 05:00:00,22002,54,8,2099/12/31 23:59:59,40,2
11101001,10040114,2022/11/22 5:00:00,0,54,20,2024/12/17 04:59:59,40,5
11101001,10040115,2022/11/22 5:00:00,20003,54,3,2024/12/17 04:59:59,40,2
11001002,10040121,2022/11/22 5:00:00,0,54,35,2024/12/17 04:59:59,40,5
11001002,10040122,2022/11/22 5:00:00,94002,54,40000,2024/12/17 04:59:59,40,12
11001002,10040123,2022/11/22 5:00:00,23001,54,6,2024/12/17 04:59:59,40,2
11101001,10040152,2024/12/17 05:00:00,0,54,80,2099/12/31 23:59:59,40,5
11101001,10040153,2024/12/17 05:00:00,20003,54,6,2099/12/31 23:59:59,40,2
11001002,10040154,2024/12/17 05:00:00,0,54,140,2099/12/31 23:59:59,40,5
11001002,10040155,2024/12/17 05:00:00,94002,54,80000,2099/12/31 23:59:59,40,12
11001002,10040156,2024/12/17 05:00:00,23001,54,12,2099/12/31 23:59:59,40,2
11001001,10055003,2022/11/22 5:00:00,0,74,35,2024/12/17 04:59:59,55,5
11001001,10055004,2022/11/22 5:00:00,94002,74,50000,2024/12/17 04:59:59,55,12
11001001,10055005,2022/11/22 5:00:00,91002,74,10,2024/12/17 04:59:59,55,8
11003001,10055006,2022/11/22 5:00:00,0,74,45,2024/12/17 04:59:59,55,5
11003001,10055007,2022/11/22 5:00:00,20002,74,10,2024/12/17 04:59:59,55,2
11003001,10055008,2022/11/22 5:00:00,91002,74,10,2024/12/17 04:59:59,55,8
13002001,10055009,2022/11/22 5:00:00,0,74,20,2024/12/17 04:59:59,55,5
18004001,10055010,2022/11/22 5:00:00,0,74,20,2024/12/17 04:59:59,55,5
16006001,10055011,2022/11/22 5:00:00,0,74,30,2024/12/17 04:59:59,55,5
16007001,10055012,2022/11/22 5:00:00,0,74,30,2024/12/17 04:59:59,55,5
16007001,10055013,2022/11/22 5:00:00,22001,74,3,2024/12/17 04:59:59,55,2
11004001,10055014,2022/11/22 5:00:00,0,74,35,2024/12/17 04:59:59,55,5
11004001,10055015,2022/11/22 5:00:00,20002,74,10,2024/12/17 04:59:59,55,2
11004001,10055016,2022/11/22 5:00:00,90007,74,500,2024/12/17 04:59:59,55,2
11005001,10055017,2022/11/22 5:00:00,0,74,45,2024/12/17 04:59:59,55,5
11005001,10055018,2022/11/22 5:00:00,94002,74,50000,2024/12/17 04:59:59,55,12
11005001,10055019,2022/11/22 5:00:00,90007,74,500,2024/12/17 04:59:59,55,2
11001001,10055023,2024/12/17 05:00:00,0,74,140,2099/12/31 23:59:59,55,5
14001001,10055024,2022/11/22 5:00:00,0,74,45,2024/12/17 04:59:59,55,5
14001001,10055025,2022/11/22 5:00:00,94002,74,120000,2024/12/17 04:59:59,55,12
14001001,10055026,2022/11/22 5:00:00,20003,74,4,2024/12/17 04:59:59,55,2
14003001,10055027,2022/11/22 5:00:00,0,74,60,2024/12/17 04:59:59,55,5
14003001,10055028,2022/11/22 5:00:00,94002,74,220000,2024/12/17 04:59:59,55,12
14003001,10055029,2022/11/22 5:00:00,22002,74,4,2024/12/17 04:59:59,55,2
11001001,10055030,2024/12/17 05:00:00,94002,74,100000,2099/12/31 23:59:59,55,12
11001001,10055031,2024/12/17 05:00:00,91002,74,20,2099/12/31 23:59:59,55,8
11003001,10055032,2024/12/17 05:00:00,0,74,180,2099/12/31 23:59:59,55,5
11003001,10055033,2024/12/17 05:00:00,20002,74,20,2099/12/31 23:59:59,55,2
11003001,10055034,2024/12/17 05:00:00,91002,74,20,2099/12/31 23:59:59,55,8
13002001,10055035,2024/12/17 05:00:00,0,74,80,2099/12/31 23:59:59,55,5
18004001,10055036,2024/12/17 05:00:00,0,74,80,2099/12/31 23:59:59,55,5
16006001,10055037,2024/12/17 05:00:00,0,74,120,2099/12/31 23:59:59,55,5
16007001,10055038,2024/12/17 05:00:00,0,74,120,2099/12/31 23:59:59,55,5
16007001,10055039,2024/12/17 05:00:00,22001,74,6,2099/12/31 23:59:59,55,2
11004001,10055040,2024/12/17 05:00:00,0,74,140,2099/12/31 23:59:59,55,5
