reward_value_1,end_time,lock_all_text,visible_type,reward_id_3,story_quest_id,story_id,reward_type_1,story_end,start_time,pre_story_id,reward_id_1,sub_title,unlock_quest_id,reward_type_3,reward_value_2,title,love_level,force_unlock_time,requirement_id,force_unlock_time_2,reward_id_2,reward_value_3,reward_type_2,story_group_id,unknown_2,unknown_1,pre_story_id_2
50,2099/12/31 23:59:59,0,0,0,0,1043010,8,0,2025/06/30 11:00:00,1043009,91002,独自一人无法做到的事情,0,0,0,真琴 第10话,10,2030/12/17 14:59:59,104301,2030/12/17 14:59:59,0,0,0,1043,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1043011,8,0,2025/06/30 11:00:00,1043010,91002,无法传达的心意,0,0,0,真琴 第11话,11,2030/12/17 14:59:59,104301,2030/12/17 14:59:59,0,0,0,1043,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1043012,8,0,2025/06/30 11:00:00,1043011,91002,让我的獠牙刺进你的心,0,0,0,真琴 第12话,12,2030/12/17 14:59:59,104301,2030/12/17 14:59:59,0,0,0,1043,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044001,8,0,2020/07/06 11:00:00,0,91002,与统率黑夜之主的相遇,0,0,0,伊莉亚 第1话,0,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044002,8,0,2020/07/06 11:00:00,1044001,91002,想要长大的少女的烦恼,0,0,0,伊莉亚 第2话,2,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044003,8,0,2020/07/06 11:00:00,1044002,91002,查明复活的原因！,0,0,0,伊莉亚 第3话,3,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044004,8,0,2020/07/06 11:00:00,1044003,91002,为美丽的吸血鬼献上贡品,0,0,0,伊莉亚 第4话,4,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044005,8,0,2020/07/06 11:00:00,1044004,91002,地下墓地的复活仪式,0,0,0,伊莉亚 第5话,5,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044006,8,0,2020/07/06 11:00:00,1044005,91002,吸血鬼妹妹与眷属哥哥,0,0,0,伊莉亚 第6话,6,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1044007,8,0,2020/07/06 11:00:00,1044006,91002,寻找复活的秘宝,0,0,0,伊莉亚 第7话,7,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044008,8,0,2020/07/06 11:00:00,1044007,91002,统率黑夜之主的终结？,0,0,0,伊莉亚 第8话,8,2099/12/31 23:59:59,104401,2099/12/31 23:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044009,8,0,2024/08/30 11:00:00,1044008,91002,统率黑夜之主的复活,0,0,0,伊莉亚 第9话,9,2030/12/17 14:59:59,104401,2030/12/17 14:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044010,8,0,2024/08/30 11:00:00,1044009,91002,搬家要在征服世界之前,0,0,0,伊莉亚 第10话,10,2030/12/17 14:59:59,104401,2030/12/17 14:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044011,8,0,2024/08/30 11:00:00,1044010,91002,吸血鬼的青春期？,0,0,0,伊莉亚 第11话,11,2030/12/17 14:59:59,104401,2030/12/17 14:59:59,0,0,0,1044,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1044012,8,0,2024/08/30 11:00:00,1044011,91002,红月女帝,0,0,0,伊莉亚 第12话,12,2030/12/17 14:59:59,104401,2030/12/17 14:59:59,0,0,0,1044,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045001,8,0,2020/01/01 0:00:00,0,91002,遭遇！妄想爆发少女,0,0,0,空花 第1话,0,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045002,8,0,2020/01/01 0:00:00,1045001,91002,先从陪练开始,0,0,0,空花 第2话,2,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045003,8,0,2020/01/01 0:00:00,1045002,91002,空花的秘密花园,0,0,0,空花 第3话,3,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045004,8,0,2020/01/01 0:00:00,1045003,91002,空花的处女作？！,0,0,0,空花 第4话,4,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045005,8,0,2020/01/01 0:00:00,1045004,91002,被众人的目光包围,0,0,0,空花 第5话,5,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045006,8,0,2020/01/01 0:00:00,1045005,91002,不能没有它……,0,0,0,空花 第6话,6,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1045007,8,0,2020/01/01 0:00:00,1045006,91002,空花的妄想时分,0,0,0,空花 第7话,7,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045008,8,0,2020/01/01 0:00:00,1045007,91002,空花大回旋,0,0,0,空花 第8话,8,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045009,8,0,2024/03/29 11:00:00,1045008,91002,身体在寻求刺激,0,0,0,空花 第9话,9,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045010,8,0,2024/03/29 11:00:00,1045009,91002,两种疼痛,0,0,0,空花 第10话,10,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045011,8,0,2024/03/29 11:00:00,1045010,91002,空花的“嘿嘿嘿”拜访,0,0,0,空花 第11话,11,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1045012,8,0,2024/03/29 11:00:00,1045011,91002,心中充满甜蜜的燥热,0,0,0,空花 第12话,12,2099/12/31 23:59:59,104501,2099/12/31 23:59:59,0,0,0,1045,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046001,8,0,2020/01/01 0:00:00,0,91002,猫的精明报恩,0,0,0,珠希 第1话,0,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046002,8,0,2020/01/01 0:00:00,1046001,91002,深夜大搜查,0,0,0,珠希 第2话,2,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046003,8,0,2020/01/01 0:00:00,1046002,91002,幻影之猫出现,0,0,0,珠希 第3话,3,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046004,8,0,2020/01/01 0:00:00,1046003,91002,珠希的奇计！,0,0,0,珠希 第4话,4,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046005,8,0,2020/01/01 0:00:00,1046004,91002,算计好的阴谋,0,0,0,珠希 第5话,5,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046006,8,0,2020/01/01 0:00:00,1046005,91002,幻影之猫再临,0,0,0,珠希 第6话,6,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1046007,8,0,2020/01/01 0:00:00,1046006,91002,寻找巨猫,0,0,0,珠希 第7话,7,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046008,8,0,2020/01/01 0:00:00,1046007,91002,惊慌失措☆瘦身大作战,0,0,0,珠希 第8话,8,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046009,8,0,2022/04/29 11:00:00,1046008,91002,搭档不知猫的担心,0,0,0,珠希 第9话,9,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046010,8,0,2022/04/29 11:00:00,1046009,91002,备受打击的猫！,0,0,0,珠希 第10话,10,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046011,8,0,2022/04/29 11:00:00,1046010,91002,少女心和鲷鱼烧,0,0,0,珠希 第11话,11,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1046012,8,0,2022/04/29 11:00:00,1046011,91002,挑战极恶之人的两名义贼,0,0,0,珠希 第12话,12,2099/12/31 23:59:59,104601,2099/12/31 23:59:59,0,0,0,1046,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047001,8,0,2020/04/23 13:00:00,0,91002,门卫和迷路的人,0,0,0,纯 第1话,0,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047002,8,0,2020/04/23 13:00:00,1047001,91002,突然的礼物,0,0,0,纯 第2话,2,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047003,8,0,2020/04/23 13:00:00,1047002,91002,为了留下回忆而自拍,0,0,0,纯 第3话,3,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047004,8,0,2020/04/23 13:00:00,1047003,91002,英雄的日常,0,0,0,纯 第4话,4,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047005,8,0,2020/04/23 13:00:00,1047004,91002,假面之下,0,0,0,纯 第5话,5,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047006,8,0,2020/04/23 13:00:00,1047005,91002,少女心的团长,0,0,0,纯 第6话,6,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1047007,8,0,2020/04/23 13:00:00,1047006,91002,想要了解你的事,0,0,0,纯 第7话,7,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047008,8,0,2020/04/23 13:00:00,1047007,91002,真正的英雄,0,0,0,纯 第8话,8,2099/12/31 23:59:59,104701,2099/12/31 23:59:59,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047009,8,0,2024/12/31 11:00:00,1047008,91002,藏在面具后的少女心,0,0,0,纯 第9话,9,2030/12/17 14:59:00,104701,2030/12/17 14:59:00,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047010,8,0,2024/12/31 11:00:00,1047009,91002,复杂的感情,0,0,0,纯 第10话,10,2030/12/17 14:59:00,104701,2030/12/17 14:59:00,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047011,8,0,2024/12/31 11:00:00,1047010,91002,英雄会站起来,0,0,0,纯 第11话,11,2030/12/17 14:59:00,104701,2030/12/17 14:59:00,0,0,0,1047,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1047012,8,0,2024/12/31 11:00:00,1047011,91002,即便无法与你见面,0,0,0,纯 第12话,12,2030/12/17 14:59:00,104701,2030/12/17 14:59:00,0,0,0,1047,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048001,8,0,2020/01/01 0:00:00,0,91002,手把手地教你,0,0,0,美冬 第1话,0,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048002,8,0,2020/01/01 0:00:00,1048001,91002,古城讨伐战,0,0,0,美冬 第2话,2,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048003,8,0,2020/01/01 0:00:00,1048002,91002,师父的失职,0,0,0,美冬 第3话,3,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048004,8,0,2020/01/01 0:00:00,1048003,91002,效率至上的脱逃,0,0,0,美冬 第4话,4,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048005,8,0,2020/01/01 0:00:00,1048004,91002,获取宝物的三重试炼,0,0,0,美冬 第5话,5,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048006,8,0,2020/01/01 0:00:00,1048005,91002,奇妙的花店护卫任务,0,0,0,美冬 第6话,6,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1048007,8,0,2020/01/01 0:00:00,1048006,91002,师徒对决,0,0,0,美冬 第7话,7,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048008,8,0,2020/01/01 0:00:00,1048007,91002,甜蜜的草莓时间,0,0,0,美冬 第8话,8,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048009,8,0,2022/05/31 11:00:00,1048008,91002,追求“终极效率”,0,0,0,美冬 第9话,9,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048010,8,0,2022/05/31 11:00:00,1048009,91002,健康检查和副业,0,0,0,美冬 第10话,10,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048011,8,0,2022/05/31 11:00:00,1048010,91002,萌芽的感情到底是什么？,0,0,0,美冬 第11话,11,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1048012,8,0,2022/05/31 11:00:00,1048011,91002,驱散绝望的心意之力,0,0,0,美冬 第12话,12,2099/12/31 23:59:59,104801,2099/12/31 23:59:59,0,0,0,1048,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049001,8,0,2020/01/01 0:00:00,0,91002,我是姐姐啊弟弟！！,0,0,0,静流 第1话,0,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049002,8,0,2020/01/01 0:00:00,1049001,91002,弟弟的喜好是？,0,0,0,静流 第2话,2,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049003,8,0,2020/01/01 0:00:00,1049002,91002,甜甜的世界,0,0,0,静流 第3话,3,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049004,8,0,2020/01/01 0:00:00,1049003,91002,“姐弟”日常,0,0,0,静流 第4话,4,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049005,8,0,2020/01/01 0:00:00,1049004,91002,梦想的同居生活,0,0,0,静流 第5话,5,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049006,8,0,2020/01/01 0:00:00,1049005,91002,宛如令人怀念的那时,0,0,0,静流 第6话,6,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1049007,8,0,2020/01/01 0:00:00,1049006,91002,姐姐的生存价值,0,0,0,静流 第7话,7,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049008,8,0,2020/01/01 0:00:00,1049007,91002,即使远离,0,0,0,静流 第8话,8,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049009,8,0,2022/06/30 11:00:00,1049008,91002,提升姐姐力量！,0,0,0,静流 第9话,9,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049010,8,0,2022/06/30 11:00:00,1049009,91002,细心周到认真体贴,0,0,0,静流 第10话,10,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049011,8,0,2022/06/30 11:00:00,1049010,91002,拜拜，姐姐,0,0,0,静流 第11话,11,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1049012,8,0,2022/06/30 11:00:00,1049011,91002,永远的姐姐,0,0,0,静流 第12话,12,2099/12/31 23:59:59,104901,2099/12/31 23:59:59,0,0,0,1049,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050001,8,0,2020/01/01 0:00:00,0,91002,成熟女士，美咲,0,0,0,美咲 第1话,0,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050002,8,0,2020/01/01 0:00:00,1050001,91002,优雅的大人之夜,0,0,0,美咲 第2话,2,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050003,8,0,2020/01/01 0:00:00,1050002,91002,初尝大人甜点,0,0,0,美咲 第3话,3,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050004,8,0,2020/01/01 0:00:00,1050003,91002,女士的优雅游戏,0,0,0,美咲 第4话,4,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050005,8,0,2020/01/01 0:00:00,1050004,91002,咖啡馆的学习会,0,0,0,美咲 第5话,5,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050006,8,0,2020/01/01 0:00:00,1050005,91002,小小婚礼,0,0,0,美咲 第6话,6,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1050007,8,0,2020/01/01 0:00:00,1050006,91002,女士的假日约会,0,0,0,美咲 第7话,7,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050008,8,0,2020/01/01 0:00:00,1050007,91002,憧憬的盛装打扮,0,0,0,美咲 第8话,8,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050009,8,0,2023/11/30 11:00:00,1050008,91002,为了成为真正的淑女,0,0,0,美咲 第9话,9,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050010,8,0,2023/11/30 11:00:00,1050009,91002,不让别人说自己是虚有其表,0,0,0,美咲 第10话,10,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050011,8,0,2023/11/30 11:00:00,1050010,91002,不想输给任何人,0,0,0,美咲 第11话,11,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1050012,8,0,2023/11/30 11:00:00,1050011,91002,淑女最美的照片,0,0,0,美咲 第12话,12,2099/12/31 23:59:59,105001,2099/12/31 23:59:59,0,0,0,1050,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051001,8,0,2020/01/01 0:00:00,0,91002,美丽的花儿往往带毒,0,0,0,深月 第1话,0,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051002,8,0,2020/01/01 0:00:00,1051001,91002,催眠测试,0,0,0,深月 第2话,2,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051003,8,0,2020/01/01 0:00:00,1051002,91002,你的肩膀对治愈疲劳很有效,0,0,0,深月 第3话,3,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051004,8,0,2020/01/01 0:00:00,1051003,91002,碰触即危险,0,0,0,深月 第4话,4,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051005,8,0,2020/01/01 0:00:00,1051004,91002,魔法的效果是？,0,0,0,深月 第5话,5,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051006,8,0,2020/01/01 0:00:00,1051005,91002,深月老师的特别授课,0,0,0,深月 第6话,6,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1051007,8,0,2020/01/01 0:00:00,1051006,91002,魅惑之香在呼唤你,0,0,0,深月 第7话,7,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051008,8,0,2020/01/01 0:00:00,1051007,91002,忆起曾一度忘记的心情,0,0,0,深月 第8话,8,2099/12/31 23:59:59,105101,2099/12/31 23:59:59,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051009,8,0,2024/11/29 11:00:00,1051008,91002,黑市医生的倒霉日,0,0,0,深月 第9话,9,2030/12/17 14:59:00,105101,2030/12/17 14:59:00,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051010,8,0,2024/11/29 11:00:00,1051009,91002,纯粹的你，不纯粹的我,0,0,0,深月 第10话,10,2030/12/17 14:59:00,105101,2030/12/17 14:59:00,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051011,8,0,2024/11/29 11:00:00,1051010,91002,蓝玫瑰的故事,0,0,0,深月 第11话,11,2030/12/17 14:59:00,105101,2030/12/17 14:59:00,0,0,0,1051,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1051012,8,0,2024/11/29 11:00:00,1051011,91002,实验永无止境,0,0,0,深月 第12话,12,2030/12/17 14:59:00,105101,2030/12/17 14:59:00,0,0,0,1051,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052001,8,0,2020/01/01 0:00:00,0,91002,不~好了，要迟到了！,0,0,0,莉玛 第1话,0,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052002,8,0,2020/01/01 0:00:00,1052001,91002,对浪漫的憧憬,0,0,0,莉玛 第2话,2,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052003,8,0,2020/01/01 0:00:00,1052002,91002,骆马(莉玛)的王子殿下,0,0,0,莉玛 第3话,3,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052004,8,0,2020/01/01 0:00:00,1052003,91002,像绘本一样的奇迹,0,0,0,莉玛 第4话,4,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052005,8,0,2020/01/01 0:00:00,1052004,91002,森林中不可思议的相遇,0,0,0,莉玛 第5话,5,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052006,8,0,2020/01/01 0:00:00,1052005,91002,魔法的时间,0,0,0,莉玛 第6话,6,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1052007,8,0,2020/01/01 0:00:00,1052006,91002,就算变不成公主,0,0,0,莉玛 第7话,7,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052008,8,0,2020/01/01 0:00:00,1052007,91002,遇见你真好,0,0,0,莉玛 第8话,8,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052009,8,0,2021/11/01 11:00:00,1052008,91002,爱的逃亡,0,0,0,莉玛 第9话,9,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052010,8,0,2021/11/01 11:00:00,1052009,91002,玩偶装狂想曲,0,0,0,莉玛 第10话,10,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052011,8,0,2021/11/01 11:00:00,1052010,91002,特别的温暖,0,0,0,莉玛 第11话,11,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
50,2099/12/31 23:59:59,0,0,0,0,1052012,8,0,2021/11/01 11:00:00,1052011,91002,即便没有魔法苹果,0,0,0,莉玛 第12话,12,2099/12/31 23:59:59,105201,2099/12/31 23:59:59,0,0,0,1052,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1053001,8,0,2020/01/01 0:00:00,0,91002,小小的身体大大的骄傲,0,0,0,莫妮卡 第1话,0,2099/12/31 23:59:59,105301,2099/12/31 23:59:59,0,0,0,1053,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1053002,8,0,2020/01/01 0:00:00,1053001,91002,纯白双翼展翅高飞,0,0,0,莫妮卡 第2话,2,2099/12/31 23:59:59,105301,2099/12/31 23:59:59,0,0,0,1053,1,1,0
20,2099/12/31 23:59:59,0,0,0,0,1053003,8,0,2020/01/01 0:00:00,1053002,91002,为了志向追求变强,0,0,0,莫妮卡 第3话,3,2099/12/31 23:59:59,105301,2099/12/31 23:59:59,0,0,0,1053,1,1,0
